page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v44_token_glosses_de	v45_token_glosses_de	v45_working_translation_de	v44_unknown_tokens	v45_unknown_tokens	v45_complete
f76r	f76r.36	T	1	12	okeor	EXACT_WHOLE	qokal shedy sheol cheol alshy chol chdy talor ol alor chol okeor ar o oly	Rohstoffklasse I, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | feuchtes Material | trockener Drogenstoff | [alshy:?] | trocken; nominal trockenes Gut/Material | trocken am Anfang des Grades, abgeschlossen | [talor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [alor:?] | trocken; nominal trockenes Gut/Material | [okeor:?] | Drogenfraktion I | Ansatzwasser | abseihen	Rohstoffklasse I, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | feuchtes Material | trockener Drogenstoff | [alshy:?] | trocken; nominal trockenes Gut/Material | trocken am Anfang des Grades, abgeschlossen | [talor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [alor:?] | trocken; nominal trockenes Gut/Material | eine Portion Ansatz bis zur Mittelstufe erhitzen | Drogenfraktion I | Ansatzwasser | abseihen	Rohstoff I, heiß am Gradanfang; bis zur mittleren Einweichstufe gebracht; feuchtes Material; trockener Drogenstoff; [alshy:?]; Trockengut; angetrocknet; [talor:?]; Grundansatz; [alor:?]; Trockengut; eine Portion Ansatz bis zur Mittelstufe erhitzen; Drogenfraktion I; Ansatzwasser; seihe Vorstehendes ab.	4	3	0
f76r	f76r.40	T	1	1	qolchey	QOLCHEY_ACTION	qolchey shckhy qokey lchy opchey dain shdy qokedar olchdy sor oty dy lchedy	[qolchey:?] | Arzneikompositum: feucht, Gradanfang | heiß in der Mitte des Grades | Drogenholz, trockene Grundform | Trockenpulver-Ansatz, Form I | Grad-/Maßwert II | feucht am Anfang des Grades, abgeschlossen | erhitze bis zur Mittelstufe und miss die erste Fraktion ab | Drogenstoff trocknen und fertigstellen | Samenportion | kalter Ansatz am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | getrocknetes Drogenholz	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | Arzneikompositum: feucht, Gradanfang | heiß in der Mitte des Grades | Drogenholz, trockene Grundform | Trockenpulver-Ansatz, Form I | Grad-/Maßwert II | feucht am Anfang des Grades, abgeschlossen | erhitze bis zur Mittelstufe und miss die erste Fraktion ab | Drogenstoff trocknen und fertigstellen | Samenportion | kalter Ansatz am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | getrocknetes Drogenholz	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; Arzneikompositum: feucht, Gradanfang; bis zur mittleren Heizstufe; Drogenholz, trockene Grundform; Trockenpulver-Ansatz, Form I; zwei Maße; leicht angefeuchtet, abgeschlossen; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; Drogenstoff trocknen und fertigstellen; Samenportion; kalter Ansatz am Anfang des Grades; getrocknetes Drogenholz	1	0	1
f76r	f76r.6	T	1	9	okees	EXACT_WHOLE	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	getrockneter Samen/Saatgutstoff/-ansatz | heiß am Ende des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | heißer Ansatz, Bindungsstufe II | Wurzelstoff | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | feucht am Ende des Grades | [okees:?] | Rohstoffklasse I | Rohstoffklasse I | zwei Dosen bis zur Mittelstufe getrockneter Droge | abgemessene Fraktion I	getrockneter Samen/Saatgutstoff/-ansatz | heiß am Ende des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | heißer Ansatz, Bindungsstufe II | Wurzelstoff | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | feucht am Ende des Grades | Charge vollständig erhitzten Ansatzes | Rohstoffklasse I | Rohstoffklasse I | zwei Dosen bis zur Mittelstufe getrockneter Droge | abgemessene Fraktion I	getrockneter Samen/Saatgutstoff/-ansatz; bis zur Heizendstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; heißer Ansatz, Bindungsstufe II; Wurzelstoff; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht; vollständig eingeweicht; Charge vollständig erhitzten Ansatzes; Rohstoff I; Rohstoff I; zwei Dosen bis zur Mittelstufe getrockneter Droge; abgemessene Fraktion I	1	0	1
f76v	f76v.39	B	1	6	san	EXACT_WHOLE	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy	eingeweichte Saat, Form I | eingeweichtes Drogenholz | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | [san:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades, abgeschlossen | Samenportion | heiß am Anfang des Grades | miss eine Dosis auf Mittelstufe ab und stelle sie fertig	eingeweichte Saat, Form I | eingeweichtes Drogenholz | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | ein Teil Saatgut | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades, abgeschlossen | Samenportion | heiß am Anfang des Grades | miss eine Dosis auf Mittelstufe ab und stelle sie fertig	eingeweichte Saat, Form I; eingeweichtes Drogenholz; heiß, Grad III; bis zur mittleren Einweichstufe gebracht; Ansatz bis zur mittleren Heizstufe, abgeschlossen; ein Teil Saatgut; Grundansatz; bis zur Heizendstufe gebracht; Samenportion; leicht erhitzt; miss eine Dosis auf Mittelstufe ab und stelle sie fertig	1	0	1
f77r	f77r.29	B	1	2	cheeol	EXACT_WHOLE	saiin cheeol qokeedy qokeedy qotal	Samen/Saatgut, Typ/Charge III | [cheeol:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang	Samen/Saatgut, Typ/Charge III | vollständig getrockneter Drogenstoff | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang	Samen/Saatgut, Typ/Charge III; vollständig getrockneter Drogenstoff; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; Rohstoff I, kalt am Gradanfang	1	0	1
f77r	f77r.41	B	1	3	qolchey	QOLCHEY_ACTION	daiin sh qolchey qotedy qotal r ain chl s arol	Grad-/Maßwert III | [sh:?] | [qolchey:?] | kalt in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | Wurzel | Menge-/Klassenwert II | trocknen | Samen-/Saatgutposten | Grundauszug, Fraktion I	Grad-/Maßwert III | [sh:?] | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | kalt in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | Wurzel | Menge-/Klassenwert II | trocknen | Samen-/Saatgutposten | Grundauszug, Fraktion I	drei Maße; [sh:?]; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; bis zur mittleren Kühlstufe gebracht; Rohstoff I, kalt am Gradanfang; Wurzel; zwei Teile; trockne Folgendes: Samen-/Saatgutposten; Grundauszug, Fraktion I	2	1	0
f77v	f77v.7	B	1	5	ycheedy	YCHEEDY_ACTION	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	Holzdroge im Ansatz vollständig eingeweicht | [qolsheedy:?] | [qy:?] | [rr:?] | [ycheedy:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz | Trockengut, Grundform | feuchte abgemessene Rohstoffmenge I am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | leicht erhitzten Drogenstoff hinzugeben	Holzdroge im Ansatz vollständig eingeweicht | [qolsheedy:?] | [qy:?] | [rr:?] | trockne hiervon vollständig und stelle es fertig | heißer Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz | Trockengut, Grundform | feuchte abgemessene Rohstoffmenge I am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | leicht erhitzten Drogenstoff hinzugeben	Holzdroge im Ansatz vollständig eingeweicht; [qolsheedy:?]; [qy:?]; [rr:?]; trockne hiervon vollständig und stelle es fertig; Ansatz bis zur mittleren Heizstufe, abgeschlossen; eingeweichtes Drogenholz; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; bis zur mittleren Trockenstufe gebracht; leicht erhitzten Drogenstoff hinzugeben	4	3	0
f78r	f78r.34	B	1	8	keeal	KEEAL_ACTION	dshedy qokeedy qopchedy qokaly dar okaiin o keeal am	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | heiß am Ende des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | erhitze Rohdroge I leicht und schließe ab | abgemessene Fraktion I | heiß, Grad III, im Ansatzrahmen | Ansatz mit keeal | [keeal:?] | Maßeinheit I	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | heiß am Ende des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | erhitze Rohdroge I leicht und schließe ab | abgemessene Fraktion I | heiß, Grad III, im Ansatzrahmen | Ansatz mit keeal | Rohdroge I vollständig erhitzen | Maßeinheit I	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur Heizendstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; erhitze Rohdroge I leicht und schließe ab; abgemessene Fraktion I; Ansatz auf Heizstufe III; Ansatz mit keeal; Maßeinheit I	1	0	1
f78v	f78v.4	B	1	4	lcheckhy	EXACT_WHOLE	ol chy lshdy lcheckhy ol keedy lcheckhey l olkedykain ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Anfang des Grades | [lshdy:?] | [lcheckhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades, abgeschlossen | [lcheckhey:?] | Pfund / Gewichtseinheit | [olkedykain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Anfang des Grades | [lshdy:?] | Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades, abgeschlossen | [lcheckhey:?] | Pfund / Gewichtseinheit | [olkedykain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz; angetrocknet; [lshdy:?]; Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen; Grundansatz; bis zur Heizendstufe gebracht; [lcheckhey:?]; ein Pfund; [olkedykain:?]; Grundansatz	4	3	0
f79r	f79r.9	B	1	6	qolchey	QOLCHEY_ACTION	saiin shedy psheedy qokar sheol qolchey qoty qokal qokam	Samen/Saatgut, Typ/Charge III | feucht in der Mitte des Grades, abgeschlossen | [psheedy:?] | heiße Drogenfraktion I | feuchtes Material | [qolchey:?] | kalt am Anfang des Grades | Rohstoffklasse I, heiß am Gradanfang | nimm ein Maß und erhitze es	Samen/Saatgut, Typ/Charge III | feucht in der Mitte des Grades, abgeschlossen | [psheedy:?] | heiße Drogenfraktion I | feuchtes Material | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | kalt am Anfang des Grades | Rohstoffklasse I, heiß am Gradanfang | nimm ein Maß und erhitze es	Samen/Saatgut, Typ/Charge III; bis zur mittleren Einweichstufe gebracht; [psheedy:?]; heiße Drogenfraktion I; feuchtes Material; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; leicht gekühlt; Rohstoff I, heiß am Gradanfang; nimm ein Maß und erhitze es	2	1	0
f79v	f79v.30	B	1	7	skain	EXACT_WHOLE	qokain sheeky okar okey qokey tedy skain oteedy qoky	heiß, Grad II | vollständig einweichen, erhitzen und abschließen | heiße Drogenfraktion I im Ansatz | heißer Ansatz in der Mitte des Grades | heiß in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | [skain:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heiß am Anfang des Grades	heiß, Grad II | vollständig einweichen, erhitzen und abschließen | heiße Drogenfraktion I im Ansatz | heißer Ansatz in der Mitte des Grades | heiß in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | Saatgut auf Heizstufe II | kalter Ansatz am Ende des Grades, abgeschlossen | heiß am Anfang des Grades	heiß, Grad II; vollständig einweichen, erhitzen und abschließen; heiße Drogenfraktion I im Ansatz; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Heizstufe; bis zur mittleren Kühlstufe gebracht; Saatgut auf Heizstufe II; Ansatz auf Kühlendstufe abgeschlossen; leicht erhitzt	1	0	1
f79v	f79v.40	B	1	6	qokoin	QOKOIN_ACTION	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	erhitze die Charge bis zur Endstufe | Menge III | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | [qokoin:?] | bis zur Mittelstufe einweichen, erhitzen und abschließen | heiß am Ende des Grades, abgeschlossen | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	erhitze die Charge bis zur Endstufe | Menge III | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | erhitze einen Ansatz in Zubereitungsform II | bis zur Mittelstufe einweichen, erhitzen und abschließen | heiß am Ende des Grades, abgeschlossen | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	erhitze die Charge bis zur Endstufe; drei Teile; heiß im Zubereitungsrahmen, Grad II; Grundansatz; Zubereitungsform III; erhitze einen Ansatz in Zubereitungsform II; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur Heizendstufe gebracht; heiße Drogenfraktion I; Grundansatz	1	0	1
f79v	f79v.42	B	1	8	daral	EXACT_WHOLE	okchedy qokain sheky chedy ol ain y daral	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | bis zur Mittelstufe einweichen, erhitzen und abschließen | trocken in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge-/Klassenwert II | Eintragsteil abgeschlossen | [daral:?]	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | bis zur Mittelstufe einweichen, erhitzen und abschließen | trocken in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge-/Klassenwert II | Eintragsteil abgeschlossen | erste Fraktion Rohdroge I abmessen	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur mittleren Trockenstufe gebracht; Grundansatz; zwei Teile; erste Fraktion Rohdroge I abmessen	1	0	1
f80v	f80v.40	B	1	3	cheeor	EXACT_WHOLE	qokain ol cheeor olar chey tchar ol chedy qotal olchedy	heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheeor:?] | erste Holzrohstofffraktion im Ansatz | trocken in der Mitte des Grades | [tchar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | Holzdroge im Ansatz fertig getrocknet	heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | eine Portion vollständig getrocknete Droge | erste Holzrohstofffraktion im Ansatz | trocken in der Mitte des Grades | [tchar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | Holzdroge im Ansatz fertig getrocknet	heiß, Grad II; Grundansatz; eine Portion vollständig getrocknete Droge; erste Holzrohstofffraktion im Ansatz; bis zur mittleren Trockenstufe; [tchar:?]; Grundansatz; bis zur mittleren Trockenstufe gebracht; Rohstoff I, kalt am Gradanfang; Holzdroge im Ansatz fertig getrocknet	2	1	0
f81r	f81r.16	B	1	1	polchdy	EXACT_WHOLE	polchdy qopchol qokor olpchedy opol oraisy	[polchdy:?] | [qopchol:?] | heiße Drogenportion | [olpchedy:?] | Pulveransatz | [oraisy:?]	Pulverstoff trocknen und fertigstellen | [qopchol:?] | heiße Drogenportion | [olpchedy:?] | Pulveransatz | [oraisy:?]	Pulverstoff trocknen und fertigstellen; [qopchol:?]; heiße Drogenportion; [olpchedy:?]; Pulveransatz; [oraisy:?]	4	3	0
f81r	f81r.26	B	1	7	qcthdys	QCTHDYS_ACTION	pchedy qokey oteol qol sheor shedy qcthdys	getrocknetes Pulver | heiß in der Mitte des Grades | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | Drogenstoff zugeben | feuchter Drogenteil | feucht in der Mitte des Grades, abgeschlossen | [qcthdys:?]	getrocknetes Pulver | heiß in der Mitte des Grades | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | Drogenstoff zugeben | feuchter Drogenteil | feucht in der Mitte des Grades, abgeschlossen | stelle eine Charge Krautdroge fertig	getrocknetes Pulver; bis zur mittleren Heizstufe; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; gib Folgendes hinzu: feuchter Drogenteil; bis zur mittleren Einweichstufe gebracht; stelle eine Charge Krautdroge fertig	1	0	1
f81v	f81v.14	B	1	8	lchpchdy	EXACT_WHOLE	dshedy ykeedy sheeky daiin okedy qokeed qokedy lchpchdy	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | Eintrag/Bezug: heiß am Gradende, abgeschlossen | vollständig einweichen, erhitzen und abschließen | Grad-/Maßwert III | heißer Ansatz in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | heiß in der Mitte des Grades, abgeschlossen | [lchpchdy:?]	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | Eintrag/Bezug: heiß am Gradende, abgeschlossen | vollständig einweichen, erhitzen und abschließen | Grad-/Maßwert III | heißer Ansatz in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | heiß in der Mitte des Grades, abgeschlossen | Holzdroge und Pulver trocknen, nachtrocknen und fertigstellen	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; Eintrag/Bezug: heiß am Gradende, abgeschlossen; vollständig einweichen, erhitzen und abschließen; drei Maße; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitze bis zur Endstufe und schließe ab; bis zur mittleren Heizstufe gebracht; Holzdroge und Pulver trocknen, nachtrocknen und fertigstellen	1	0	1
f82r	f82r.2	B	1	7	lcheckhy	EXACT_WHOLE	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	abgemessene Trockendroge, fertig | gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab | heiß, Grad II | Qualitäts-/Wertfeld geschlossen | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | [lcheckhy:?] | Holzdroge bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge, fertig | gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab | heiß, Grad II | Qualitäts-/Wertfeld geschlossen | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen | Holzdroge bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge, fertig; gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab; heiß, Grad II; bis zur Heizendstufe gebracht; Rohstoff I, heiß am Gradanfang; Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen; Holzdroge bis zur Mittelstufe trocknen und abschließen	1	0	1
f82r	f82r.32	B	1	5	lcheckhy	EXACT_WHOLE	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain	kalt, Grad III | [shedaiin:?] | Arzneikompositum: trocken, Gradmitte | Drogenholz, trocken gebunden, Form I | [lcheckhy:?] | feucht am Ende des Grades | Wurzelholz | trocken in der Mitte des Grades | Wurzeldroge in Charge II	kalt, Grad III | [shedaiin:?] | Arzneikompositum: trocken, Gradmitte | Drogenholz, trocken gebunden, Form I | Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen | feucht am Ende des Grades | Wurzelholz | trocken in der Mitte des Grades | Wurzeldroge in Charge II	kalt, Grad III; [shedaiin:?]; Arzneikompositum: trocken, Gradmitte; Drogenholz, trocken gebunden, Form I; Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen; vollständig eingeweicht; Wurzelholz; bis zur mittleren Trockenstufe; Wurzeldroge in Charge II	2	1	0
f82v	f82v.23	B	1	2	qolchey	QOLCHEY_ACTION	yshedy qolchey qolaiin otain olkeedy qotshedy oll	weiche hiervon bis zur mittleren Stufe ein und schließe ab | [qolchey:?] | [qolaiin:?] | kalt im Zubereitungsrahmen, Grad II | Holzdrogenansatz vollständig erhitzt und abgeschlossen | kalt und feucht in der Mitte des Grades, abgeschlossen | [oll:?]	weiche hiervon bis zur mittleren Stufe ein und schließe ab | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | [qolaiin:?] | kalt im Zubereitungsrahmen, Grad II | Holzdrogenansatz vollständig erhitzt und abgeschlossen | kalt und feucht in der Mitte des Grades, abgeschlossen | [oll:?]	weiche hiervon bis zur mittleren Stufe ein und schließe ab; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; [qolaiin:?]; kalt im Zubereitungsrahmen, Grad II; Holzdrogenansatz vollständig erhitzt und abgeschlossen; kalt und bis zur mittleren Einweichstufe gebracht; [oll:?]	3	2	0
f82v	f82v.28	B	1	4	qolchey	QOLCHEY_ACTION	tchal olkair sheeky qolchey qokar shey qokain otshedy	Rohstoffklasse I, kalt-trocken am Gradanfang | [olkair:?] | vollständig einweichen, erhitzen und abschließen | [qolchey:?] | heiße Drogenfraktion I | feucht in der Mitte des Grades | heiß, Grad II | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	Rohstoffklasse I, kalt-trocken am Gradanfang | [olkair:?] | vollständig einweichen, erhitzen und abschließen | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | heiße Drogenfraktion I | feucht in der Mitte des Grades | heiß, Grad II | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	Rohstoff I, kalt-trocken am Gradanfang; [olkair:?]; vollständig einweichen, erhitzen und abschließen; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; heiße Drogenfraktion I; bis zur mittleren Einweichstufe; heiß, Grad II; kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	2	1	0
f83r	f83r.25	B	1	2	qolchey	QOLCHEY_ACTION	qokeedy qolchey qokeey qokedy chedy otal	heiß am Ende des Grades, abgeschlossen | [qolchey:?] | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang	heiß am Ende des Grades, abgeschlossen | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang	bis zur Heizendstufe gebracht; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; bis zur Heizendstufe; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; Rohstoff I, leicht gekühlt im Ansatz	1	0	1
f83v	f83v.25	B	1	3	otechd	OTECHD_ACTION	y shey otechd ar okol dal shedy qokaly	Eintrag: | feucht in der Mitte des Grades | [otechd:?] | Drogenfraktion I | heißer Ansatzstoff | abgemessene Rohstoffmenge I | feucht in der Mitte des Grades, abgeschlossen | erhitze Rohdroge I leicht und schließe ab	Eintrag: | feucht in der Mitte des Grades | Ansatz abkühlen, bis zur Mittelstufe trocknen und abschließen | Drogenfraktion I | heißer Ansatzstoff | abgemessene Rohstoffmenge I | feucht in der Mitte des Grades, abgeschlossen | erhitze Rohdroge I leicht und schließe ab	Eintrag: bis zur mittleren Einweichstufe; Ansatz abkühlen, bis zur Mittelstufe trocknen und abschließen; Drogenfraktion I; heißer Ansatzstoff; abgemessene Rohstoffmenge I; bis zur mittleren Einweichstufe gebracht; erhitze Rohdroge I leicht und schließe ab	1	0	1
f85r1	f85r1.32	T	1	4	tody	TODY_ACTION	ytor chol shdy tody qotchdy otchol chees or eeodaiin or aral olkam	[ytor:?] | trocken; nominal trockenes Gut/Material | feucht am Anfang des Grades, abgeschlossen | [tody:?] | kalt und trocken am Anfang des Grades, abgeschlossen | kalt-trockener Zubereitungsstoff | vollständig getrocknete Kräutermischung | Drogenportion | [eeodaiin:?] | Drogenportion | Rohdrogenfraktion I | heißes Material [terminal-M]	[ytor:?] | trocken; nominal trockenes Gut/Material | feucht am Anfang des Grades, abgeschlossen | kalten Ansatz fertigstellen | kalt und trocken am Anfang des Grades, abgeschlossen | kalt-trockener Zubereitungsstoff | vollständig getrocknete Kräutermischung | Drogenportion | [eeodaiin:?] | Drogenportion | Rohdrogenfraktion I | heißes Material [terminal-M]	[ytor:?]; Trockengut; leicht angefeuchtet, abgeschlossen; kalten Ansatz fertigstellen; kalt und angetrocknet; kalt-trockener Zubereitungsstoff; vollständig getrocknete Kräutermischung; Drogenportion; [eeodaiin:?]; Drogenportion; Rohdrogenfraktion I; ein Maß heißer Holzdrogenansatz	3	2	0
f85r1	f85r1.34	T	1	5	chod	CHOD_ACTION	ysheedy ksheey qokor or chod lkchedy qotody qokar shty otarar	[ysheedy:?] | heiß und feucht am Ende des Grades | heiße Drogenportion | Drogenportion | [chod:?] | Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen | [qotody:?] | heiße Drogenfraktion I | [shty:?] | [otarar:?]	[ysheedy:?] | heiß und feucht am Ende des Grades | heiße Drogenportion | Drogenportion | Trockenansatz abschließen | Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen | [qotody:?] | heiße Drogenfraktion I | [shty:?] | [otarar:?]	[ysheedy:?]; heiß und vollständig eingeweicht; heiße Drogenportion; Drogenportion; Trockenansatz abschließen; Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; [qotody:?]; heiße Drogenfraktion I; [shty:?]; [otarar:?]	5	4	0
f85r2	f85r2.18	C	1	1	okees	EXACT_WHOLE	okees olaiin qokal chdy sary	[okees:?] | Drogenstoff, Menge III | Rohstoffklasse I, heiß am Gradanfang | trocken am Anfang des Grades, abgeschlossen | [sary:?]	Charge vollständig erhitzten Ansatzes | Drogenstoff, Menge III | Rohstoffklasse I, heiß am Gradanfang | trocken am Anfang des Grades, abgeschlossen | [sary:?]	Charge vollständig erhitzten Ansatzes; drei Teile Holzdrogenansatz; Rohstoff I, heiß am Gradanfang; angetrocknet; [sary:?]	2	1	0
