state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	cohort	surface	final_context_recipe	state_marker_sequence	effective_action_roots	effective_argument_roots	context_mode_card_id	context_mode	action_carry	action_source_type	action_source_event_id	action_source_card_distance	action_scope_frame_id	action_scope_kind	action_scope_phrase_de	argument_carry	argument_source_type	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	control_action_context_witness	gdt568_action_voice_clause_de	context_voice_working_clause_de	owner_bound_control_clause_de	gdt568_owner_action_chain_de	context_voice_action_chain_de	context_voice_changed	state_atom_alignment	guard
1378	G407-E4131	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	OLD26_GDT407	qokeeol	OK+EE+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4131	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad II.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad II.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad II.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1379	G407-E4140	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	OLD26_GDT407	dainaldy	D_ADDR+AIN+AL+DY	DY	CH	AIN	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4139	1	GDT569-S03	BARE	Im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenanteil	NOT_APPLICABLE	0	0	YES	Nimm den Drogenanteil; an der bezeichneten Stelle; zum Zielgefäß; schließe den Schritt.	Im laufenden Gang: Nimm den Drogenanteil; an der bezeichneten Stelle; zum Zielgefäß; schließe den Schritt.	Im laufenden Gang nimm den Drogenanteil; zum Zielgefäß; an der bezeichneten Stelle; schließe den Schritt.	nimm den Drogenanteil	nimm den Drogenanteil	YES	1:D_ADDR=hier | 2:AIN=den Anteil | 3:AL=zum Zielort | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1380	G407-E4143	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	OLD26_GDT407	pshol	P+SH+OL	OL	P|SH	NONE	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4143	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	NO_ARGUMENT	NONE	NONE	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: setze ein und halte.	Weiter: setze ein und halte.	Weiter setze ein und halte.	setze ein und halte	setze ein und halte	NO	1:P=einsetzen | 2:SH=halten | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1381	G407-E4167	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	OLD26_GDT407	otcham	OT+AM_ADDR	OT	CHD	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4166	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Danach: bearbeite den Drogenposten; an der bezeichneten Stelle.	Danach im laufenden Gang: bearbeite denselben Drogenposten; an der bezeichneten Stelle.	Danach im laufenden Gang bearbeite den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	bearbeite den Drogenposten	bearbeite denselben Drogenposten	YES	1:OT=danach | 2:AM_ADDR=hier	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1382	G407-E4168	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	OLD26_GDT407	ol	OL	OL	CHD	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4166	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: bearbeite den Drogenposten.	Weiter im laufenden Gang: bearbeite denselben Drogenposten.	Weiter im laufenden Gang bearbeite den Drogenposten [wie zuvor].	bearbeite den Drogenposten	bearbeite denselben Drogenposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1383	G407-E4173	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	OLD26_GDT407	sheol	SH+E+OL	OL	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4173	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: halte den Drogenposten; auf Grad I.	Weiter: halte denselben Drogenposten; auf Grad I.	Weiter halte den Drogenposten [wie zuvor]; auf Grad I.	halte den Drogenposten	halte denselben Drogenposten	YES	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1384	G407-E4177	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	OLD26_GDT407	qotol	OT+OL	OT+OL	SH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4176	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Danach: halte den Drogenposten; weiterführen.	Danach im laufenden Gang: halte denselben Drogenposten; weiterführen.	Danach und weiter im laufenden Gang halte den Drogenposten [wie zuvor].	halte den Drogenposten	halte denselben Drogenposten	YES	1:OT=danach | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1385	G407-E4182	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	OLD26_GDT407	oteos	OT+E+O+S_ADDR	OT	CH	AIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4178	4	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIN	den Drogenanteil	denselben Drogenanteil	1	1	YES	Danach: nimm den Drogenanteil; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang: nimm denselben Drogenanteil; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang nimm den Drogenanteil [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	nimm den Drogenanteil	nimm denselben Drogenanteil	YES	1:OT=danach | 2:E=auf Grad I | 3:O=zur Ausführung | 4:S_ADDR=hier	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1386	G407-E4190	G407-S673	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	cholkeedy	OL+K+EE+DY	OL+DY	K	NONE	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4190	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	NO_ARGUMENT	NONE	NONE	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: gib zu; auf Grad II; schließe den Schritt.	Weiter: gib zu; auf Grad II; schließe den Schritt.	Weiter gib zu; auf Grad II; schließe den Schritt.	gib zu	gib zu	NO	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1387	G407-E4191	G407-S674	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	qokedy	OK+E+DY	DY	OK	NONE	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4191	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	NO_ARGUMENT	NONE	NONE	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Setze als Ansatz an; auf Grad I; schließe den Schritt.	Setze als Ansatz an; auf Grad I; schließe den Schritt.	Setze als Ansatz an; auf Grad I; schließe den Schritt.	setze als Ansatz an	setze als Ansatz an	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1388	G407-E4197	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	cpheeedol	CH+P+EEE+D_ADDR+OL	OL	CH|P	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4197	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	2	2	NOT_APPLICABLE	Weiter: nimm den Drogenposten und setze den Drogenposten ein; auf Grad III; an der bezeichneten Stelle.	Weiter: nimm denselben Drogenposten und setze denselben Drogenposten ein; auf Grad III; an der bezeichneten Stelle.	Weiter nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein; auf Grad III; an der bezeichneten Stelle.	nimm den Drogenposten und setze den Drogenposten ein	nimm denselben Drogenposten und setze denselben Drogenposten ein	YES	1:CH=nehmen | 2:P=einsetzen | 3:EEE=auf Grad III | 4:D_ADDR=hier | 5:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1389	G407-E4208	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	OL+OL	CH|S|CH|K	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4208	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: nimm den Drogenposten und wähle den Drogenposten und nimm den Drogenposten und gib den Drogenposten zu; an der bezeichneten Stelle; auf Grad I; nochmals weiterführen.	Weiter: nimm den Drogenposten und wähle den Drogenposten und nimm den Drogenposten und gib den Drogenposten zu; an der bezeichneten Stelle; auf Grad I; nochmals weiterführen.	Weiter und weiter nimm den Drogenposten, wähle den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I; an der bezeichneten Stelle.	nimm den Drogenposten und wähle den Drogenposten und nimm den Drogenposten und gib den Drogenposten zu	nimm den Drogenposten und wähle den Drogenposten und nimm den Drogenposten und gib den Drogenposten zu	NO	1:D_ADDR=hier | 2:OL=weiter | 3:CH=nehmen | 4:S=wählen | 5:Y=den Posten | 6:CH=nehmen | 7:K=geben | 8:E=auf Grad I | 9:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1390	G407-E4212	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	tchodol	T+CH+O+D_ADDR+OL	OL	T|CH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4212	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	2	2	NOT_APPLICABLE	Weiter: stelle den Drogenposten ein und nimm den Drogenposten; zur Ausführung; an der bezeichneten Stelle.	Weiter: stelle denselben Drogenposten ein und nimm denselben Drogenposten; zur Ausführung; an der bezeichneten Stelle.	Weiter stelle den Drogenposten [wie zuvor] ein und nimm den Drogenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	stelle den Drogenposten ein und nimm den Drogenposten	stelle denselben Drogenposten ein und nimm denselben Drogenposten	YES	1:T=einstellen | 2:CH=nehmen | 3:O=zur Ausführung | 4:D_ADDR=hier | 5:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1391	G407-E4214	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	choldy	OL+Y	OL	CH	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4213	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	YES	Weiter: nimm den Drogenposten.	Weiter im laufenden Gang: nimm den Drogenposten.	Weiter im laufenden Gang nimm den Drogenposten.	nimm den Drogenposten	nimm den Drogenposten	YES	1:OL=weiter | 2:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1392	G407-E4216	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	dol	D_ADDR+OL	OL	S	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4215	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: wähle den Drogenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang: wähle denselben Drogenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang wähle den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	wähle den Drogenposten	wähle denselben Drogenposten	YES	1:D_ADDR=hier | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1393	G407-E4218	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	tol	T+OL	OL	T	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4218	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: stelle den Drogenposten ein.	Weiter: stelle denselben Drogenposten ein.	Weiter stelle den Drogenposten [wie zuvor] ein.	stelle den Drogenposten ein	stelle denselben Drogenposten ein	YES	1:T=einstellen | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1394	G407-E4224	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	OLD26_GDT407	qody	CARRIER_Q+O+DY	DY	CH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4223	1	GDT569-S03	BARE	Im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Nimm den Drogenposten; am Beginn; zur Ausführung; schließe den Schritt.	Im laufenden Gang: Nimm denselben Drogenposten; am Beginn; zur Ausführung; schließe den Schritt.	Im laufenden Gang nimm den Drogenposten [wie zuvor]; als neuen Einsatz und als Ausführung; schließe den Schritt.	nimm den Drogenposten	nimm denselben Drogenposten	YES	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1395	G407-E4231	G407-S677	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	porachol	P+O+R+A_ADDR+CH+OL	OL	P|R|CH	NONE	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4231	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	NO_ARGUMENT	NONE	NONE	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: setze ein und markiere und nimm; zur Ausführung; an der bezeichneten Stelle.	Weiter: setze ein und markiere und nimm; zur Ausführung; an der bezeichneten Stelle.	Weiter setze ein, markiere und nimm; als Ausführung; an der bezeichneten Stelle.	setze ein und markiere und nimm	setze ein und markiere und nimm	NO	1:P=einsetzen | 2:O=zur Ausführung | 3:R=markieren | 4:A_ADDR=hier | 5:CH=nehmen | 6:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1396	G407-E4232	G407-S677	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	yody	Y+O+DY	DY	CH	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4231	1	GDT569-S03	BARE	Im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	YES	Nimm den Drogenposten; zur Ausführung; schließe den Schritt.	Im laufenden Gang: Nimm den Drogenposten; zur Ausführung; schließe den Schritt.	Im laufenden Gang nimm den Drogenposten; als Ausführung; schließe den Schritt.	nimm den Drogenposten	nimm den Drogenposten	YES	1:Y=den Posten | 2:O=zur Ausführung | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1397	G407-E4233	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	qoteol	OT+E+OL	OT+OL	CH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Danach: nimm den Drogenposten; auf Grad I; weiterführen.	Danach im laufenden Gang: nimm denselben Drogenposten; auf Grad I; weiterführen.	Danach und weiter im laufenden Gang nimm den Drogenposten [wie zuvor]; auf Grad I.	nimm den Drogenposten	nimm denselben Drogenposten	YES	1:OT=danach | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1398	G407-E4234	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	oldaiin	OL+D_ADDR+AIIN	OL	CH	AIIN	GDT569-C03	ACTION_CARRY	YES	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Mengenwert	NOT_APPLICABLE	0	0	YES	Weiter: nimm den Mengenwert; an der bezeichneten Stelle.	Weiter im laufenden Gang: nimm den Mengenwert; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Mengenwert; an der bezeichneten Stelle.	nimm den Mengenwert	nimm den Mengenwert	YES	1:OL=weiter | 2:D_ADDR=hier | 3:AIIN=den Wert	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1399	G407-E4235	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	otol	OT+OL	OT+OL	CH	AIIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	YES	Danach: nimm den Mengenwert; weiterführen.	Danach im laufenden Gang: nimm denselben Mengenwert; weiterführen.	Danach und weiter im laufenden Gang nimm den Mengenwert [wie zuvor].	nimm den Mengenwert	nimm denselben Mengenwert	YES	1:OT=danach | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1400	G407-E4238	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	oldaiin	OL+D_ADDR+AIIN	OL	SH	AIIN	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4237	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Mengenwert	NOT_APPLICABLE	0	0	YES	Weiter: halte den Mengenwert; an der bezeichneten Stelle.	Weiter im laufenden Gang: halte den Mengenwert; an der bezeichneten Stelle.	Weiter im laufenden Gang halte den Mengenwert; an der bezeichneten Stelle.	halte den Mengenwert	halte den Mengenwert	YES	1:OL=weiter | 2:D_ADDR=hier | 3:AIIN=den Wert	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1401	G407-E4239	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	otchol	OT+CH+OL	OT+OL	CH	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4239	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	NOT_APPLICABLE	Danach: nimm den Mengenwert; weiterführen.	Danach: nimm denselben Mengenwert; weiterführen.	Danach und weiter nimm den Mengenwert [wie zuvor].	nimm den Mengenwert	nimm denselben Mengenwert	YES	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1402	G407-E4241	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	otolpchy	OT+OL+P+CH+Y	OT+OL	P|CH	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4241	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Danach: setze den Drogenposten ein und nimm den Drogenposten; weiterführen.	Danach: setze den Drogenposten ein und nimm den Drogenposten; weiterführen.	Danach und weiter setze den Drogenposten ein und nimm den Drogenposten.	setze den Drogenposten ein und nimm den Drogenposten	setze den Drogenposten ein und nimm den Drogenposten	NO	1:OT=danach | 2:OL=weiter | 3:P=einsetzen | 4:CH=nehmen | 5:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1403	G407-E4244	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	lkeopol	L+K+E+O+P+OL	OL	K|P	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4244	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	2	2	NOT_APPLICABLE	Weiter: gib den Drogenposten zu und setze den Drogenposten ein; über die Gefäßverbindung; auf Grad I; zur Ausführung.	Weiter: gib denselben Drogenposten zu und setze denselben Drogenposten ein; über die Gefäßverbindung; auf Grad I; zur Ausführung.	Weiter gib den Drogenposten [wie zuvor] zu und setze den Drogenposten [wie zuvor] ein; über die Gefäßverbindung; auf Grad I und als Ausführung.	gib den Drogenposten zu und setze den Drogenposten ein	gib denselben Drogenposten zu und setze denselben Drogenposten ein	YES	1:L=über die Verbindung | 2:K=geben | 3:E=auf Grad I | 4:O=zur Ausführung | 5:P=einsetzen | 6:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1404	G407-E4248	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	olkey	OL+K+E+Y	OL	K	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4248	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: gib den Drogenposten zu; auf Grad I.	Weiter: gib den Drogenposten zu; auf Grad I.	Weiter gib den Drogenposten zu; auf Grad I.	gib den Drogenposten zu	gib den Drogenposten zu	NO	1:OL=weiter | 2:K=geben | 3:E=auf Grad I | 4:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1405	G407-E4249	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	okeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4249	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1406	G407-E4251	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	okeeol	OK+EE+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4251	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad II.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad II.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad II.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1407	G407-E4253	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	ol	OL	OL	OK	OR	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4251	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	1	1	YES	Weiter: setze die Ansatzeinheit als Ansatz an.	Weiter im laufenden Gang: setze dieselbe Ansatzeinheit als Ansatz an.	Weiter im laufenden Gang setze die Ansatzeinheit [wie zuvor] als Ansatz an.	setze die Ansatzeinheit als Ansatz an	setze dieselbe Ansatzeinheit als Ansatz an	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
