context_id	page	locus	section	language	hand	body	head	head_class	form	working_default_de	token_ordinal	line_position	previous	following	reader_exact	split_normalized	zl3b_line
G636-X402	f9r	f9r.3	H	A	1	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	10	LAST	d	<EOS>	1	1	toiin cphy qotod otaiin cthy okor chey ctho d ram
G636-X403	f111r	f111r.9	S	B	3	am	l	INGREDIENT	lam	Drogenholz: Maß-/Einheitsform I; Eintrag abgeschlossen	11	LAST	dal	<EOS>	1	1	ycheeodain okeeo olchedy lchedy qokeey okeeedy okain chedy chedyteey dal lam
G636-X404	f111v	f111v.23	S	B	3	am	l	INGREDIENT	lam	Drogenholz: Maß-/Einheitsform I; Eintrag abgeschlossen	11	LAST	daiin	<EOS>	0	0	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam
G636-X405	f34r	f34r.2	H	B	2	am	l	INGREDIENT	lam	Drogenholz: Maß-/Einheitsform I	4	MIDDLE	o	octhedy	0	0	ytar sheody o lam octhedy otedy chdain oltey kchy ty
G636-X406	f77v	f77v.12	B	B	2	am	l	INGREDIENT	lam	Drogenholz: Maß-/Einheitsform I; Eintrag abgeschlossen	11	LAST	chdy	<EOS>	1	1	lchedy shedal qokedy okal chedy qokal shedy chedy qol chdy lam
G636-X407	f85r1	f85r1.19	T	B	2	am	l	INGREDIENT	lam	Drogenholz: Maß-/Einheitsform I; Eintrag abgeschlossen	5	LAST	dam	<EOS>	1	1	okchy okchdy otchedy dam lam
G636-X408	f105r	f105r.24	S	B	3	cheey	p	ENTRY	pcheey	Pulver, trocken gebunden, Form II	10	MIDDLE	sheo	dal	1	1	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam
G636-X409	f10v	f10v.1	H	A	1	cheey	p	ENTRY	pcheey	Pulver, trocken gebunden, Form II	4	MIDDLE	sheo	qoty	1	1	paiin daiin sheo pcheey qoty daiin cthor otydy sain
G636-X410	f8r	f8r.9	H	A	1	cheey	p	ENTRY	pcheey	Pulver, trocken gebunden, Form II	3	MIDDLE	sho	pchey	1	1	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor
G636-X411	f35r	f35r.5	H	A	1	cheey	s	ENTRY	scheey	Samen/Saatgut, trocken gebunden, Form II	4	MIDDLE	tcheey	daiin	0	1	otchor sho tcheey scheey daiin dain or
G636-X412	f113v	f113v.5	S	B	3	cheey	r	INGREDIENT	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	6	MIDDLE	qokeey	qoeear	0	0	dcheos otaiin otedy otodaiin qokeey rcheey qoeear oteedy qokeedy otedar ar ot otees al
G636-X413	f115v	f115v.15	S	B	3	cheey	r	INGREDIENT	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	9	MIDDLE	qoteey	r	1	1	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam
G636-X414	f115v	f115v.42	S	B	3	cheey	r	INGREDIENT	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	6	MIDDLE	keody	lkchdy	1	1	yair al sheey oteeol keody rcheey lkchdy qokchey lkar lkl rodam
G636-X415	f49v	f49v.32	H	A	1	cheey	r	INGREDIENT	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	3	MIDDLE	chokeeodol	otchodar	1	1	tchotchey chokeeodol rcheey otchodar dcho dchog
G636-X416	f82v	f82v.17	B	B	2	cheey	r	INGREDIENT	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	8	MIDDLE	qokeedy	qotedy	1	1	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly
G636-X417	f103v	f103v.15	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	3	MIDDLE	shey	lchdy	1	1	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay
G636-X418	f103v	f103v.45	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	4	MIDDLE	cheey	lkain	1	1	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly
G636-X419	f105v	f105v.9	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	1	FIRST	<BOS>	qoeees	1	1	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam
G636-X420	f111v	f111v.11	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	2	MIDDLE	y	shear	0	0	y lcheey shear aiin sheear otain otedy qokain chedkain shedaitain shalg
G636-X421	f113v	f113v.17	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	3	MIDDLE	shedy	olkar	1	1	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor
G636-X422	f113v	f113v.24	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	2	MIDDLE	olkeey	loar	1	1	olkeey lcheey loar cheos
G636-X423	f114r	f114r.21	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	1	FIRST	<BOS>	lchedo	1	1	lcheey lchedo lcheo dkair
G636-X424	f115r	f115r.18	S	B	@	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	2	MIDDLE	cheol	okcho	1	1	cheol lcheey okcho keedor ykechey chchdy
G636-X425	f115v	f115v.26	S	B	3	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	3	MIDDLE	kchedy	ror	1	1	dcheedy kchedy lcheey ror al chokedy dol qokeeeos qolkeedy qokar ar
G636-X426	f76r	f76r.41	T	B	2	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	4	MIDDLE	okedy	qokey	1	1	sain ar okedy lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl
G636-X427	f79r	f79r.29	B	B	2	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	1	FIRST	<BOS>	qochey	1	1	lcheey qochey qody qokal olor okchd dchol dchy oly
G636-X428	f79v	f79v.18	B	B	2	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	6	MIDDLE	oteey	qokeey	0	0	qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey
G636-X429	f82r	f82r.23	B	B	2	cheey	l	INGREDIENT	lcheey	Drogenholz, trocken gebunden, Form II	4	MIDDLE	qokeey	daiin	0	0	cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar
G636-X430	f17v	f17v.1	H	A	1	chy	p	ENTRY	pchy	Pulver, trockene Grundform	3	MIDDLE	chor	opydaiin	0	0	pchodol chor pchy opydaiin odal dy
G636-X431	f8v	f8v.10	H	A	1	chy	p	ENTRY	pchy	Pulver, trockene Grundform	4	MIDDLE	kchey	cpharom	1	1	scharchy oeesody kchey pchy cpharom
G636-X432	f16r	f16r.7	H	A	1	chy	s	ENTRY	schy	Samen/Saatgut, trockene Grundform	4	MIDDLE	dyky	s	1	1	daiin dalchy dyky schy s aiin doal qoky
G636-X433	f56v	f56v.4	H	A	1	chy	s	ENTRY	schy	Samen/Saatgut, trockene Grundform	1	FIRST	<BOS>	t	1	1	schy t chey daiin d eey tad dain
G636-X434	f42v	f42v.9	H	A	1	chy	r	INGREDIENT	rchy	Wurzel/Wurzeldroge, trockene Grundform	8	LAST	cpheo	<EOS>	1	1	posheor sho char chekchey qokod sho cpheo rchy
G636-X435	f77v	f77v.26	B	B	2	chy	r	INGREDIENT	rchy	Wurzel/Wurzeldroge, trockene Grundform	3	MIDDLE	shedy	sheor	0	1	dairol shedy rchy sheor qokedy qoky chckhy qokchy ldol
G636-X436	f80r	f80r.24	B	B	2	chy	r	INGREDIENT	rchy	Wurzel/Wurzeldroge, trockene Grundform	3	MIDDLE	chey	r	1	1	lol chey rchy r ol dain oty qoty otalor sheckhy olkeey ral chedyor
G636-X437	f115r	f115r.40	S	B	@	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	3	MIDDLE	lkcheo	qokchedy	1	1	paiinody lkcheo lchy qokchedy qokl sheedy qokar aiir ar opchdain
G636-X438	f116r	f116r.40	S	B	3	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	12	LAST	chey	<EOS>	0	0	dsheey shey qokey shey qokain shckhy chery ol chedy l chey lchy
G636-X439	f75v	f75v.29	B	B	2	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	1	FIRST	<BOS>	<EOS>	1	1	lchy
G636-X440	f76r	f76r.40	T	B	2	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	4	MIDDLE	qokey	opchey	1	1	qolchey shckhy qokey lchy opchey dain shdy qokedar olchdy sor oty dy lchedy
G636-X441	f77v	f77v.31	B	B	2	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	8	LAST	oltedy	<EOS>	1	1	qoas shedy qokaiin shcthy qotedy rchr oltedy lchy
G636-X442	f80v	f80v.36	B	B	2	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	10	LAST	shedy	<EOS>	1	1	soin okain sheor ol shey daly olshedy olal shedy lchy
G636-X443	f82r	f82r.19	B	B	2	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	5	LAST	qokeedy	<EOS>	1	1	okain char okain qokeedy lchy
G636-X444	f82v	f82v.8	B	B	2	chy	l	INGREDIENT	lchy	Drogenholz, trockene Grundform	10	LAST	chedy	<EOS>	1	1	qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy
G636-X445	f103r	f103r.18	S	B	3	olchedy	p	ENTRY	polchedy	getrockneter Pulverstoff/-ansatz	1	FIRST	<BOS>	qokeol	0	0	polchedy qokeol okain checthy oteeylshedy okain qokain qokalshedy oteys
G636-X446	f107v	f107v.35	S	B	3	olchedy	p	ENTRY	polchedy	getrockneter Pulverstoff/-ansatz	1	FIRST	<BOS>	olkeey	0	0	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol
G636-X447	f108r	f108r.29	S	B	3	olchedy	p	ENTRY	polchedy	getrockneter Pulverstoff/-ansatz	1	FIRST	<BOS>	okedy	1	1	polchedy okedy qopchedy okeolkey teedy qotaiin otedy okeedy otedam
G636-X448	f115r	f115r.19	S	B	@	olchedy	p	ENTRY	polchedy	getrockneter Pulverstoff/-ansatz	5	MIDDLE	darailchedy	chol	1	1	pcheodain qokchey qotchedy darailchedy polchedy chol pchody qotchedy qofchedy ram
G636-X449	f41r	f41r.6	H	B	5	olchedy	p	ENTRY	polchedy	getrockneter Pulverstoff/-ansatz	2	MIDDLE	shedey	qokeey	0	0	shedey polchedy qokeey chekedy ytey chkeeod ypchedpy shepy shedy
G636-X450	f79r	f79r.35	B	B	2	olchedy	p	ENTRY	polchedy	getrockneter Pulverstoff/-ansatz	1	FIRST	<BOS>	shedy	0	0	polchedy shedy qoteedy qotain ody chckhes otal
G636-X451	f79r	f79r.7	B	B	2	olchedy	p	ENTRY	polchedy	getrockneter Pulverstoff/-ansatz	1	FIRST	<BOS>	qokar	1	1	polchedy qokar shey qokl ol cheey qokain chey qoty qokar
G636-X452	f113v	f113v.12	S	B	3	olchedy	s	ENTRY	solchedy	getrockneter Samen/Saatgutstoff/-ansatz	1	FIRST	<BOS>	otsheody	0	0	solchedy otsheody arl olchey oror
G636-X453	f76r	f76r.6	T	B	2	olchedy	s	ENTRY	solchedy	getrockneter Samen/Saatgutstoff/-ansatz	1	FIRST	<BOS>	qokeedy	1	1	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar
G636-X454	f77r	f77r.27	B	B	2	olchedy	s	ENTRY	solchedy	getrockneter Samen/Saatgutstoff/-ansatz	1	FIRST	<BOS>	qokain	0	0	solchedy qokain okaiin shedy qokeedy qotedy
G636-X455	f79v	f79v.7	B	B	2	olchedy	s	ENTRY	solchedy	getrockneter Samen/Saatgutstoff/-ansatz	7	LAST	qokain	<EOS>	0	1	qokshey qokeedy qol kedy qokeedy qokain solchedy
G636-X456	f80r	f80r.16	B	B	2	olchedy	s	ENTRY	solchedy	getrockneter Samen/Saatgutstoff/-ansatz	1	FIRST	<BOS>	qokeedy	1	1	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty
G636-X457	f83r	f83r.40	B	B	2	olchedy	s	ENTRY	solchedy	getrockneter Samen/Saatgutstoff/-ansatz	1	FIRST	<BOS>	olchedy	0	1	solchedy olchedy chedaiin
G636-X458	f77v	f77v.38	B	B	2	olchedy	r	INGREDIENT	rolchedy	getrockneter Wurzel/Wurzeldrogestoff/-ansatz	6	MIDDLE	dolcheedy	qokedy	0	0	toldal shedy qokedy qokain dolcheedy rolchedy qokedy
G636-X459	f75r	f75r.28	B	B	2	olchedy	l	INGREDIENT	lolchedy	getrockneter Drogenholzstoff/-ansatz	11	LAST	qokeedy	<EOS>	0	1	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy
G636-X460	f102v1	f102v1.7	P	A	1	chol	p	ENTRY	pchol	trockener Pulverstoff/Trockengut	3	MIDDLE	ockhey	doiin	1	1	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody
G636-X461	f103v	f103v.30	S	B	3	chol	p	ENTRY	pchol	trockener Pulverstoff/Trockengut	4	MIDDLE	opchedy	fchedy	1	1	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar
G636-X462	f104r	f104r.34	S	B	3	chol	p	ENTRY	pchol	trockener Pulverstoff/Trockengut	1	FIRST	<BOS>	ksheody	1	1	pchol ksheody qokeshedy qokal chedy qokaiin otaiin cheody qokal taiin cholxy
G636-X463	f28v	f28v.7	H	A	1	chol	p	ENTRY	pchol	trockener Pulverstoff/Trockengut	1	FIRST	<BOS>	oiir	1	1	pchol oiir chol tsho daiin sho t chy chtshy dair am
G636-X464	f99r	f99r.41	P	A	1	chol	p	ENTRY	pchol	trockener Pulverstoff/Trockengut	4	MIDDLE	ey	ckhey	1	1	tsheeor cpheol ey pchol ckhey ypchol chor choly qotocthey qkory
G636-X465	f14r	f14r.11	H	A	1	chol	s	ENTRY	schol	trockener Samen/Saatgutstoff/Trockengut	2	MIDDLE	dchokchy	dy	1	1	dchokchy schol dy shey dar qoty ykeeyky
G636-X466	f56r	f56r.8	H	A	1	chol	s	ENTRY	schol	trockener Samen/Saatgutstoff/Trockengut	1	FIRST	<BOS>	choy	1	1	schol choy choky cheeckhody
G636-X467	f8r	f8r.21	H	A	1	chol	s	ENTRY	schol	trockener Samen/Saatgutstoff/Trockengut	1	FIRST	<BOS>	saim	1	1	schol saim
G636-X468	f102v1	f102v1.9	P	A	1	chol	r	INGREDIENT	rchol	trockener Wurzel/Wurzeldrogestoff/Trockengut	8	MIDDLE	cheo	qoteor	0	1	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar
G636-X469	f21v	f21v.7	H	A	1	chol	l	INGREDIENT	lchol	trockener Drogenholzstoff/Trockengut	2	MIDDLE	ykcho	cho	1	1	ykcho lchol cho l chaiin otchy s sheaiin
G636-X470	f80r	f80r.26	B	B	2	chol	l	INGREDIENT	lchol	trockener Drogenholzstoff/Trockengut	1	FIRST	<BOS>	dar	1	1	lchol dar shecthy otedy qol olcheedy opcheeky qotchy qokaiin otair olky
G636-X471	f99v	f99v.23	P	A	1	chol	l	INGREDIENT	lchol	trockener Drogenholzstoff/Trockengut	6	MIDDLE	qokeolo	okeol	1	1	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom
G636-X472	f49r	f49r.12	H	A	1	odaiin	p	ENTRY	podaiin	Pulverzubereitung, Dosis III	1	FIRST	<BOS>	cheo	1	1	podaiin cheo kcho daiin chcthy
G636-X473	f55r	f55r.1	H	B	2	odaiin	p	ENTRY	podaiin	Pulverzubereitung, Dosis III	1	FIRST	<BOS>	shekchy	1	1	podaiin shekchy qofair okar yk epaiin qokchdy os arod
G636-X474	f85r1	f85r1.31	T	B	2	odaiin	p	ENTRY	podaiin	Pulverzubereitung, Dosis III	1	FIRST	<BOS>	shdar	1	1	podaiin shdar ypchdar dar ypchdy qopol dar keshar dchdal chol air y
G636-X475	f86v6	f86v6.20	T	B	2	odaiin	p	ENTRY	podaiin	Pulverzubereitung, Dosis III	3	MIDDLE	otol	ocphey	1	1	pdaiiiy otol podaiin ocphey opchor olkshed qofod opdaiin odar dairody
G636-X476	f14r	f14r.13	H	A	1	odaiin	s	ENTRY	sodaiin	Samen/Saatgutzubereitung, Dosis III	1	FIRST	<BOS>	chy	1	1	sodaiin chy kchy kchy ykeody
G636-X477	f35v	f35v.20	H	A	1	odaiin	s	ENTRY	sodaiin	Samen/Saatgutzubereitung, Dosis III	1	FIRST	<BOS>	shy	1	1	sodaiin shy dchy ckhy dan
G636-X478	f46r	f46r.2	H	B	2	odaiin	s	ENTRY	sodaiin	Samen/Saatgutzubereitung, Dosis III	1	FIRST	<BOS>	sheeoly	0	0	sodaiin sheeoly qoor sheo teoly chckhy daiin sh sheet shedy xor aiin sheckhy
G636-X479	f115r	f115r.21	S	B	@	odaiin	r	INGREDIENT	rodaiin	Wurzel/Wurzeldrogezubereitung, Dosis III	7	MIDDLE	cheody	cheockhy	1	1	yches oaiin or al chy cheody rodaiin cheockhy oeeody
G636-X480	f115v	f115v.31	S	B	3	odaiin	r	INGREDIENT	rodaiin	Wurzel/Wurzeldrogezubereitung, Dosis III	8	MIDDLE	chety	opchepy	0	0	pchdair opchedy qopor iirchal sheey qotain chety rodaiin opchepy shokchy
G636-X481	f33v	f33v.10	H	B	2	odaiin	l	INGREDIENT	lodaiin	Drogenholzzubereitung, Dosis III	5	MIDDLE	chey	o	1	1	lcho ar or chey lodaiin o or okeedy okaly
G636-X482	f46v	f46v.5	H	B	2	odaiin	l	INGREDIENT	lodaiin	Drogenholzzubereitung, Dosis III	1	FIRST	<BOS>	shedy	1	1	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy
G636-X483	f66r	f66r.78	T	B	5	odaiin	l	INGREDIENT	lodaiin	Drogenholzzubereitung, Dosis III	9	LAST	dalol	<EOS>	0	0	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin
G636-X484	f107v	f107v.37	S	B	3	oraiin	p	ENTRY	poraiin	Pulverportion III	1	FIRST	<BOS>	o	1	1	poraiin o kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary
G636-X485	f113v	f113v.13	S	B	3	oraiin	p	ENTRY	poraiin	Pulverportion III	1	FIRST	<BOS>	otar	1	1	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor
G636-X486	f102r1	f102r1.16	P	A	1	oraiin	s	ENTRY	soraiin	Samenportion III	3	MIDDLE	chordam	ykeey	1	1	ddor chordam soraiin ykeey dy okeol doeoear s aral dor
G636-X487	f106r	f106r.25	S	B	3	oraiin	s	ENTRY	soraiin	Samenportion III	1	FIRST	<BOS>	cheeo	1	1	soraiin cheeo lo lchey qokaiin shedy okain shear qokain chees ykarain
G636-X488	f106v	f106v.24	S	B	3	oraiin	s	ENTRY	soraiin	Samenportion III	1	FIRST	<BOS>	solshedy	0	0	soraiin solshedy qokchdy qokol chdaiin chdal air odl charain okay
G636-X489	f115v	f115v.12	S	B	3	oraiin	s	ENTRY	soraiin	Samenportion III	4	LAST	lkchedy	<EOS>	1	1	ysheed lchedy lkchedy soraiin
G636-X490	f116r	f116r.33	S	B	3	oraiin	s	ENTRY	soraiin	Samenportion III	1	FIRST	<BOS>	ykeey	1	1	soraiin ykeey arain sheeky qokain sheey qol cheds ar r rsheg
G636-X491	f86v6	f86v6.34	T	B	2	oraiin	s	ENTRY	soraiin	Samenportion III	1	FIRST	<BOS>	ar	0	1	soraiin ar shey qoteody or aiiin oeey ldaiiin or oro ol kaiiin
G636-X492	f87r	f87r.4	H	A	1	oraiin	s	ENTRY	soraiin	Samenportion III	1	FIRST	<BOS>	qockhos	1	1	soraiin qockhos cheodor ckheokey chcthody s odar
G636-X493	f87r	f87r.6	H	A	1	oraiin	s	ENTRY	soraiin	Samenportion III	8	LAST	shkeody	<EOS>	1	1	tos she keodaiin pcheos sheo so shkeody soraiin
G636-X494	f85r1	f85r1.6	T	B	2	oraiin	r	INGREDIENT	roraiin	Wurzelportion III	1	FIRST	<BOS>	shey	0	0	roraiin shey pchey qokeey chor ol shedy
G636-X495	f82v	f82v.32	B	B	2	oraiin	l	INGREDIENT	loraiin	Holzportion III	3	MIDDLE	al	chey	0	1	sar al loraiin chey qokain o roiiin
G636-X496	f46v	f46v.1	H	B	2	ody	p	ENTRY	pody	Pulver, fertig aufbereitet	1	FIRST	<BOS>	lshed	0	0	pody lshed ypdy shedy opchedy ytedy oepchol yfchey tochsy okas ykchdy daiin
G636-X497	f66v	f66v.9	H	B	5	ody	p	ENTRY	pody	Pulver, fertig aufbereitet	1	FIRST	<BOS>	sheody	1	1	pody sheody chpadar sheey fchdly cheoseesey kchy qofchal
G636-X498	f102r1	f102r1.17	P	A	1	ody	s	ENTRY	sody	Samen/Saatgut, fertig aufbereitet	4	MIDDLE	oldaiin	chockhy	1	1	ydar arody oldaiin sody chockhy oly
G636-X499	f14r	f14r.9	H	A	1	ody	s	ENTRY	sody	Samen/Saatgut, fertig aufbereitet	1	FIRST	<BOS>	chody	1	1	sody chody otchody qotchy koiin sy sho ty dy
G636-X500	f20r	f20r.10	H	A	1	ody	s	ENTRY	sody	Samen/Saatgut, fertig aufbereitet	3	MIDDLE	chor	pchodaiin	1	1	ochoaiin chor sody pchodaiin chetody choky dchy toy
G636-X501	f52v	f52v.4	H	A	1	ody	s	ENTRY	sody	Samen/Saatgut, fertig aufbereitet	7	LAST	chckheey	<EOS>	1	1	tchor ctheor ctheol cheeor cheol chckheey sody
G636-X502	f106r	f106r.27	S	B	3	ody	r	INGREDIENT	rody	Wurzel/Wurzeldroge, fertig aufbereitet	7	MIDDLE	chy	chlar	1	1	tcheoky lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly
G636-X503	f106v	f106v.38	S	B	3	ody	r	INGREDIENT	rody	Wurzel/Wurzeldroge, fertig aufbereitet	8	MIDDLE	qol	raiin	1	1	okcheody qokeey otchey qokeey qokeedal qotchkeey qol rody raiin oty
G636-X504	f106v	f106v.3	S	B	3	ody	l	INGREDIENT	lody	Drogenholz, fertig aufbereitet	13	LAST	daly	<EOS>	1	1	yshedaiin shckhy cheokchy sar al cho lchedy ytain otar al chdy daly lody
G636-X505	f112v	f112v.11	S	B	3	ody	l	INGREDIENT	lody	Drogenholz, fertig aufbereitet	6	MIDDLE	qokey	chcfhy	1	1	tchor aiin odeedy oteeey qokey lody chcfhy ochos aiin olky
G636-X506	f8r	f8r.14	H	A	1	ody	l	INGREDIENT	lody	Drogenholz, fertig aufbereitet	8	MIDDLE	kshey	cholal	1	1	o ey shol chofydy sho chey kshey lody cholal
G636-X507	f106r	f106r.13	S	B	3	cheo	p	ENTRY	pcheo	trockene Pulverzubereitung/Trockenansatz	8	MIDDLE	otchey	ror	1	1	pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiinopal
G636-X508	f115v	f115v.24	S	B	3	cheo	p	ENTRY	pcheo	trockene Pulverzubereitung/Trockenansatz	1	FIRST	<BOS>	cheeody	1	1	pcheo cheeody qoteeotchy soin opchees chpcheod rchl cho pchdy qopcham
G636-X509	f85r1	f85r1.20	T	B	2	cheo	p	ENTRY	pcheo	trockene Pulverzubereitung/Trockenansatz	1	FIRST	<BOS>	y	0	0	pcheo y kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy
G636-X510	f104v	f104v.7	S	B	3	cheo	s	ENTRY	scheo	trockene Samen/Saatgutzubereitung/Trockenansatz	2	MIDDLE	o	lchody	1	1	o scheo lchody cheey qoy cheo ain o chedy cheedy chedy sol cheodalol
G636-X511	f30r	f30r.8	H	A	1	cheo	s	ENTRY	scheo	trockene Samen/Saatgutzubereitung/Trockenansatz	4	MIDDLE	chesey	r	0	0	opchol ol chesey scheo r chey okeal dcheo rchey
G636-X512	f106r	f106r.28	S	B	3	cheo	r	INGREDIENT	rcheo	trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz	4	MIDDLE	lcho	raiin	0	0	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl
G636-X513	f104v	f104v.29	S	B	3	cheo	l	INGREDIENT	lcheo	trockene Drogenholzzubereitung/Trockenansatz	8	MIDDLE	qotchdy	l	1	1	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim
G636-X514	f113r	f113r.14	S	B	3	cheo	l	INGREDIENT	lcheo	trockene Drogenholzzubereitung/Trockenansatz	8	MIDDLE	qokcheody	l	1	1	ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al
G636-X515	f114r	f114r.21	S	B	3	cheo	l	INGREDIENT	lcheo	trockene Drogenholzzubereitung/Trockenansatz	3	MIDDLE	lchedo	dkair	1	1	lcheey lchedo lcheo dkair
G636-X516	f102v1	f102v1.7	P	A	1	oaiin	p	ENTRY	poaiin	Pulverzubereitung, Charge III	1	FIRST	<BOS>	ockhey	0	0	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody
G636-X517	f111r	f111r.26	S	B	3	oaiin	s	ENTRY	soaiin	Samen/Saatgutzubereitung, Charge III	1	FIRST	<BOS>	shecthy	0	0	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin
G636-X518	f112v	f112v.9	S	B	3	oaiin	s	ENTRY	soaiin	Samen/Saatgutzubereitung, Charge III	1	FIRST	<BOS>	ar	1	1	soaiin ar aiin okaiin otaiin cheekain okchedy qokchdy
G636-X519	f20v	f20v.7	H	A	1	oaiin	s	ENTRY	soaiin	Samen/Saatgutzubereitung, Charge III	8	LAST	s	<EOS>	1	1	shocthy sho cthy daiin sheoy tey s soaiin
G636-X520	f35v	f35v.1	H	A	1	oaiin	r	INGREDIENT	roaiin	Wurzel/Wurzeldrogezubereitung, Charge III	3	MIDDLE	chocthy	ar	0	0	parchor chocthy roaiin ar
G636-X521	f113r	f113r.26	S	B	3	oaiin	l	INGREDIENT	loaiin	Drogenholzzubereitung, Charge III	9	MIDDLE	oteeo	okeedy	1	1	tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy
G636-X522	f106r	f106r.32	S	B	3	oral	p	ENTRY	poral	Pulver-Rohstoffportion	1	FIRST	<BOS>	sho	0	0	poral sho keeody qokain chckhy olteeedy qopcher al karchy qotedary
G636-X523	f100v	f100v.21	P	A	1	oral	s	ENTRY	soral	Samen-Rohstoffportion	1	FIRST	<BOS>	okor	1	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey
G636-X524	f107v	f107v.19	S	B	3	oral	s	ENTRY	soral	Samen-Rohstoffportion	1	FIRST	<BOS>	olaiin	1	1	soral olaiin chor okaiin chkain okaiin
G636-X525	f77r	f77r.7	B	B	2	oral	s	ENTRY	soral	Samen-Rohstoffportion	1	FIRST	<BOS>	<EOS>	1	1	soral
G636-X526	f113v	f113v.13	S	B	3	oral	r	INGREDIENT	roral	Wurzel-Rohstoffportion	10	MIDDLE	qoteedar	fchee	1	1	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor
G636-X527	f76r	f76r.49	T	B	2	oral	l	INGREDIENT	loral	Holz-Rohstoffportion	12	LAST	al	<EOS>	1	1	saiin olaiin oky shol sain oky l kar chedy lkar al loral
