gdt751_occurrence_id	pair_id	pair_side	surface	paired_surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	line_first	line_last	paragraph_start_line	paragraph_end_line	paragraph_first_token	paragraph_last_token	section	language	hand	left_surface	right_surface	direct_pair_contact	canonical_axes_inherited	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G751-O3426	G751-Q044	Q_SIDE	qoteey	oteey	f103v	f103	f103v.17	3	11	0.200000	MIDDLE	0	0	1	0	0	0	S	B	3	chedy	oteedy	0	COLD|END_STAGE	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	OPEN	0	0
G751-O3427	G751-Q044	Q_SIDE	qoteey	oteey	f104r	f104	f104r.41	1	10	0.000000	FIRST	1	0	0	0	0	0	S	B	3	EDGE	qokeor	0	COLD|END_STAGE	qoteey qokeor soiir qoty qokl lkaiin yteedy qokain oqockhy dar	OPEN	0	0
G751-O3428	G751-Q044	Q_SIDE	qoteey	oteey	f104v	f104	f104v.42	5	11	0.400000	MIDDLE	0	0	0	0	0	0	S	B	3	cheedy	sheey	0	COLD|END_STAGE	oteedchey qoeeda lchal cheedy qoteey sheey teeeo dar cheed qotain chedy	OPEN	0	0
G751-O3429	G751-Q044	Q_SIDE	qoteey	oteey	f106r	f106	f106r.42	5	10	0.444444	MIDDLE	0	0	1	0	0	0	S	B	3	okchedy	shotchy	0	COLD|END_STAGE	pcheodar shol kain okchedy qoteey shotchy qoty lpaiin shedy lar	OPEN	0	0
G751-O3430	G751-Q044	Q_SIDE	qoteey	oteey	f106r	f106	f106r.44	2	10	0.111111	MIDDLE	0	0	0	0	0	0	S	B	3	dshedy	otaiin	0	COLD|END_STAGE	dshedy qoteey otaiin chy chealol chlchd aiin oty otair otaiikam	OPEN	0	0
G751-O3431	G751-Q044	Q_SIDE	qoteey	oteey	f107r	f107	f107r.4	3	11	0.200000	MIDDLE	0	0	1	0	0	0	S	B	3	chedain	qokar	0	COLD|END_STAGE	teeody chedain qoteey qokar deeoltedy otar ain chady otokcho qoked okchedy	OPEN	0	0
G751-O3432	G751-Q044	Q_SIDE	qoteey	oteey	f107v	f107	f107v.46	8	10	0.777778	MIDDLE	0	0	0	0	0	0	S	B	3	kedy	oteey	1	COLD|END_STAGE	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain	OPEN	0	0
G751-O3433	G751-Q044	Q_SIDE	qoteey	oteey	f108r	f108	f108r.10	3	10	0.222222	MIDDLE	0	0	0	0	0	0	S	B	3	shkeedy	oteey	1	COLD|END_STAGE	taiin shkeedy qoteey oteey ykeol ykeedy chekar qokeeodaiin okeyty ody	OPEN	0	0
G751-O3434	G751-Q044	Q_SIDE	qoteey	oteey	f111r	f111	f111r.32	6	11	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	tear	qotain	0	COLD|END_STAGE	dsheeoteey qokeeo l keey tear qoteey qotain cho lkeeedy lchechdy qokechy	OPEN	0	0
G751-O3435	G751-Q044	Q_SIDE	qoteey	oteey	f112r	f112	f112r.11	2	8	0.142857	MIDDLE	0	0	1	0	0	0	S	B	3	tchedy	qeol	0	COLD|END_STAGE	tchedy qoteey qeol qokeey otey qokeey qokedy chotyr	OPEN	0	0
G751-O3436	G751-Q044	Q_SIDE	qoteey	oteey	f112v	f112	f112v.39	7	9	0.750000	MIDDLE	0	0	1	0	0	0	S	B	3	oteedy	qotain	0	COLD|END_STAGE	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd	OPEN	0	0
G751-O3437	G751-Q044	Q_SIDE	qoteey	oteey	f113r	f113	f113r.38	3	7	0.333333	MIDDLE	0	0	0	1	0	0	S	B	3	sheor	daiin	0	COLD|END_STAGE	daiin sheor qoteey daiin okchedy sheos aiin	OPEN	0	0
G751-O3438	G751-Q044	Q_SIDE	qoteey	oteey	f114v	f114	f114v.30	5	11	0.400000	MIDDLE	0	0	0	0	0	0	S	B	3	qolcheey	qotaiin	0	COLD|END_STAGE	y cheey qooeey qolcheey qoteey qotaiin otal otaiin oteeo teey rain	OPEN	0	0
G751-O3439	G751-Q044	Q_SIDE	qoteey	oteey	f114v	f114	f114v.33	5	10	0.444444	MIDDLE	0	0	1	0	0	0	S	B	3	sheol	qokeeedy	0	COLD|END_STAGE	kaiin sheey oaiin sheol qoteey qokeeedy cheo ctheey qokeeo lkealy	OPEN	0	0
G751-O3440	G751-Q044	Q_SIDE	qoteey	oteey	f115v	f115	f115v.5	3	6	0.400000	MIDDLE	0	0	0	1	0	0	S	B	3	cheky	otar	0	COLD|END_STAGE	dair cheky qoteey otar chl oleed	OPEN	0	0
G751-O3441	G751-Q044	Q_SIDE	qoteey	oteey	f115v	f115	f115v.15	8	12	0.636364	MIDDLE	0	0	0	0	0	0	S	B	3	chdain	rcheey	0	COLD|END_STAGE	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	OPEN	0	0
G751-O3442	G751-Q044	Q_SIDE	qoteey	oteey	f115v	f115	f115v.20	2	8	0.142857	MIDDLE	0	0	0	1	0	0	S	B	3	ysheey	lkeey	0	COLD|END_STAGE	ysheey qoteey lkeey raiin cheo lor otal otchedy	OPEN	0	0
G751-O3443	G751-Q044	Q_SIDE	qoteey	oteey	f115v	f115	f115v.36	3	4	0.666667	MIDDLE	0	0	0	1	0	0	S	B	3	aiin	lkchedy	0	COLD|END_STAGE	ytar aiin qoteey lkchedy	OPEN	0	0
G751-O3444	G751-Q044	Q_SIDE	qoteey	oteey	f116r	f116	f116r.7	6	10	0.555556	MIDDLE	0	0	1	0	0	0	S	B	3	qokain	tokain	0	COLD|END_STAGE	pcholchdy teody otey qo qokain qoteey tokain otedy totol rotydy	OPEN	0	0
G751-O3445	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f8v	f8	f8v.16	4	8	0.428571	MIDDLE	0	0	0	0	0	0	H	A	1	chear	dchor	0	COLD|END_STAGE|PREPARATION	chor cheor chear oteey dchor chodey cho raiin	OPEN	0	0
G751-O3446	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f35r	f35	f35r.13	6	7	0.833333	MIDDLE	0	0	0	0	0	0	H	A	1	lodaly	taiin	0	COLD|END_STAGE|PREPARATION	qokoiin chaiin qokchaiin lshy lodaly oteey taiin	OPEN	0	0
G751-O3447	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f41r	f41	f41r.4	8	10	0.777778	MIDDLE	0	0	0	0	0	0	H	B	5	chees	otal	0	COLD|END_STAGE|PREPARATION	chdchy ytcheeky ypchedy schdy ytedy y chees oteey otal dam	OPEN	0	0
G751-O3448	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f47v	f47	f47v.11	1	9	0.000000	FIRST	1	0	0	0	0	0	H	A	1	EDGE	cho	0	COLD|END_STAGE|PREPARATION	oteey cho chdy chy key chyky dchy daiin chy	OPEN	0	0
G751-O3449	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f66r	f66	f66r.79	2	8	0.142857	MIDDLE	0	0	0	0	0	0	T	B	5	sheol	ldaiin	0	COLD|END_STAGE|PREPARATION	sheol oteey ldaiin okalchedy pchedy kody qotchedy cphedy	OPEN	0	0
G751-O3450	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f75v	f75	f75v.55	1	1	0.000000	SINGLE	1	1	0	0	0	0	B	B	2	EDGE	EDGE	0	COLD|END_STAGE|PREPARATION	oteey	OPEN	0	0
G751-O3451	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f75v	f75	f75v.63	1	6	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qol	0	COLD|END_STAGE|PREPARATION	oteey qol chey qokey oldy olyly	OPEN	0	0
G751-O3452	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f79r	f79	f79r.25	7	8	0.857143	MIDDLE	0	0	0	1	0	0	B	B	2	shedy	chcthy	0	COLD|END_STAGE|PREPARATION	cholchey qotshy qol shey qokar shedy oteey chcthy	OPEN	0	0
G751-O3453	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f79v	f79	f79v.18	5	9	0.500000	MIDDLE	0	0	0	0	0	0	B	B	2	teey	lcheey	0	COLD|END_STAGE|PREPARATION	qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey	OPEN	0	0
G751-O3454	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f79v	f79	f79v.24	8	10	0.777778	MIDDLE	0	0	0	0	0	0	B	B	2	qokeey	qokeey	0	COLD|END_STAGE|PREPARATION	ycheear o oiin oeedy qotain chedy qokeey oteey qokeey lol	OPEN	0	0
G751-O3455	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f80r	f80	f80r.36	4	11	0.300000	MIDDLE	0	0	0	0	0	0	B	B	2	tain	qokain	0	COLD|END_STAGE|PREPARATION	qokeey rchey tain oteey qokain shekaiin sheckhy qolshey qokain ol lom	OPEN	0	0
G751-O3456	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f80r	f80	f80r.39	3	8	0.285714	MIDDLE	0	0	0	1	0	0	B	B	2	qokail	otain	0	COLD|END_STAGE|PREPARATION	qokeedy qokail oteey otain shedy ykeey rar alshees	OPEN	0	0
G751-O3457	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f81r	f81	f81r.6	4	7	0.500000	MIDDLE	0	0	0	0	0	0	B	B	2	eses	shor	0	COLD|END_STAGE|PREPARATION	sar ol eses oteey shor qokeey ol	OPEN	0	0
G751-O3458	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f81r	f81	f81r.8	5	6	0.800000	MIDDLE	0	0	0	0	0	0	B	B	2	qotey	oly	0	COLD|END_STAGE|PREPARATION	pchedy qokeey oty qotey oteey oly	OPEN	0	0
G751-O3459	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f81r	f81	f81r.21	4	7	0.500000	MIDDLE	0	0	0	0	0	0	B	B	2	olkeey	olshey	0	COLD|END_STAGE|PREPARATION	dshedy qokal olkeey oteey olshey otey lol	OPEN	0	0
G751-O3460	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f82r	f82	f82r.4	5	8	0.571429	MIDDLE	0	0	0	0	0	0	B	B	2	ldy	qokal	0	COLD|END_STAGE|PREPARATION	qokaiin octheol chkeey ldy oteey qokal sheckhy qoky	OPEN	0	0
G751-O3461	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f82r	f82	f82r.26	7	9	0.750000	MIDDLE	0	0	0	0	0	0	B	B	2	aiin	qokaiin	0	COLD|END_STAGE|PREPARATION	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	OPEN	0	0
G751-O3462	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f83v	f83	f83v.3	10	10	1.000000	LAST	0	1	0	0	0	0	B	B	2	shedy	EDGE	0	COLD|END_STAGE|PREPARATION	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey	OPEN	0	0
G751-O3463	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f83v	f83	f83v.7	2	10	0.111111	MIDDLE	0	0	0	0	0	0	B	B	2	qokeey	qokalol	0	COLD|END_STAGE|PREPARATION	qokeey oteey qokalol chedy dy dol qokal olkshedy qokeedy qokal	OPEN	0	0
G751-O3464	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f85r2	f85	f85r2.8	4	6	0.600000	MIDDLE	0	0	0	0	0	0	C	B	2	qocthey	ol	0	COLD|END_STAGE|PREPARATION	otchedy chotey qocthey oteey ol oloqorain	OPEN	0	0
G751-O3465	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f85r2	f85	f85r2.16	1	5	0.000000	FIRST	1	0	0	0	0	0	C	B	2	EDGE	qodaiin	0	COLD|END_STAGE|PREPARATION	oteey qodaiin odain an chey	OPEN	0	0
G751-O3466	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f86v5	f86	f86v5.34	1	9	0.000000	FIRST	1	0	0	0	0	0	T	B	2	EDGE	ol	0	COLD|END_STAGE|PREPARATION	oteey ol tey choaiin ysheedy ychedy ytaiin otam aiin	OPEN	0	0
G751-O3467	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f86v3	f86	f86v3.11	2	12	0.090909	MIDDLE	0	0	0	0	0	0	C	B	2	tcheod	yteeody	0	COLD|END_STAGE|PREPARATION	tcheod oteey yteeody chdy chedos shedy cheos ols aiir sheey yteeeey oteeodam	OPEN	0	0
G751-O3468	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f86v3	f86	f86v3.28	3	6	0.400000	MIDDLE	0	0	0	1	0	0	C	B	2	daiis	qoedy	0	COLD|END_STAGE|PREPARATION	ycheeody daiis oteey qoedy oteey olteey	OPEN	0	0
G751-O3469	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f86v3	f86	f86v3.28	5	6	0.800000	MIDDLE	0	0	0	1	0	0	C	B	2	qoedy	olteey	0	COLD|END_STAGE|PREPARATION	ycheeody daiis oteey qoedy oteey olteey	OPEN	0	0
G751-O3470	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f90r1	f90	f90r1.7	7	10	0.666667	MIDDLE	0	0	0	0	0	0	H	A	1	qokol	chofy	0	COLD|END_STAGE|PREPARATION	dar chos qocthy qokcha shko qokol oteey chofy ykeody qokod	OPEN	0	0
G751-O3471	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f94v	f94	f94v.2	3	8	0.285714	MIDDLE	0	0	0	0	0	0	H	B	3	teedy	qekeey	0	COLD|END_STAGE|PREPARATION	ol teedy oteey qekeey oteey teedal ykeedy qotarain	OPEN	0	0
G751-O3472	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f94v	f94	f94v.2	5	8	0.571429	MIDDLE	0	0	0	0	0	0	H	B	3	qekeey	teedal	0	COLD|END_STAGE|PREPARATION	ol teedy oteey qekeey oteey teedal ykeedy qotarain	OPEN	0	0
G751-O3473	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f94v	f94	f94v.10	9	10	0.888889	MIDDLE	0	0	0	0	0	0	H	B	3	qodar	dar	0	COLD|END_STAGE|PREPARATION	ol air cheey okchaiin shy tararain otody qodar oteey dar	OPEN	0	0
G751-O3474	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f96r	f96	f96r.2	4	7	0.500000	MIDDLE	0	0	0	0	0	0	H	A	1	sheol	qokeody	0	COLD|END_STAGE|PREPARATION	ytol oteeor sheol oteey qokeody qokeeody cthey	OPEN	0	0
G751-O3475	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f99v	f99	f99v.10	9	10	0.888889	MIDDLE	0	0	1	0	0	0	P	A	1	oleees	dain	0	COLD|END_STAGE|PREPARATION	sol cheols ockhey qoy qkoldy s ok oleees oteey dain	OPEN	0	0
G751-O3476	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f100r	f100	f100r.13	4	8	0.428571	MIDDLE	0	0	0	0	0	0	P	A	1	qokeey	ykeeodain	0	COLD|END_STAGE|PREPARATION	dsheor cthey qokeey oteey ykeeodain rorarydaiin daiin deeomchol	OPEN	0	0
G751-O3477	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f100v	f100	f100v.14	7	9	0.750000	MIDDLE	0	0	1	0	0	0	P	A	1	chor	daiin	0	COLD|END_STAGE|PREPARATION	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	OPEN	0	0
G751-O3478	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f102v2	f102	f102v2.30	5	9	0.500000	MIDDLE	0	0	1	0	0	0	P	A	1	qoekeey	qokeod	0	COLD|END_STAGE|PREPARATION	pydchy odiy pcheady qoekeey oteey qokeod sheey opaiin deear	OPEN	0	0
G751-O3479	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103r	f103	f103r.5	4	13	0.250000	MIDDLE	0	0	1	0	0	0	S	B	3	shedy	qokey	0	COLD|END_STAGE|PREPARATION	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yt rkar ota okdy	OPEN	0	0
G751-O3480	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103r	f103	f103r.12	4	9	0.375000	MIDDLE	0	0	0	1	0	0	S	B	3	shckhy	qokeol	0	COLD|END_STAGE|PREPARATION	oain shey shckhy oteey qokeol keedy shar aiin otedy	OPEN	0	0
G751-O3481	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103r	f103	f103r.24	11	12	0.909091	MIDDLE	0	0	1	0	0	0	S	B	3	dain	oky	0	COLD|END_STAGE|PREPARATION	tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky	OPEN	0	0
G751-O3482	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103r	f103	f103r.25	11	12	0.909091	MIDDLE	0	0	0	0	0	0	S	B	3	okain	ol	0	COLD|END_STAGE|PREPARATION	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	OPEN	0	0
G751-O3483	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103r	f103	f103r.39	6	6	1.000000	LAST	0	1	0	1	0	1	S	B	3	shedy	EDGE	0	COLD|END_STAGE|PREPARATION	ykeedy qokeey lsheey qotal shedy oteey	OPEN	0	0
G751-O3484	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103r	f103	f103r.52	2	10	0.111111	MIDDLE	0	0	1	0	0	0	S	B	3	pchedal	qol	0	COLD|END_STAGE|PREPARATION	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	OPEN	0	0
G751-O3485	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103v	f103	f103v.7	5	12	0.363636	MIDDLE	0	0	0	0	0	0	S	B	3	chey	lkeeor	0	COLD|END_STAGE|PREPARATION	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy	OPEN	0	0
G751-O3486	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103v	f103	f103v.23	7	13	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	aiiin	otal	0	COLD|END_STAGE|PREPARATION	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	OPEN	0	0
G751-O3487	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103v	f103	f103v.26	4	6	0.600000	MIDDLE	0	0	0	1	0	0	S	B	3	sheety	lshedy	0	COLD|END_STAGE|PREPARATION	yteey qokeey sheety oteey lshedy oteaiin	OPEN	0	0
G751-O3488	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f103v	f103	f103v.38	1	8	0.000000	FIRST	1	0	0	1	0	0	S	B	3	EDGE	l	0	COLD|END_STAGE|PREPARATION	oteey l chees ol chey chey chol keechy	OPEN	0	0
G751-O3489	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f104r	f104	f104r.31	6	10	0.555556	MIDDLE	0	0	0	0	0	0	S	B	3	lcheeey	lkechedy	0	COLD|END_STAGE|PREPARATION	qokeeo aiin okeey okolchey lcheeey oteey lkechedy qokaiin chedar cholcham	OPEN	0	0
G751-O3490	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f104r	f104	f104r.43	7	11	0.600000	MIDDLE	0	0	1	0	0	0	S	B	3	qokeedy	qokain	0	COLD|END_STAGE|PREPARATION	tsheodl qokaiin qokchedy ykchdy pchedy qokeedy oteey qokain oteo l dal	OPEN	0	0
G751-O3491	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f105r	f105	f105r.18	11	12	0.909091	MIDDLE	0	0	0	0	0	0	S	B	3	oteedy	chdy	0	COLD|END_STAGE|PREPARATION	sheoy oleedy daiin al chedy okeeey chdaiin otedy cheoty oteedy oteey chdy	OPEN	0	0
G751-O3492	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f105r	f105	f105r.33	2	11	0.100000	MIDDLE	0	0	0	0	0	0	S	B	3	okeeodair	lkeey	0	COLD|END_STAGE|PREPARATION	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	OPEN	0	0
G751-O3493	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f105v	f105	f105v.33	3	13	0.166667	MIDDLE	0	0	0	0	0	0	S	B	3	tair	oteeo	0	COLD|END_STAGE|PREPARATION	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	OPEN	0	0
G751-O3494	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f106v	f106	f106v.41	7	9	0.750000	MIDDLE	0	0	0	1	0	0	S	B	3	okaiin	qoteedy	0	COLD|END_STAGE|PREPARATION	otedy qoar cheey kaiin qokeeody okaiin oteey qoteedy choty	OPEN	0	0
G751-O3495	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f106v	f106	f106v.45	9	11	0.800000	MIDDLE	0	0	0	0	0	0	S	B	3	rasal	sar	0	COLD|END_STAGE|PREPARATION	ysair okeey cheodain chey tchar oqotaiin oty rasal oteey sar aildy	OPEN	0	0
G751-O3496	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f107r	f107	f107r.6	5	10	0.444444	MIDDLE	0	0	0	0	0	0	S	B	3	daiinar	lteey	0	COLD|END_STAGE|PREPARATION	okcheey qokeedy chotchedy daiinar oteey lteey chedaiin okchey otaiin am	OPEN	0	0
G751-O3497	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f107r	f107	f107r.42	4	11	0.300000	MIDDLE	0	0	1	0	0	0	S	B	3	aiin	ykchey	0	COLD|END_STAGE|PREPARATION	pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam	OPEN	0	0
G751-O3498	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f107v	f107	f107v.38	7	9	0.750000	MIDDLE	0	0	0	0	0	0	S	B	3	qokol	oteey	0	COLD|END_STAGE|PREPARATION	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	OPEN	0	0
G751-O3499	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f107v	f107	f107v.38	8	9	0.875000	MIDDLE	0	0	0	0	0	0	S	B	3	oteey	lkain	0	COLD|END_STAGE|PREPARATION	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	OPEN	0	0
G751-O3500	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f107v	f107	f107v.41	8	13	0.583333	MIDDLE	0	0	1	0	0	0	S	B	3	qokchey	lkeeo	0	COLD|END_STAGE|PREPARATION	pokar ar keey okeeo l cheey qokchey oteey lkeeo l lkeedy qokeey lkain	OPEN	0	0
G751-O3501	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f107v	f107	f107v.46	9	10	0.888889	MIDDLE	0	0	0	0	0	0	S	B	3	qoteey	qokeeylkain	1	COLD|END_STAGE|PREPARATION	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain	OPEN	0	0
G751-O3502	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f107v	f107	f107v.48	7	10	0.666667	MIDDLE	0	0	0	0	0	0	S	B	3	qoky	otain	0	COLD|END_STAGE|PREPARATION	oteedy qokey qokeedy chody chey qoky oteey otain chey aiinal	OPEN	0	0
G751-O3503	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108r	f108	f108r.5	3	12	0.181818	MIDDLE	0	0	1	0	0	0	S	B	3	chey	okeey	0	COLD|END_STAGE|PREPARATION	tchokedy chey oteey okeey lkededy okche y pchofar cheo pchedy qotedy otol	OPEN	0	0
G751-O3504	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108r	f108	f108r.10	4	10	0.333333	MIDDLE	0	0	0	0	0	0	S	B	3	qoteey	ykeol	1	COLD|END_STAGE|PREPARATION	taiin shkeedy qoteey oteey ykeol ykeedy chekar qokeeodaiin okeyty ody	OPEN	0	0
G751-O3505	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108v	f108	f108v.2	6	11	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	okain	checkhy	0	COLD|END_STAGE|PREPARATION	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam	OPEN	0	0
G751-O3506	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108v	f108	f108v.3	9	10	0.888889	MIDDLE	0	0	0	0	0	0	S	B	3	otedain	lol	0	COLD|END_STAGE|PREPARATION	ssheedal ol lkedy lkeedy chedalkedy lkeedy qokechedy otedain oteey lol	OPEN	0	0
G751-O3507	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108v	f108	f108v.33	7	12	0.545455	MIDDLE	0	0	0	0	0	0	S	B	3	qokeedy	qokedy	0	COLD|END_STAGE|PREPARATION	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	OPEN	0	0
G751-O3508	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108v	f108	f108v.39	11	13	0.833333	MIDDLE	0	0	0	0	0	0	S	B	3	chedaiin	chedy	0	COLD|END_STAGE|PREPARATION	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	OPEN	0	0
G751-O3509	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108v	f108	f108v.44	10	14	0.692308	MIDDLE	0	0	0	0	0	0	S	B	3	lsheey	sheey	0	COLD|END_STAGE|PREPARATION	y shey qol lchey shey qokear shey qokeey lsheey oteey sheey qol cheekeey lchg	OPEN	0	0
G751-O3510	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108v	f108	f108v.50	2	12	0.090909	MIDDLE	0	0	0	0	0	0	S	B	3	dsheey	cheol	0	COLD|END_STAGE|PREPARATION	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	OPEN	0	0
G751-O3511	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f108v	f108	f108v.50	8	12	0.636364	MIDDLE	0	0	0	0	0	0	S	B	3	checkhy	aiin	0	COLD|END_STAGE|PREPARATION	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	OPEN	0	0
G751-O3512	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f111r	f111	f111r.2	8	12	0.636364	MIDDLE	0	0	0	0	0	0	S	B	3	okeey	shedy	0	COLD|END_STAGE|PREPARATION	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam	OPEN	0	0
G751-O3513	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f111r	f111	f111r.12	6	11	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	lkeedy	qokeedy	0	COLD|END_STAGE|PREPARATION	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	OPEN	0	0
G751-O3514	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f111r	f111	f111r.14	2	12	0.090909	MIDDLE	0	0	0	0	0	0	S	B	3	dchedar	lchey	0	COLD|END_STAGE|PREPARATION	dchedar oteey lchey ykeeeos aiin shear oteedy tedam oteey pchedey chedy lchedy	OPEN	0	0
G751-O3515	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f111r	f111	f111r.14	9	12	0.727273	MIDDLE	0	0	0	0	0	0	S	B	3	tedam	pchedey	0	COLD|END_STAGE|PREPARATION	dchedar oteey lchey ykeeeos aiin shear oteedy tedam oteey pchedey chedy lchedy	OPEN	0	0
G751-O3516	G751-Q044	UNPREFIXED_SIDE	oteey	qoteey	f111r	f111	f111r.21	5	19	0.222222	MIDDLE	0	0	0	0	0	0	S	B	3	teey	ox	0	COLD|END_STAGE|PREPARATION	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	OPEN	0	0
