event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	atomic_card_value_de	product_or_job	complete_workshop_expansion_de	visible_owner	terminal_status
285	B3-S026	B3	f83r	cheedar	MC042	Quelltransfer	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
286	B3-S026	B3	f83r	chldaiin	MC144	Sollabsetzung	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
287	B3-S026	B3	f83r	chedy	MC074	überführen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
288	B3-S026	B3	f83r	qokain	MC017	Anteil zugeben	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
289	B3-S026	B3	f83r	checthy	MC161	bereit	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
290	B3-S026	B3	f83r	chealror	MC146	Zielbereitung	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
291	B3-S026	B3	f83r	solkeedy	MC045	lange sammeln; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
292	B3-S027	B3	f83r	qoteedy	MC173	lange Folgestufe; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange Folgestufe; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
293	B3-S028	B3	f83r	qokeey	MC002	lange einwirken	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
294	B3-S028	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
295	B3-S029	B3	f83r	sol	MC153	weiter	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
296	B3-S029	B3	f83r	cheeety	MC094	Vollteil	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
297	B3-S029	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
298	B3-S030	B3	f83r	qoky	MC026	einsetzen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
299	B3-S030	B3	f83r	saiin	MC039	Sollmaß	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
300	B3-S030	B3	f83r	schedair	MC116	Weiterlauf	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
301	B3-S030	B3	f83r	otchedy	MC057	Folgetransfer; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
302	B3-S031	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
303	B3-S032	B3	f83r	chedain	MC145	Anteilstransfer	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
304	B3-S032	B3	f83r	chedy	MC074	überführen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
305	B3-S032	B3	f83r	qotedaiin	MC018	Kurzsoll	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
306	B3-S032	B3	f83r	otaiin	MC060	Folgemaß	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
307	B3-S032	B3	f83r	otedy	MC135	Kurzfolge; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
308	B3-S033	B3	f83r	ldy	MC004	abziehen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abziehen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
309	B3-S034	B3	f83r	soiiin	MC033	Arbeitsstufe	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
310	B3-S034	B3	f83r	checthy	MC161	bereit	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
311	B3-S034	B3	f83r	chety	MC086	Anteil	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
312	B3-S034	B3	f83r	otaiin	MC060	Folgemaß	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
313	B3-S034	B3	f83r	olsaly	MC078	Zwischenziel	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
314	B3-S034	B3	f83r	shedy	MC128	kurz absetzen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
315	B4-S001	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
316	B4-S002	B4	f83r	qolchey	MC162	Weiterposten	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
317	B4-S002	B4	f83r	qokeey	MC002	lange einwirken	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
318	B4-S002	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
319	B4-S003	B4	f83r	chedy	MC074	überführen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
320	B4-S003	B4	f83r	otal	MC093	danach dorthin	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
321	B4-S003	B4	f83r	otchey	MC171	das nächste	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
322	B4-S003	B4	f83r	qokeey	MC002	lange einwirken	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
323	B4-S003	B4	f83r	qoky	MC026	einsetzen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
324	B4-S003	B4	f83r	tol	MC153	weiter	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
325	B4-S003	B4	f83r	shedy	MC128	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
326	B4-S004	B4	f83r	qokylddy	MC164	Festsetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Festsetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
327	B4-S005	B4	f83r	dain	MC059	Einlage	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
328	B4-S005	B4	f83r	chedy	MC074	überführen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
329	B4-S005	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
330	B4-S006	B4	f83r	shckhedy	MC143	durchlassen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
331	B4-S007	B4	f83r	shckhedy	MC143	durchlassen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
332	B4-S008	B4	f83r	saiin	MC039	Sollmaß	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
333	B4-S008	B4	f83r	cheeky	MC032	länger bearbeiten	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
334	B4-S008	B4	f83r	sheey	MC095	Langhalt	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
335	B4-S008	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
336	B4-S009	B4	f83r	shedy	MC128	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: kurz absetzen; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
337	B4-S010	B4	f83r	oldy	MC019	fertig	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: fertig; Schluss.	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL
338	B4-S011	B4	f83r	saiin	MC039	Sollmaß	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
339	B4-S011	B4	f83r	cheky	MC147	kurz wärmen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
340	B4-S011	B4	f83r	okeeol	MC150	Langfortsetzung	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
341	B4-S011	B4	f83r	okain	MC017	Anteil zugeben	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
342	B4-S011	B4	f83r	chdy	MC074	überführen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
343	B4-S011	B4	f83r	sol	MC153	weiter	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
344	B4-S011	B4	f83r	lkedy	MC124	Kurzabzug; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	linke offene Fransen-/Unterlaufstation	TERMINAL
345	B4-S012	B4	f83r	lchedy	MC155	abführen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: abführen; Schluss.	linke offene Fransen-/Unterlaufstation	TERMINAL
346	B4-S013	B4	f83r	qokol	MC024	Weiter einsetzen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
347	B4-S013	B4	f83r	shedy	MC128	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.	linke offene Fransen-/Unterlaufstation	TERMINAL
348	B4-S014	B4	f83r	or	MC080	Ansatz	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
349	B4-S014	B4	f83r	chey	MC123	dies	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
350	B4-S014	B4	f83r	qockhey	MC165	Kurzdurchgang	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
351	B4-S014	B4	f83r	dairydy	MC091	Laufschluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.	linke offene Fransen-/Unterlaufstation	TERMINAL
352	B4-S015	B4	f83r	qokain	MC017	Anteil zugeben	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
353	B4-S015	B4	f83r	shey	MC119	Klarauszug	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
354	B4-S015	B4	f83r	kain	MC105	Anteil	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
355	B4-S015	B4	f83r	chckhal	MC022	Zielpassage	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	linke offene Fransen-/Unterlaufstation	NONCLOSE
356	B4-S015	B4	f83r	solkey	MC050	Kurzsammlung	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	rechte S-Lauf-/Mehrarmknotenstation	NONCLOSE
357	B4-S015	B4	f83r	lchedy	MC155	abführen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	rechte S-Lauf-/Mehrarmknotenstation	TERMINAL
358	B4-S016	B4	f83r	qolkain	MC097	weiterer Anteil	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.	rechte S-Lauf-/Mehrarmknotenstation	NONCLOSE
359	B4-S016	B4	f83r	dal	MC154	dorthin	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.	rechte S-Lauf-/Mehrarmknotenstation	NONCLOSE
360	B4-S016	B4	f83r	skar	MC089	Quellausguss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.	rechte S-Lauf-/Mehrarmknotenstation	NONCLOSE
361	B4-S016	B4	f83r	shedy	MC128	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.	rechte S-Lauf-/Mehrarmknotenstation	TERMINAL
362	B5-S001	B5	f83r	otchdy	MC067	Nachtransfer; Schluss	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Besitzer »linker offener Fransen-Endposten«: Nachtransfer; Schluss.	linker offener Fransen-Endposten	TERMINAL
363	B5-S002	B5	f83r	qokchdy	MC088	einführen; Schluss	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: einführen; Schluss.	linker offener Fransen-Endposten	TERMINAL
364	B5-S003	B5	f83r	shedal	MC113	am Ziel absetzen	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
365	B5-S003	B5	f83r	dal	MC154	dorthin	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
366	B5-S003	B5	f83r	cheol	MC153	weiter	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
367	B5-S003	B5	f83r	lol	MC092	Weiterabzug	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
368	B5-S003	B5	f83r	chdal	MC001	Zieltransfer	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
