edge_id	batch_id	source_row_id	page	physical_folio	locus	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	head_id	body	register_id	score_eligible	component_export_credit
G776-E0581	GDT776_H3_CONTROL	G776-C0419	f82v	f82	f82v.25	5	6	ral	tchdarol	H3	al	B|B|2	0	0
G776-E0582	GDT776_TARGET_MEDIAL	G776-T0163	f82v	f82	f82v.30	8	9	ol	r	TARGET_OL	NONE	B|B|2	0	0
G776-E0583	GDT776_H4_CONTROL	G776-C0420	f82v	f82	f82v.6	2	3	lshedy	qotol	H4	shedy	B|B|2	0	0
G776-E0584	GDT776_H4_CONTROL	G776-C0421	f83r	f83	f83r.11	9	10	lchedy	lo	H4	chedy	B|B|2	0	0
G776-E0585	GDT776_H4_CONTROL	G776-C0422	f83r	f83	f83r.14	6	7	lchedy	qokaiin	H4	chedy	B|B|2	0	0
G776-E0586	GDT776_H4_CONTROL	G776-C0423	f83r	f83	f83r.3	7	8	lchedy	qokaiin	H4	chedy	B|B|2	0	0
G776-E0587	GDT776_H4_CONTROL	G776-C0424	f83r	f83	f83r.32	3	4	lchedy	qokey	H4	chedy	B|B|2	0	0
G776-E0588	GDT776_H4_CONTROL	G776-C0425	f83r	f83	f83r.36	5	6	lshedy	qoky	H4	shedy	B|B|2	0	0
G776-E0589	GDT776_H4_CONTROL	G776-C0426	f83r	f83	f83r.37	3	4	lchedy	qokol	H4	chedy	B|B|2	0	0
G776-E0590	GDT776_H4_CONTROL	G776-C0427	f83r	f83	f83r.41	2	3	lchedy	qolkain	H4	chedy	B|B|2	0	0
G776-E0591	GDT776_H4_CONTROL	G776-C0428	f83r	f83	f83r.48	3	4	lol	chdal	H4	ol	B|B|2	0	0
G776-E0592	GDT776_H3_CONTROL	G776-C0429	f83r	f83	f83r.52	3	4	raly	ol	H3	aly	B|B|2	0	0
G776-E0593	GDT776_TARGET_MEDIAL	G776-T0164	f83r	f83	f83r.54	2	3	ol	dain	TARGET_OL	NONE	B|B|2	0	0
G776-E0594	GDT776_H4_CONTROL	G776-C0430	f83r	f83	f83r.6	8	9	lchedy	qoky	H4	chedy	B|B|2	0	0
G776-E0595	GDT776_H4_CONTROL	G776-C0431	f83r	f83	f83r.7	2	3	lsheedy	qeeedy	H4	sheedy	B|B|2	0	0
G776-E0596	GDT776_H4_CONTROL	G776-C0432	f83r	f83	f83r.9	4	5	lsheedy	qokchdy	H4	sheedy	B|B|2	0	0
G776-E0597	GDT776_H4_CONTROL	G776-C0433	f83v	f83	f83v.13	4	5	lched	qolky	H4	ched	B|B|2	0	0
G776-E0598	GDT776_H3_CONTROL	G776-C0434	f83v	f83	f83v.14	7	8	rchedy	cheol	H3	chedy	B|B|2	0	0
G776-E0599	GDT776_TARGET_MEDIAL	G776-T0165	f85r1	f85	f85r1.11	2	3	ol	shdair	TARGET_OL	NONE	T|B|2	0	0
G776-E0600	GDT776_H4_CONTROL	G776-C0435	f85r2	f85	f85r2.23	2	3	lcheol	chol	H4	cheol	C|B|2	0	0
G776-E0601	GDT776_TARGET_MEDIAL	G776-T0166	f85r2	f85	f85r2.23	4	5	ol	sheoly	TARGET_OL	NONE	C|B|2	0	0
G776-E0602	GDT776_H4_CONTROL	G776-C0436	f86v3	f86	f86v3.20	8	9	lkar	ary	H4	kar	C|B|2	0	0
G776-E0603	GDT776_TARGET_MEDIAL	G776-T0167	f86v5	f86	f86v5.15	11	12	ol	chsky	TARGET_OL	NONE	T|B|2	0	0
G776-E0604	GDT776_H4_CONTROL	G776-C0437	f86v5	f86	f86v5.18	5	6	lkaiin	os	H4	kaiin	T|B|2	0	0
G776-E0605	GDT776_TARGET_MEDIAL	G776-T0168	f86v5	f86	f86v5.32	10	11	ol	teody	TARGET_OL	NONE	T|B|2	0	0
G776-E0606	GDT776_H4_CONTROL	G776-C0438	f86v5	f86	f86v5.38	5	6	lchody	ykar	H4	chody	T|B|2	0	0
G776-E0607	GDT776_H4_CONTROL	G776-C0439	f86v6	f86	f86v6.11	8	9	lchdol	or	H4	chdol	T|B|2	0	0
G776-E0608	GDT776_H4_CONTROL	G776-C0440	f86v6	f86	f86v6.14	8	9	lkey	okar	H4	key	T|B|2	0	0
G776-E0609	GDT776_TARGET_MEDIAL	G776-T0169	f86v6	f86	f86v6.14	11	12	ol	ain	TARGET_OL	NONE	T|B|2	0	0
G776-E0610	GDT776_H4_CONTROL	G776-C0441	f86v6	f86	f86v6.18	9	10	lkar	otal	H4	kar	T|B|2	0	0
G776-E0611	GDT776_H4_CONTROL	G776-C0442	f86v6	f86	f86v6.27	2	3	lkar	dal	H4	kar	T|B|2	0	0
G776-E0612	GDT776_H4_CONTROL	G776-C0443	f86v6	f86	f86v6.28	5	6	lor	qokchdy	H4	or	T|B|2	0	0
G776-E0613	GDT776_TARGET_MEDIAL	G776-T0170	f86v6	f86	f86v6.34	11	12	ol	kaiiin	TARGET_OL	NONE	T|B|2	0	0
G776-E0614	GDT776_TARGET_MEDIAL	G776-T0171	f86v6	f86	f86v6.35	7	8	ol	tey	TARGET_OL	NONE	T|B|2	0	0
G776-E0615	GDT776_H4_CONTROL	G776-C0444	f86v6	f86	f86v6.36	8	9	lkaiin	olkaiin	H4	kaiin	T|B|2	0	0
G776-E0616	GDT776_TARGET_MEDIAL	G776-T0172	f86v6	f86	f86v6.37	8	9	ol	kaiin	TARGET_OL	NONE	T|B|2	0	0
G776-E0617	GDT776_H4_CONTROL	G776-C0445	f86v6	f86	f86v6.38	9	10	lkaiin	oltam	H4	kaiin	T|B|2	0	0
G776-E0618	GDT776_TARGET_MEDIAL	G776-T0173	f86v6	f86	f86v6.4	4	5	ol	aiin	TARGET_OL	NONE	T|B|2	0	0
G776-E0619	GDT776_H4_CONTROL	G776-C0446	f86v6	f86	f86v6.42	7	8	lkar	chdy	H4	kar	T|B|2	0	0
G776-E0620	GDT776_H4_CONTROL	G776-C0447	f86v6	f86	f86v6.5	2	3	lol	chol	H4	ol	T|B|2	0	0
G776-E0621	GDT776_TARGET_MEDIAL	G776-T0174	f88r	f88	f88r.21	6	7	ol	sheeol	TARGET_OL	NONE	P|A|1	0	0
G776-E0622	GDT776_TARGET_MEDIAL	G776-T0175	f89v1	f89	f89v1.9	7	8	ol	cheokchey	TARGET_OL	NONE	P|A|1	0	0
G776-E0623	GDT776_H4_CONTROL	G776-C0448	f8r	f8	f8r.14	8	9	lody	cholal	H4	ody	H|A|1	0	0
G776-E0624	GDT776_H3_CONTROL	G776-C0449	f8v	f8	f8v.12	3	4	rol	dal	H3	ol	H|A|1	0	0
G776-E0625	GDT776_H4_CONTROL	G776-C0450	f8v	f8	f8v.14	3	4	lokaiin	shol	H4	okaiin	H|A|1	0	0
G776-E0626	GDT776_TARGET_MEDIAL	G776-T0176	f90r1	f90	f90r1.5	5	6	ol	okachey	TARGET_OL	NONE	H|A|1	0	0
G776-E0627	GDT776_H4_CONTROL	G776-C0451	f93r	f93	f93r.27	3	4	los	ckheody	H4	os	H|A|1	0	0
G776-E0628	GDT776_TARGET_MEDIAL	G776-T0177	f94v	f94	f94v.4	6	7	ol	okchy	TARGET_OL	NONE	H|B|3	0	0
G776-E0629	GDT776_TARGET_MEDIAL	G776-T0178	f95r1	f95	f95r1.1	4	5	ol	oldaiin	TARGET_OL	NONE	H|B|3	0	0
G776-E0630	GDT776_TARGET_MEDIAL	G776-T0179	f95r2	f95	f95r2.3	6	7	ol	otaiin	TARGET_OL	NONE	H|B|3	0	0
G776-E0631	GDT776_TARGET_MEDIAL	G776-T0180	f95r2	f95	f95r2.6	3	4	ol	shol	TARGET_OL	NONE	H|B|3	0	0
G776-E0632	GDT776_TARGET_MEDIAL	G776-T0181	f96r	f96	f96r.12	4	5	ol	dy	TARGET_OL	NONE	H|A|1	0	0
G776-E0633	GDT776_H4_CONTROL	G776-C0452	f99v	f99	f99v.23	6	7	lchol	okeol	H4	chol	P|A|1	0	0
G776-E0634	GDT776_TARGET_MEDIAL	G776-T0182	f99v	f99	f99v.34	2	3	ol	ol	TARGET_OL	NONE	P|A|1	0	0
G776-E0635	GDT776_TARGET_MEDIAL	G776-T0183	f99v	f99	f99v.34	3	4	ol	olaiin	TARGET_OL	NONE	P|A|1	0	0
