component_recipe	register	event_count	owner_count	context_state_key_count	distinct_clause_count	context_required	naive_first_event_id	naive_first_clause_mismatch_count	safe_context_free_reading_de
L+K+EE+D_ADDR+Y	BIOLOGICAL	3	3	1	1	NO	G407-E1903	0	Gib den Posten über die Verbindung auf Grad II hier.
L+K+EE+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3372	0	Gib den Posten über die Verbindung auf Grad II.
L+K+Y	BIOLOGICAL	2	1	1	1	NO	G407-E2980	0	Gib den Posten über die Verbindung.
L+LOCAL_CHAR_F+CH+E+AL	BIOLOGICAL	1	1	1	1	NO	G407-E2532	0	Nimm über die Verbindung und am Zielort auf Grad I mit der lokalen Variante.
L+O	BIOLOGICAL	5	2	4	4	YES	G407-E1496	4	Über die Verbindung.
L+O+CHD+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3402	0	Bearbeite über die Verbindung als Ausführung; schließe den Schritt.
L+O+D_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E2695	0	Über die Verbindung hier.
L+O+IIN	PHARMA	1	1	1	1	NO	G407-E4352	0	Über die Verbindung auf der bezeichneten Stufe.
L+O+M_LOCAL	BIOLOGICAL	1	1	1	1	NO	G407-E2560	0	Über die Verbindung hier.
L+OL	BIOLOGICAL	10	6	6	6	YES	G407-E1483	8	Weiter: Über die Verbindung.
L+OL	CELESTIAL	1	1	1	1	NO	G407-E1139	0	Weiter: Über die Verbindung.
L+OL	HERBAL	1	1	1	1	NO	G407-E0555	0	Weiter: Über die Verbindung.
L+OL+CHD+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1675	0	Weiter: Bearbeite über die Verbindung; schließe den Schritt.
L+OL+OL	BIOLOGICAL	2	2	2	2	YES	G407-E2345	1	Weiter und Weiter: Über die Verbindung.
L+OL+Y	BIOLOGICAL	3	2	3	3	YES	G407-E2401	2	Weiter: Über die Verbindung: Posten.
L+OR	BIOLOGICAL	4	3	3	3	YES	G407-E1613	3	Über die Verbindung: Einheit.
L+P+CHD+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3456	0	Setze den Posten ein; bearbeite den Posten über die Verbindung.
L+R	BIOLOGICAL	1	1	1	1	NO	G407-E3446	0	Markiere über die Verbindung.
L+SH	BIOLOGICAL	1	1	1	1	NO	G407-E2239	0	Halte über die Verbindung.
L+SH+CH+T+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2108	0	Halte den Posten; nimm den Posten; stelle den Posten über die Verbindung ein.
L+SH+E	BIOLOGICAL	2	2	1	1	NO	G407-E2208	0	Halte über die Verbindung auf Grad I.
L+SH+E+DY	BIOLOGICAL	7	5	1	1	NO	G407-E1492	0	Halte über die Verbindung auf Grad I; schließe den Schritt.
L+SH+E+D_ADDR+AR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1574	0	Halte den Posten über die Verbindung und vom Ausgang auf Grad I hier.
L+SH+E+T+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3109	0	Halte den Posten; stelle den Posten über die Verbindung ein auf Grad I.
L+SH+E+Y	BIOLOGICAL	3	3	1	1	NO	G407-E1452	0	Halte den Posten über die Verbindung auf Grad I.
L+SH+EE	HERBAL	1	1	1	1	NO	G407-E4572	0	Halte über die Verbindung auf Grad II.
L+SH+EE+D_ADDR+Y	BIOLOGICAL	4	3	1	1	NO	G407-E2351	0	Halte den Posten über die Verbindung auf Grad II hier.
L+SH+EE+Y	BIOLOGICAL	2	1	1	1	NO	G407-E2487	0	Halte den Posten über die Verbindung auf Grad II.
L+SH+L	BIOLOGICAL	1	1	1	1	NO	G407-E2722	0	Halte über die Verbindung und über die Verbindung.
L+SH+O	BIOLOGICAL	1	1	1	1	NO	G407-E3113	0	Halte über die Verbindung als Ausführung.
L+T+AIIN	BIOLOGICAL	1	1	1	1	NO	G407-E2633	0	Stelle den Wert über die Verbindung ein.
L+T+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E1446	0	Stelle den Anteil über die Verbindung ein.
L+T+AR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3065	0	Stelle den Posten über die Verbindung und vom Ausgang ein.
L+T+E+DY	BIOLOGICAL	2	2	2	2	YES	G407-E1729	1	Stelle über die Verbindung ein auf Grad I; schließe den Schritt.
L+T+EE+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3309	0	Stelle den Posten über die Verbindung ein auf Grad II hier.
L+Y	BIOLOGICAL	11	8	7	7	YES	G407-E1434	7	Über die Verbindung: Posten.
L+Y	PHARMA	1	1	1	1	NO	G407-E3942	0	Über die Verbindung: Posten.
LOCAL_CHAR_F+AR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0186	0	Vom Ausgang mit der lokalen Variante.
LOCAL_CHAR_F+A_ADDR+CH+Y+S	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0001	0	Nimm den Posten; wähle den Posten mit der lokalen Variante und hier.
LOCAL_CHAR_F+CH+EE+Y	HERBAL	1	1	1	1	NO	G407-E4438	0	Nimm den Posten auf Grad II mit der lokalen Variante.
LOCAL_CHAR_F+CH+O+D_ADDR+AIIN	HERBAL	1	1	1	1	NO	G407-E4528	0	Nimm den Wert als Ausführung mit der lokalen Variante und hier.
LOCAL_CHAR_F+O+AR	HERBAL	1	1	1	1	NO	G407-E0667	0	Vom Ausgang mit der lokalen Variante.
LOCAL_CHAR_F+SH+O+DY	HERBAL	1	1	1	1	NO	G407-E0443	0	Halte als Ausführung mit der lokalen Variante; schließe den Schritt.
LOCAL_CHAR_G	HERBAL	1	1	1	1	NO	G407-E0590	0	Mit der lokalen Variante.
LOCAL_CHAR_G+IIN	CELESTIAL	1	1	1	1	NO	G407-E0953	0	Auf der bezeichneten Stufe mit der lokalen Variante.
M_LOCAL+OL	HERBAL	1	1	1	1	NO	G407-E0512	0	Weiter: Hier.
O	BIOLOGICAL	11	7	5	5	YES	G407-E1688	7	Führe die bezeichnete Karte aus.
O	CELESTIAL	7	5	6	6	YES	G407-E1204	6	Führe die bezeichnete Karte aus.
O	HERBAL	6	4	6	6	YES	G407-E0234	5	Führe die bezeichnete Karte aus.
O	PHARMA	3	1	3	3	YES	G407-E4308	2	Führe die bezeichnete Karte aus.
O	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0181	0	Führe die bezeichnete Karte aus.
O+AIIN	CELESTIAL	1	1	1	1	NO	G407-E1011	0	Führe den Wert aus.
O+AIIN	HERBAL	1	1	1	1	NO	G407-E0766	0	Führe den Wert aus.
O+AIN	PHARMA	1	1	1	1	NO	G407-E3816	0	Führe den Anteil aus.
O+AM_ADDR	HERBAL	2	2	2	2	YES	G407-E0526	1	Hier.
O+AM_ADDR	PHARMA	3	2	3	3	YES	G407-E3818	2	Hier.
O+AR	PHARMA	1	1	1	1	NO	G407-E4061	0	Vom Ausgang.
O+CH+E+O+L	PHARMA	1	1	1	1	NO	G407-E4380	0	Nimm über die Verbindung auf Grad I als Ausführung.
O+CH+E+Y	CELESTIAL	1	1	1	1	NO	G407-E1074	0	Nimm den Posten auf Grad I als Ausführung.
O+CH+K+E+Y	BIOLOGICAL	4	3	1	1	NO	G407-E2299	0	Nimm den Posten; gib den Posten auf Grad I als Ausführung.
O+CH+K+E+Y	PHARMA	4	4	1	1	NO	G407-E3798	0	Nimm den Posten; gib den Posten auf Grad I als Ausführung.
O+CH+K+Y	CELESTIAL	1	1	1	1	NO	G407-E0970	0	Nimm den Posten; gib den Posten als Ausführung.
O+CH+K+Y	PHARMA	1	1	1	1	NO	G407-E4288	0	Nimm den Posten; gib den Posten als Ausführung.
O+CH+P+OR+AIIN	HERBAL	1	1	1	1	NO	G407-E0611	0	Nimm die Einheit und den Wert; setze die Einheit und den Wert ein als Ausführung.
O+CH+T+E+OL	BIOLOGICAL	1	1	1	1	NO	G407-E3200	0	Weiter: Nimm; stelle ein auf Grad I als Ausführung.
O+CH+T+E+OL+AR+L	CELESTIAL	1	1	1	1	NO	G407-E1420	0	Weiter: Nimm; stelle vom Ausgang und über die Verbindung ein auf Grad I als Ausführung.
O+CH+T+O+D_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E0217	0	Nimm den Posten; stelle den Posten ein als Ausführung hier.
O+CH+T+OL+E	CELESTIAL	1	1	1	1	NO	G407-E0959	0	Weiter: Nimm; stelle ein auf Grad I als Ausführung.
O+CH+T+OR	HERBAL	1	1	1	1	NO	G407-E0528	0	Nimm die Einheit; stelle die Einheit ein als Ausführung.
O+CH+T+Y	PHARMA	1	1	1	1	NO	G407-E4072	0	Nimm den Posten; stelle den Posten ein als Ausführung.
O+CH+T+Y+L	HERBAL	1	1	1	1	NO	G407-E0626	0	Nimm den Posten; stelle den Posten über die Verbindung ein als Ausführung.
O+CHD+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2820	0	Bearbeite vom Ausgang als Ausführung.
O+CHD+Y	HERBAL	2	2	1	1	NO	G407-E0688	0	Bearbeite den Posten als Ausführung.
O+DA+E+IIN	CELESTIAL	1	1	1	1	NO	G407-E0909	0	Auf der zweiten Stufe, auf Grad I und auf der bezeichneten Stufe.
O+DA+L	CELESTIAL	1	1	1	1	NO	G407-E0951	0	Über die Verbindung auf der zweiten Stufe.
O+DA+LOCAL_CHAR_I+IIN	CELESTIAL	1	1	1	1	NO	G407-E0980	0	Auf der zweiten Stufe und auf der bezeichneten Stufe mit der lokalen Variante.
O+DA+S	CELESTIAL	1	1	1	1	NO	G407-E0946	0	Wähle auf der zweiten Stufe als Ausführung.
O+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2862	0	Schließe den Schritt.
O+DY	HERBAL	4	3	4	4	YES	G407-E0253	3	Schließe den Schritt.
O+D_ADDR+AIIN	BIOLOGICAL	1	1	1	1	NO	G407-E2836	0	Führe den Wert aus hier.
O+D_ADDR+AIIN	HERBAL	3	3	3	3	YES	G407-E0303	2	Führe den Wert aus hier.
O+D_ADDR+AIIN	PHARMA	1	1	1	1	NO	G407-E4001	0	Führe den Wert aus hier.
O+D_ADDR+AIIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0100	0	Führe den Wert aus hier.
O+D_ADDR+AIIN+M_LOCAL	HERBAL	1	1	1	1	NO	G407-E0690	0	Führe den Wert aus hier und hier.
O+D_ADDR+AIN	CELESTIAL	1	1	1	1	NO	G407-E1024	0	Führe den Anteil aus hier.
O+D_ADDR+AM_ADDR	HERBAL	1	1	1	1	NO	G407-E0465	0	Hier und hier.
O+D_ADDR+AR	BIOLOGICAL	1	1	1	1	NO	G407-E1615	0	Vom Ausgang hier.
O+D_ADDR+AR	CELESTIAL	1	1	1	1	NO	G407-E1323	0	Vom Ausgang hier.
O+D_ADDR+AR	HERBAL	1	1	1	1	NO	G407-E0456	0	Vom Ausgang hier.
O+D_ADDR+AR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0047	0	Vom Ausgang hier.
O+D_ADDR+CH+EE+S	HERBAL	1	1	1	1	NO	G407-E0627	0	Nimm; wähle auf Grad II als Ausführung hier.
O+D_ADDR+CH+T+Y	HERBAL	1	1	1	1	NO	G407-E0460	0	Nimm den Posten; stelle den Posten ein als Ausführung hier.
O+D_ADDR+EE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2423	0	Auf Grad II hier; schließe den Schritt.
O+D_ADDR+L	HERBAL	1	1	1	1	NO	G407-E0350	0	Über die Verbindung hier.
O+D_ADDR+OR	HERBAL	1	1	1	1	NO	G407-E0676	0	Führe die Einheit aus hier.
O+D_ADDR+S	HERBAL	1	1	1	1	NO	G407-E0461	0	Wähle als Ausführung hier.
O+D_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E0397	0	Führe den Posten aus hier.
O+E+AR	CELESTIAL	1	1	1	1	NO	G407-E0950	0	Vom Ausgang auf Grad I.
O+E+CH+K+Y	PHARMA	1	1	1	1	NO	G407-E4281	0	Nimm den Posten; gib den Posten auf Grad I als Ausführung.
O+E+D_ADDR+AIN	HERBAL	1	1	1	1	NO	G407-E0692	0	Führe den Anteil aus auf Grad I hier.
O+E+K+AIN	CELESTIAL	1	1	1	1	NO	G407-E0911	0	Gib den Anteil auf Grad I als Ausführung.
O+E+K+E+OL	PHARMA	1	1	1	1	NO	G407-E3950	0	Weiter: Gib auf Grad I und auf Grad I als Ausführung.
O+E+K+SH+Y	HERBAL	1	1	1	1	NO	G407-E4461	0	Gib den Posten; halte den Posten auf Grad I als Ausführung.
O+E+OR	HERBAL	1	1	1	1	NO	G407-E0637	0	Führe die Einheit aus auf Grad I.
O+E+P+AIIN	HERBAL	1	1	1	1	NO	G407-E4460	0	Setze den Wert ein auf Grad I als Ausführung.
O+E+S+E+AR+LOCAL_CHAR_I+E+S	HERBAL	1	1	1	1	NO	G407-E0628	0	Wähle; wähle vom Ausgang auf Grad I, auf Grad I und auf Grad I als Ausführung mit der lokalen Variante.
O+EE+O+S	CELESTIAL	1	1	1	1	NO	G407-E1018	0	Wähle auf Grad II als Ausführung.
O+EE+OR	PHARMA	1	1	1	1	NO	G407-E4245	0	Führe die Einheit aus auf Grad II.
O+EE+Y	CELESTIAL	1	1	1	1	NO	G407-E1242	0	Führe den Posten aus auf Grad II.
O+EE+Y	PHARMA	2	2	2	2	YES	G407-E3953	1	Führe den Posten aus auf Grad II.
O+EEE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2802	0	Auf Grad III; schließe den Schritt.
O+EEE+D_ADDR	HERBAL	1	1	1	1	NO	G407-E0696	0	Auf Grad III hier.
O+EEE+S	HERBAL	1	1	1	1	NO	G407-E0390	0	Wähle auf Grad III als Ausführung.
O+EEE+Y	HERBAL	1	1	1	1	NO	G407-E0673	0	Führe den Posten aus auf Grad III.
O+G_LABEL	CELESTIAL	1	1	1	1	NO	G407-E0965	0	Mit der lokalen Variante.
O+IIN	BIOLOGICAL	6	3	5	5	YES	G407-E2281	4	Auf der bezeichneten Stufe.
O+IIN	CELESTIAL	3	3	3	3	YES	G407-E0964	2	Auf der bezeichneten Stufe.
O+IIN	HERBAL	1	1	1	1	NO	G407-E0414	0	Auf der bezeichneten Stufe.
O+IIN	PHARMA	2	2	2	2	YES	G407-E4091	1	Auf der bezeichneten Stufe.
O+IIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0098	0	Auf der bezeichneten Stufe.
O+L+SH+E+O+D_ADDR+Y	PHARMA	1	1	1	1	NO	G407-E3870	0	Halte den Posten über die Verbindung auf Grad I als Ausführung hier.
O+LOCAL_CHAR_F	HERBAL	1	1	1	1	NO	G407-E0488	0	Mit der lokalen Variante.
O+LOCAL_CHAR_F+AL	PHARMA	1	1	1	1	NO	G407-E3923	0	Am Zielort mit der lokalen Variante.
O+LOCAL_CHAR_F+AR	CELESTIAL	1	1	1	1	NO	G407-E0931	0	Vom Ausgang mit der lokalen Variante.
O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2934	0	Halte den Posten; gib den Posten über die Verbindung auf Grad I als Ausführung mit der lokalen Variante und hier.
O+LOCAL_CHAR_F+CHD+Y	HERBAL	1	1	1	1	NO	G407-E4403	0	Bearbeite den Posten als Ausführung mit der lokalen Variante.
O+LOCAL_CHAR_F+SH+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2719	0	Halte den Posten als Ausführung mit der lokalen Variante und hier.
O+LOCAL_CHAR_F+Y+DY	CELESTIAL	1	1	1	1	NO	G407-E0975	0	Führe den Posten aus mit der lokalen Variante; schließe den Schritt.
O+OK+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E1607	0	Setze den Anteil als Ausführung.
O+OL	CELESTIAL	1	1	1	1	NO	G407-E0943	0	Weiter: Führe die bezeichnete Karte aus.
O+OL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0196	0	Weiter: Führe die bezeichnete Karte aus.
O+OT+OR	HERBAL	1	1	1	1	NO	G407-E0292	0	Danach: Führe die Einheit aus.
O+P+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2269	0	Setze vom Ausgang ein als Ausführung.
O+P+AR+CH+Y	CELESTIAL	1	1	1	1	NO	G407-E0928	0	Setze den Posten ein; nimm den Posten vom Ausgang als Ausführung.
O+P+CH+E+OL	PHARMA	1	1	1	1	NO	G407-E4298	0	Weiter: Setze ein; nimm auf Grad I als Ausführung.
O+P+CH+E+OR	PHARMA	1	1	1	1	NO	G407-E4297	0	Setze die Einheit ein; nimm die Einheit auf Grad I als Ausführung.
O+P+CH+EE+OL	CELESTIAL	1	1	1	1	NO	G407-E1033	0	Weiter: Setze ein; nimm auf Grad II als Ausführung.
O+P+CH+OL+AL+AIIN	CELESTIAL	1	1	1	1	NO	G407-E1394	0	Weiter: Setze den Wert ein; nimm den Wert am Zielort als Ausführung.
O+P+CH+OR	HERBAL	1	1	1	1	NO	G407-E0372	0	Setze die Einheit ein; nimm die Einheit als Ausführung.
O+P+CH+OR+DY	HERBAL	1	1	1	1	NO	G407-E0497	0	Setze die Einheit ein; nimm die Einheit als Ausführung; schließe den Schritt.
O+P+CHD+DY	BIOLOGICAL	2	2	2	2	YES	G407-E2203	1	Setze ein; bearbeite als Ausführung; schließe den Schritt.
O+P+CHD+Y	BIOLOGICAL	2	2	1	1	NO	G407-E1841	0	Setze den Posten ein; bearbeite den Posten als Ausführung.
O+P+E+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3457	0	Setze ein auf Grad I als Ausführung; schließe den Schritt.
O+P+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2144	0	Setze den Posten ein auf Grad I als Ausführung.
O+P+O+AM_ADDR	HERBAL	1	1	1	1	NO	G407-E0607	0	Setze ein als Ausführung hier.
O+P+O+D_ADDR+OL	CELESTIAL	1	1	1	1	NO	G407-E0902	0	Weiter: Setze ein als Ausführung hier.
O+P+OL	BIOLOGICAL	1	1	1	1	NO	G407-E2812	0	Weiter: Setze ein als Ausführung.
O+P+SH+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1835	0	Setze den Posten ein; halte den Posten als Ausführung hier.
O+P+SH+E+Y	BIOLOGICAL	2	2	1	1	NO	G407-E1839	0	Setze den Posten ein; halte den Posten auf Grad I als Ausführung.
O+P+SH+O+DY	HERBAL	1	1	1	1	NO	G407-E0610	0	Setze ein; halte als Ausführung; schließe den Schritt.
O+P+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2215	0	Setze den Posten ein als Ausführung.
O+P+Y	CELESTIAL	1	1	1	1	NO	G407-E0916	0	Setze den Posten ein als Ausführung.
O+P+Y	HERBAL	3	1	1	1	NO	G407-E0367	0	Setze den Posten ein als Ausführung.
O+P+Y+DY	HERBAL	1	1	1	1	NO	G407-E0447	0	Setze den Posten ein als Ausführung; schließe den Schritt.
O+P+Y+D_ADDR+LOCAL_CHAR_G	HERBAL	1	1	1	1	NO	G407-E0474	0	Setze den Posten ein als Ausführung hier und mit der lokalen Variante.
O+P+Y+K+E+Y	PHARMA	1	1	1	1	NO	G407-E3971	0	Setze den Posten und den Posten ein; gib den Posten und den Posten auf Grad I als Ausführung.
O+S+AIN	HERBAL	1	1	1	1	NO	G407-E0296	0	Wähle den Anteil als Ausführung.
O+SH+E+O	CELESTIAL	1	1	1	1	NO	G407-E1059	0	Halte auf Grad I als Ausführung.
O+SH+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3149	0	Halte den Posten auf Grad I als Ausführung.
O+SH+EE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2821	0	Halte auf Grad II als Ausführung; schließe den Schritt.
O+SH+OR	HERBAL	1	1	1	1	NO	G407-E0565	0	Halte die Einheit als Ausführung.
O+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2279	0	Führe den Posten aus.
O+Y	HERBAL	1	1	1	1	NO	G407-E0421	0	Führe den Posten aus.
O+Y+D_ADDR+AR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0050	0	Führe den Posten aus vom Ausgang hier.
O+Y+K+CH+OR	HERBAL	1	1	1	1	NO	G407-E0285	0	Gib den Posten und die Einheit; nimm den Posten und die Einheit als Ausführung.
OK	BIOLOGICAL	1	1	1	1	NO	G407-E1456	0	Setze.
OK	HERBAL	2	2	2	2	YES	G407-E0671	1	Setze.
OK	SOURCE_SECTION_T	2	1	2	2	YES	G407-E0203	1	Setze.
OK+AIIN	BIOLOGICAL	44	11	1	1	NO	G407-E1823	0	Setze den Wert.
OK+AIIN	CELESTIAL	7	5	1	1	NO	G407-E1132	0	Setze den Wert.
OK+AIIN	HERBAL	11	5	1	1	NO	G407-E0515	0	Setze den Wert.
OK+AIIN	PHARMA	1	1	1	1	NO	G407-E3877	0	Setze den Wert.
OK+AIIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0037	0	Setze den Wert.
OK+AIN	BIOLOGICAL	54	12	1	1	NO	G407-E1440	0	Setze den Anteil.
OK+AIN	HERBAL	7	3	1	1	NO	G407-E0550	0	Setze den Anteil.
OK+AIN	PHARMA	1	1	1	1	NO	G407-E4096	0	Setze den Anteil.
OK+AIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0103	0	Setze den Anteil.
OK+AIR	BIOLOGICAL	3	3	2	2	YES	G407-E1514	1	Setze entlang der Bahn.
OK+AIR	PHARMA	1	1	1	1	NO	G407-E4149	0	Setze entlang der Bahn.
OK+AL	BIOLOGICAL	34	13	4	4	YES	G407-E1518	6	Setze am Zielort.
OK+AL	CELESTIAL	5	5	2	2	YES	G407-E1049	2	Setze am Zielort.
OK+AL	HERBAL	7	3	3	3	YES	G407-E0574	6	Setze am Zielort.
OK+AL	PHARMA	1	1	1	1	NO	G407-E4301	0	Setze am Zielort.
OK+AL+AL	CELESTIAL	1	1	1	1	NO	G407-E1184	0	Setze am Zielort und am Zielort.
OK+AL+AR	CELESTIAL	1	1	1	1	NO	G407-E1100	0	Setze am Zielort und vom Ausgang.
OK+AL+CH+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2095	0	Setze den Posten; nimm den Posten am Zielort auf Grad I.
OK+AL+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1659	0	Setze am Zielort; schließe den Schritt.
OK+AL+O+DY	HERBAL	1	1	1	1	NO	G407-E4427	0	Setze am Zielort als Ausführung; schließe den Schritt.
OK+AL+OR+O	BIOLOGICAL	1	1	1	1	NO	G407-E1998	0	Setze die Einheit am Zielort als Ausführung.
OK+AL+Y	BIOLOGICAL	3	3	1	1	NO	G407-E2050	0	Setze den Posten am Zielort.
OK+AL+Y	CELESTIAL	2	1	1	1	NO	G407-E1263	0	Setze den Posten am Zielort.
OK+AM_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E1580	0	Setze hier.
OK+AM_ADDR	CELESTIAL	1	1	1	1	NO	G407-E1080	0	Setze hier.
OK+AM_ADDR	HERBAL	1	1	1	1	NO	G407-E0629	0	Setze hier.
OK+AN	BIOLOGICAL	1	1	1	1	NO	G407-E1498	0	Setze in der bezeichneten Klasse.
OK+AN	HERBAL	1	1	1	1	NO	G407-E4430	0	Setze in der bezeichneten Klasse.
OK+AN	SOURCE_SECTION_T	2	2	2	2	YES	G407-E0039	1	Setze in der bezeichneten Klasse.
OK+AR	BIOLOGICAL	26	11	3	3	YES	G407-E1427	3	Setze vom Ausgang.
OK+AR	CELESTIAL	2	2	1	1	NO	G407-E1205	0	Setze vom Ausgang.
OK+AR	HERBAL	8	3	3	3	YES	G407-E0713	4	Setze vom Ausgang.
OK+AR	PHARMA	3	3	2	2	YES	G407-E4039	1	Setze vom Ausgang.
OK+AR+AR	CELESTIAL	1	1	1	1	NO	G407-E1314	0	Setze vom Ausgang und vom Ausgang.
OK+AR+AR	HERBAL	1	1	1	1	NO	G407-E4497	0	Setze vom Ausgang und vom Ausgang.
OK+AR+CHD+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3264	0	Setze den Posten; bearbeite den Posten vom Ausgang.
OK+AR+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1488	0	Setze vom Ausgang; schließe den Schritt.
OK+A_ADDR+IIN+K+AL+Y	CELESTIAL	1	1	1	1	NO	G407-E1095	0	Setze den Posten; gib den Posten am Zielort auf der bezeichneten Stufe hier.
OK+A_ADDR+LOCAL_CHAR_I+IIN	CELESTIAL	1	1	1	1	NO	G407-E1055	0	Setze auf der bezeichneten Stufe hier und mit der lokalen Variante.
OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	CELESTIAL	1	1	1	1	NO	G407-E1398	0	Setze den Posten; setze den Posten ein; nimm den Posten hier und mit der lokalen Variante.
OK+A_ADDR+S	BIOLOGICAL	1	1	1	1	NO	G407-E2204	0	Setze; wähle hier.
OK+A_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E4414	0	Setze den Posten hier.
OK+CH	HERBAL	1	1	1	1	NO	G407-E0670	0	Setze; nimm.
OK+CH+AL	CELESTIAL	1	1	1	1	NO	G407-E1232	0	Setze; nimm am Zielort.
OK+CH+AL	HERBAL	3	3	2	2	YES	G407-E0438	1	Setze; nimm am Zielort.
OK+CH+E+O	HERBAL	1	1	1	1	NO	G407-E0873	0	Setze; nimm auf Grad I als Ausführung.
OK+CH+E+O+R	HERBAL	1	1	1	1	NO	G407-E0490	0	Setze; nimm; markiere auf Grad I als Ausführung.
OK+CH+E+O+R	PHARMA	1	1	1	1	NO	G407-E4187	0	Setze; nimm; markiere auf Grad I als Ausführung.
OK+CH+E+Y	HERBAL	1	1	1	1	NO	G407-E0807	0	Setze den Posten; nimm den Posten auf Grad I.
OK+CH+EE+Y	HERBAL	1	1	1	1	NO	G407-E0890	0	Setze den Posten; nimm den Posten auf Grad II.
OK+CH+O	HERBAL	1	1	1	1	NO	G407-E0625	0	Setze; nimm als Ausführung.
OK+CH+O+AL	CELESTIAL	1	1	1	1	NO	G407-E1036	0	Setze; nimm am Zielort als Ausführung.
OK+CH+O+AM_ADDR	HERBAL	2	2	1	1	NO	G407-E0468	0	Setze; nimm als Ausführung hier.
OK+CH+O+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0057	0	Setze den Posten; nimm den Posten als Ausführung.
OK+CH+OR	CELESTIAL	1	1	1	1	NO	G407-E1133	0	Setze die Einheit; nimm die Einheit.
OK+CH+OR	HERBAL	4	2	1	1	NO	G407-E0413	0	Setze die Einheit; nimm die Einheit.
OK+CH+Y	HERBAL	2	2	1	1	NO	G407-E0587	0	Setze den Posten; nimm den Posten.
OK+CHD	HERBAL	1	1	1	1	NO	G407-E0734	0	Setze; bearbeite.
OK+CHD+DY	BIOLOGICAL	8	4	2	2	YES	G407-E1494	1	Setze; bearbeite; schließe den Schritt.
OK+CHD+DY	HERBAL	1	1	1	1	NO	G407-E4532	0	Setze; bearbeite; schließe den Schritt.
OK+CHD+DY+L	BIOLOGICAL	1	1	1	1	NO	G407-E2236	0	Setze; bearbeite über die Verbindung; schließe den Schritt.
OK+CHD+S+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2022	0	Setze; bearbeite; wähle; schließe den Schritt.
OK+CHD+Y	BIOLOGICAL	4	2	1	1	NO	G407-E2888	0	Setze den Posten; bearbeite den Posten.
OK+E+AL	BIOLOGICAL	1	1	1	1	NO	G407-E3562	0	Setze am Zielort auf Grad I.
OK+E+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2681	0	Setze vom Ausgang auf Grad I.
OK+E+AR+CH+E+O+L	PHARMA	1	1	1	1	NO	G407-E3962	0	Setze; nimm vom Ausgang und über die Verbindung auf Grad I und auf Grad I als Ausführung.
OK+E+CHD+DY	BIOLOGICAL	2	2	1	1	NO	G407-E1761	0	Setze; bearbeite auf Grad I; schließe den Schritt.
OK+E+DY	BIOLOGICAL	64	14	5	5	YES	G407-E1497	16	Setze auf Grad I; schließe den Schritt.
