page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v41_token_glosses_de	v42_token_glosses_de	v42_working_translation_de	v41_unknown_tokens	v42_unknown_tokens	v42_complete
f86v5	f86v5.21	T	4	5|7|9|11	yteey|qokees|yteey|lkey	YTEEY_ACTION|QOKEES_ACTION|YTEEY_ACTION|EXACT_WHOLE	oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey	Drogenfraktion I im Ansatz | Drogenfraktion I | Menge III | heiß, Grad III, im Ansatzrahmen | [yteey:?] | Eintrag: kalt, Stufe III | [qokees:?] | Menge III | [yteey:?] | kalt in der Mitte des Grades | [lkey:?]	Drogenfraktion I im Ansatz | Drogenfraktion I | Menge III | heiß, Grad III, im Ansatzrahmen | kühle hiervon bis zur Endstufe ab | Eintrag: kalt, Stufe III | erhitze die Charge bis zur Endstufe | Menge III | kühle hiervon bis zur Endstufe ab | kalt in der Mitte des Grades | Holzdroge bis zur mittleren Heizstufe	Drogenfraktion I im Ansatz; Drogenfraktion I; drei Teile; Ansatz auf Heizstufe III; kühle hiervon bis zur Endstufe ab; hierzu: kalt, Stufe III; erhitze die Charge bis zur Endstufe; drei Teile; kühle hiervon bis zur Endstufe ab; bis zur mittleren Kühlstufe; Holzdroge bis zur mittleren Heizstufe	4	0	1
f86v5	f86v5.22	T	2	1|2	ykaiin|ykeey	YKAIIN_ACTION|YKEEY_ACTION	ykaiin ykeey ykal chod aiin oeey teodkaiin otodaiin okain	[ykaiin:?] | [ykeey:?] | Eintrag: heißer Rohstoff, Klasse I | [chod:?] | Menge III | [oeey:?] | [teodkaiin:?] | [otodaiin:?] | heiß im Zubereitungsrahmen, Grad II	erhitze hiervon auf Stufe III | erhitze hiervon bis zur Endstufe und schließe ab | Eintrag: heißer Rohstoff, Klasse I | [chod:?] | Menge III | [oeey:?] | [teodkaiin:?] | [otodaiin:?] | heiß im Zubereitungsrahmen, Grad II	erhitze hiervon auf Stufe III; erhitze hiervon bis zur Endstufe und schließe ab; hierzu: heißer Rohstoff, Klasse I; [chod:?]; drei Teile; [oeey:?]; [teodkaiin:?]; [otodaiin:?]; heiß im Zubereitungsrahmen, Grad II	6	4	0
f86v5	f86v5.23	T	3	1|4|11	ykaiin|okol|ody	YKAIIN_ACTION|EXACT_WHOLE|EXACT_WHOLE	ykaiin or aiin okol chokar sheol qokar cheey or aiin ody	[ykaiin:?] | Drogenportion | Menge III | [okol:?] | [chokar:?] | feuchtes Material | heiße Drogenfraktion I | trocken am Ende des Grades | Drogenportion | Menge III | [ody:?]	erhitze hiervon auf Stufe III | Drogenportion | Menge III | heißer Ansatzstoff | [chokar:?] | feuchtes Material | heiße Drogenfraktion I | trocken am Ende des Grades | Drogenportion | Menge III | fertiggestellter Ansatz	erhitze hiervon auf Stufe III; Drogenportion; drei Teile; heißer Ansatzstoff; [chokar:?]; feuchtes Material; heiße Drogenfraktion I; vollständig getrocknet; Drogenportion; drei Teile; fertiggestellter Ansatz	4	1	0
f86v5	f86v5.30	T	1	7	kchol	EXACT_WHOLE	odaiin otchees chey chodaiin shedy otal kchol shy olkeeeary	Zubereitungsdosis III | [otchees:?] | trocken in der Mitte des Grades | Trockenansatz, Dosis III | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [kchol:?] | feucht am Anfang des Grades | [olkeeeary:?]	Zubereitungsdosis III | [otchees:?] | trocken in der Mitte des Grades | Trockenansatz, Dosis III | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | erhitztes Trockengut | feucht am Anfang des Grades | [olkeeeary:?]	Zubereitungsdosis III; [otchees:?]; bis zur mittleren Trockenstufe; Trockenansatz, Dosis III; bis zur mittleren Einweichstufe gebracht; Rohstoff I, leicht gekühlt im Ansatz; erhitztes Trockengut; leicht angefeuchtet; [olkeeeary:?]	3	2	0
f86v5	f86v5.32	T	1	1	dshey	EXACT_WHOLE	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	[dshey:?] | Eintrag: kalt-trockene Grundform | Qualitäts-/Wertfeld geschlossen | Rohstoffklasse I, kalt am Gradanfang | feucht am Anfang des Grades, abgeschlossen | Drogenportion | Menge III | Trockenansatz, abgeschlossen | trocken in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kühle den Ansatz ab und schließe | Menge III	eine Dosis bis zur Mittelstufe angefeuchtete Droge | Eintrag: kalt-trockene Grundform | Qualitäts-/Wertfeld geschlossen | Rohstoffklasse I, kalt am Gradanfang | feucht am Anfang des Grades, abgeschlossen | Drogenportion | Menge III | Trockenansatz, abgeschlossen | trocken in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kühle den Ansatz ab und schließe | Menge III	eine Dosis bis zur Mittelstufe angefeuchtete Droge; hierzu: kalt-trockene Grundform; Rohstoff I, kalt am Gradanfang; leicht angefeuchtet, abgeschlossen; Drogenportion; drei Teile; Trockenansatz, abgeschlossen; bis zur mittleren Trockenstufe; Grundansatz; kühle den Ansatz ab und schließe; drei Teile	1	0	1
f86v5	f86v5.33	T	1	7	qopcheey	QOPCHEEY_ACTION	qokeey ol kaiin ol kain olkeedy qopcheey oty daiin otam	heiß am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | Holzdrogenansatz vollständig erhitzt und abgeschlossen | [qopcheey:?] | kalter Ansatz am Anfang des Grades | Grad-/Maßwert III | ein Maß kalten Ansatzes	heiß am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | Holzdrogenansatz vollständig erhitzt und abgeschlossen | nimm vollständig getrocknetes Pulverpräparat | kalter Ansatz am Anfang des Grades | Grad-/Maßwert III | ein Maß kalten Ansatzes	bis zur Heizendstufe; Grundansatz; heiß, Grad III; Grundansatz; heiß, Grad II; Holzdrogenansatz vollständig erhitzt und abgeschlossen; nimm vollständig getrocknetes Pulverpräparat; kalter Ansatz am Anfang des Grades; drei Maße; ein Maß kalten Ansatzes	1	0	1
f86v5	f86v5.37	T	1	8	oreeeg	EXACT_WHOLE	dchol chedy qotain otaiin ol cheody olkeeody oreeeg	Maß trockenen Materials | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | kalt im Zubereitungsrahmen, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | getrockneter Ansatz | vollständig ausgekochter Holzdrogenauszug | [oreeeg:?]	Maß trockenen Materials | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | kalt im Zubereitungsrahmen, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | getrockneter Ansatz | vollständig ausgekochter Holzdrogenauszug | lange ausgezogener und stark eingedickter Wurzelauszug	Maß trockenen Materials; bis zur mittleren Trockenstufe gebracht; kalt im qo-Rahmen, Grad II; kalt im Zubereitungsrahmen, Grad III; Grundansatz; getrockneter Ansatz; vollständig ausgekochter Holzdrogenauszug; lange ausgezogener und stark eingedickter Wurzelauszug	1	0	1
f86v5	f86v5.7	T	1	7	qopcheey	QOPCHEEY_ACTION	pdaiin qoteedy opchey qopor otol kshdy qopcheey shdar fchcfhy	[pdaiin:?] | kalt am Ende des Grades, abgeschlossen | Trockenpulver-Ansatz, Form I | [qopor:?] | kaltes Zubereitungsgut | heiß und feucht am Anfang des Grades, abgeschlossen | [qopcheey:?] | [shdar:?] | [fchcfhy:?]	[pdaiin:?] | kalt am Ende des Grades, abgeschlossen | Trockenpulver-Ansatz, Form I | [qopor:?] | kaltes Zubereitungsgut | heiß und feucht am Anfang des Grades, abgeschlossen | nimm vollständig getrocknetes Pulverpräparat | [shdar:?] | [fchcfhy:?]	[pdaiin:?]; bis zur Kühlendstufe gebracht; Trockenpulver-Ansatz, Form I; [qopor:?]; kaltes Zubereitungsgut; heiß und leicht angefeuchtet, abgeschlossen; nimm vollständig getrocknetes Pulverpräparat; [shdar:?]; [fchcfhy:?]	5	4	0
f86v5	f86v5.9	T	1	9	ykaiin	YKAIIN_ACTION	lkaiiin otain r al ykain chaiin y tal ykaiin otal ar alkam	[lkaiiin:?] | kalt im Zubereitungsrahmen, Grad II | Wurzel | Rohstoffklasse I | erhitze hiervon auf Stufe II | trocken, Grad III | hierzu: | Rohstoffklasse I, kalt am Gradanfang | [ykaiin:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Drogenfraktion I | [alkam:?]	[lkaiiin:?] | kalt im Zubereitungsrahmen, Grad II | Wurzel | Rohstoffklasse I | erhitze hiervon auf Stufe II | trocken, Grad III | hierzu: | Rohstoffklasse I, kalt am Gradanfang | erhitze hiervon auf Stufe III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Drogenfraktion I | [alkam:?]	[lkaiiin:?]; kalt im Zubereitungsrahmen, Grad II; Wurzel; Rohstoff I; erhitze hiervon auf Stufe II; trocken, Grad III; hierzu: Rohstoff I, kalt am Gradanfang; erhitze hiervon auf Stufe III; Rohstoff I, leicht gekühlt im Ansatz; Drogenfraktion I; [alkam:?]	3	2	0
f86v6	f86v6.10	T	2	2|6	ykaiin|dalor	YKAIIN_ACTION|EXACT_WHOLE	sarar ykaiin soldam sheol qckhy dalor olaiin olkaiin qodar o y	[sarar:?] | [ykaiin:?] | [soldam:?] | feuchtes Material | [qckhy:?] | [dalor:?] | Drogenstoff, Menge III | heiße Drogenbasis, Stufe III | [qodar:?] | Ansatzwasser | Eintrag abgeschlossen	[sarar:?] | erhitze hiervon auf Stufe III | [soldam:?] | feuchtes Material | [qckhy:?] | eine abgemessene Portion Rohdroge I | Drogenstoff, Menge III | heiße Drogenbasis, Stufe III | [qodar:?] | Ansatzwasser | Eintrag abgeschlossen	[sarar:?]; erhitze hiervon auf Stufe III; [soldam:?]; feuchtes Material; [qckhy:?]; eine abgemessene Portion Rohdroge I; drei Teile Holzdrogenansatz; Holzdrogenansatz auf Heizstufe III; [qodar:?]; Ansatzwasser.	6	4	0
f86v6	f86v6.11	T	1	6	yteedy	YTEEDY_ACTION	qokaiin olkeey qokeor or cheeaiin yteedy qoko lchdol or chcphar ar	heiß, Grad III | Holzdrogenansatz vollständig erhitzt | [qokeor:?] | Drogenportion | [cheeaiin:?] | [yteedy:?] | [qoko:?] | [lchdol:?] | Drogenportion | [chcphar:?] | Drogenfraktion I	heiß, Grad III | Holzdrogenansatz vollständig erhitzt | [qokeor:?] | Drogenportion | [cheeaiin:?] | kühle hiervon vollständig ab und schließe | [qoko:?] | [lchdol:?] | Drogenportion | [chcphar:?] | Drogenfraktion I	heiß, Grad III; Holzdrogenansatz vollständig erhitzt; [qokeor:?]; Drogenportion; [cheeaiin:?]; kühle hiervon vollständig ab und schließe; [qoko:?]; [lchdol:?]; Drogenportion; [chcphar:?]; Drogenfraktion I	6	5	0
f86v6	f86v6.14	T	1	8	lkey	EXACT_WHOLE	ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol ain	Eintrag/Bezug: heiß-trocken am Gradanfang | Trockengut, heiß im dritten Grad | trocken in der Mitte des Grades | Eintrag/Bezug: heiß am Gradende, abgeschlossen | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Drogenportion | [chcfhy:?] | [lkey:?] | heiße Drogenfraktion I im Ansatz | abgemessene Fraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge-/Klassenwert II	Eintrag/Bezug: heiß-trocken am Gradanfang | Trockengut, heiß im dritten Grad | trocken in der Mitte des Grades | Eintrag/Bezug: heiß am Gradende, abgeschlossen | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Drogenportion | [chcfhy:?] | Holzdroge bis zur mittleren Heizstufe | heiße Drogenfraktion I im Ansatz | abgemessene Fraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge-/Klassenwert II	Eintrag/Bezug: heiß-trocken am Gradanfang; Trockengut, heiß im dritten Grad; bis zur mittleren Trockenstufe; Eintrag/Bezug: heiß am Gradende, abgeschlossen; Rohstoff I, leicht erhitzt im Ansatz; Drogenportion; [chcfhy:?]; Holzdroge bis zur mittleren Heizstufe; heiße Drogenfraktion I im Ansatz; abgemessene Fraktion I; Grundansatz; zwei Teile	2	1	0
f86v6	f86v6.16	T	1	4	ykeey	YKEEY_ACTION	taiin okaiin qokaiin ykeey otain chey okam qokar qokain okaiin	kalt, Grad III | heiß, Grad III, im Ansatzrahmen | heiß, Grad III | [ykeey:?] | kalt im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | ein Maß heißen Ansatzes | heiße Drogenfraktion I | heiß, Grad II | heiß, Grad III, im Ansatzrahmen	kalt, Grad III | heiß, Grad III, im Ansatzrahmen | heiß, Grad III | erhitze hiervon bis zur Endstufe und schließe ab | kalt im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | ein Maß heißen Ansatzes | heiße Drogenfraktion I | heiß, Grad II | heiß, Grad III, im Ansatzrahmen	kalt, Grad III; Ansatz auf Heizstufe III; heiß, Grad III; erhitze hiervon bis zur Endstufe und schließe ab; kalt im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; ein Maß heißen Ansatzes; heiße Drogenfraktion I; heiß, Grad II; Ansatz auf Heizstufe III	1	0	1
f86v6	f86v6.21	T	2	7|12	yty|ody	YTY_ACTION|EXACT_WHOLE	oreeey lkeeor daiin olteody tar otyteeodaiin yty sheey tar ar am ody	[oreeey:?] | [lkeeor:?] | Menge/Portion III | [olteody:?] | kalte Drogenfraktion I | [otyteeodaiin:?] | [yty:?] | feucht am Ende des Grades | kalte Drogenfraktion I | Drogenfraktion I | Maßeinheit I | [ody:?]	[oreeey:?] | [lkeeor:?] | Menge/Portion III | [olteody:?] | kalte Drogenfraktion I | [otyteeodaiin:?] | kühle hiervon leicht ab | feucht am Ende des Grades | kalte Drogenfraktion I | Drogenfraktion I | Maßeinheit I | fertiggestellter Ansatz	[oreeey:?]; [lkeeor:?]; Menge/Portion III; [olteody:?]; kalte Drogenfraktion I; [otyteeodaiin:?]; kühle hiervon leicht ab; vollständig eingeweicht; kalte Drogenfraktion I; Drogenfraktion I; Maßeinheit I; fertiggestellter Ansatz	6	4	0
f86v6	f86v6.23	T	1	13	keodar	KEODAR_ACTION	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	heiße Drogenfraktion I | erhitzte Drogenbasis, fertig | kalte Drogenportion im Ansatz | trocken in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | vollständig getrocknetes Pulverpräparat | abgemessene Fraktion I | nimm hiervon die erste erhitzte Drogenfraktion | Drogenfraktion I | abgemessene Fraktion II | Menge-/Klassenwert II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keodar:?]	heiße Drogenfraktion I | erhitzte Drogenbasis, fertig | kalte Drogenportion im Ansatz | trocken in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | vollständig getrocknetes Pulverpräparat | abgemessene Fraktion I | nimm hiervon die erste erhitzte Drogenfraktion | Drogenfraktion I | abgemessene Fraktion II | Menge-/Klassenwert II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | miss die erste Fraktion des auf Mittelstufe erhitzten Ansatzes ab	heiße Drogenfraktion I; erhitzter Holzdrogenansatz, fertig; kalte Drogenportion im Ansatz; bis zur mittleren Trockenstufe gebracht; heiße Drogenfraktion I; vollständig getrocknetes Pulverpräparat; abgemessene Fraktion I; nimm hiervon die erste erhitzte Drogenfraktion; Drogenfraktion I; abgemessene Fraktion II; zwei Teile; Grundansatz; miss die erste Fraktion des auf Mittelstufe erhitzten Ansatzes ab	1	0	1
f86v6	f86v6.24	T	1	5	ody	EXACT_WHOLE	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	trocken in der Mitte des Grades | [keody:?] | kalter Trockenansatz | abgemessene Rohstoffmenge I | [ody:?] | heiß am Ende des Grades, abgeschlossen | getrocknetes Pulver | [ytshy:?] | [tody:?] | abgemessene Rohstoffmenge I | kalt und trocken in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | abseihen	trocken in der Mitte des Grades | [keody:?] | kalter Trockenansatz | abgemessene Rohstoffmenge I | fertiggestellter Ansatz | heiß am Ende des Grades, abgeschlossen | getrocknetes Pulver | [ytshy:?] | [tody:?] | abgemessene Rohstoffmenge I | kalt und trocken in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | abseihen	bis zur mittleren Trockenstufe; [keody:?]; kalter Trockenansatz; abgemessene Rohstoffmenge I; fertiggestellter Ansatz; bis zur Heizendstufe gebracht; getrocknetes Pulver; [ytshy:?]; [tody:?]; abgemessene Rohstoffmenge I; kalt und bis zur mittleren Trockenstufe gebracht; heiße Drogenfraktion I; seihe Vorstehendes ab.	4	3	0
f86v6	f86v6.25	T	2	1|5	yteedy|ykaiin	YTEEDY_ACTION|YKAIIN_ACTION	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	[yteedy:?] | heiße Drogenfraktion I | [olkar:?] | [qodar:?] | [ykaiin:?] | Drogenportion | [okeeeey:?] | [ofchedy:?] | heiß, Grad III | [araram:?]	kühle hiervon vollständig ab und schließe | heiße Drogenfraktion I | [olkar:?] | [qodar:?] | erhitze hiervon auf Stufe III | Drogenportion | [okeeeey:?] | [ofchedy:?] | heiß, Grad III | [araram:?]	kühle hiervon vollständig ab und schließe; heiße Drogenfraktion I; [olkar:?]; [qodar:?]; erhitze hiervon auf Stufe III; Drogenportion; [okeeeey:?]; [ofchedy:?]; heiß, Grad III; [araram:?]	7	5	0
f86v6	f86v6.29	T	1	6	ykaiin	YKAIIN_ACTION	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin	abgemessene Trockendroge, fertig | trockne die Krautdroge vollständig | feucht; nominal feuchtes Gut/Material | heißer Ansatz am Anfang des Grades | Eintrag: kalt, Stufe III | [ykaiin:?] | trocken in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | abgemessene Rohstoffmenge I | [shdaiin:?]	abgemessene Trockendroge, fertig | trockne die Krautdroge vollständig | feucht; nominal feuchtes Gut/Material | heißer Ansatz am Anfang des Grades | Eintrag: kalt, Stufe III | erhitze hiervon auf Stufe III | trocken in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | abgemessene Rohstoffmenge I | [shdaiin:?]	abgemessene Trockendroge, fertig; trockne die Krautdroge vollständig; Feuchtgut; leicht erhitzter Ansatz; hierzu: kalt, Stufe III; erhitze hiervon auf Stufe III; bis zur mittleren Trockenstufe gebracht; abgemessene Rohstoffmenge I; [shdaiin:?]	2	1	0
f86v6	f86v6.32	T	1	3	chsey	CHSEY_ACTION	qokeey qoeear chsey oky qokar or chey qotar ol kchedy qokaiin am	heiß am Ende des Grades | [qoeear:?] | [chsey:?] | heißer Ansatz am Anfang des Grades | heiße Drogenfraktion I | Drogenportion | trocken in der Mitte des Grades | kalte Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Maßeinheit I	heiß am Ende des Grades | [qoeear:?] | Saatgut bis zur mittleren Stufe trocknen | heißer Ansatz am Anfang des Grades | heiße Drogenfraktion I | Drogenportion | trocken in der Mitte des Grades | kalte Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Maßeinheit I	bis zur Heizendstufe; [qoeear:?]; Saatgut bis zur mittleren Stufe trocknen; leicht erhitzter Ansatz; heiße Drogenfraktion I; Drogenportion; bis zur mittleren Trockenstufe; kalte Drogenfraktion I; Grundansatz; heiß und bis zur mittleren Trockenstufe gebracht; heiß, Grad III; Maßeinheit I	2	1	0
f86v6	f86v6.33	T	1	4	lkchedy	LKCHEDY_ACTION	dar olkaiin ydy lkchedy okeeeykeey dl ld lo l sheey qokshey taiin g	abgemessene Fraktion I | heiße Drogenbasis, Stufe III | nächstes Wertfeld: | [lkchedy:?] | [okeeeykeey:?] | Rohstoffmaß | [ld:?] | Holzabsud | Holzstoff | feucht am Ende des Grades | heiß und feucht in der Mitte des Grades | kalt, Grad III | [g:?]	abgemessene Fraktion I | heiße Drogenbasis, Stufe III | nächstes Wertfeld: | Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen | [okeeeykeey:?] | Rohstoffmaß | [ld:?] | Holzabsud | Holzstoff | feucht am Ende des Grades | heiß und feucht in der Mitte des Grades | kalt, Grad III | [g:?]	abgemessene Fraktion I; Holzdrogenansatz auf Heizstufe III; nächstes Wertfeld: Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; [okeeeykeey:?]; Rohstoffmaß; [ld:?]; Holzstoff; vollständig eingeweicht; heiß und bis zur mittleren Einweichstufe; kalt, Grad III; [g:?]	4	3	0
f86v6	f86v6.36	T	1	6	cthdy	CTHDY_ACTION	dairal daiin qokar chol tal cthdy qokeey lkaiin olkaiin araiin	[dairal:?] | Grad-/Maßwert III | heiße Drogenfraktion I | trocken; nominal trockenes Gut/Material | Rohstoffklasse I, kalt am Gradanfang | [cthdy:?] | heiß am Ende des Grades | Holzdroge, heiß auf Stufe III | heiße Drogenbasis, Stufe III | [araiin:?]	[dairal:?] | Grad-/Maßwert III | heiße Drogenfraktion I | trocken; nominal trockenes Gut/Material | Rohstoffklasse I, kalt am Gradanfang | Krautdroge fertig aufbereiten | heiß am Ende des Grades | Holzdroge, heiß auf Stufe III | heiße Drogenbasis, Stufe III | [araiin:?]	[dairal:?]; drei Maße; heiße Drogenfraktion I; Trockengut; Rohstoff I, kalt am Gradanfang; Krautdroge fertig aufbereiten; bis zur Heizendstufe; Holzdroge, heiß auf Stufe III; Holzdrogenansatz auf Heizstufe III; [araiin:?]	3	2	0
f86v6	f86v6.7	T	1	8	olkal	EXACT_WHOLE	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	heiß, Grad III | hierzu: | [lchedor:?] | Drogenportion | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | [olkal:?] | Drogenportion | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Samen-/Saatgutposten | Drogenfraktion I | [archey:?] | Qualitäts-/Wertfeld geschlossen	heiß, Grad III | hierzu: | [lchedor:?] | Drogenportion | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | Holzdrogenansatz aus Rohstoff I leicht erhitzt | Drogenportion | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Samen-/Saatgutposten | Drogenfraktion I | [archey:?] | Qualitäts-/Wertfeld geschlossen	heiß, Grad III; hierzu: [lchedor:?]; Drogenportion; drei Teile; Grundansatz; Drogenportion; Holzdrogenansatz aus Rohstoff I leicht erhitzt; Drogenportion; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; Samen-/Saatgutposten; Drogenfraktion I; [archey:?].	3	2	0
f86v6	f86v6.8	T	1	1	ykaiin	YKAIIN_ACTION	ykaiin odaiin chal sair ytar chody ldaly chdal ykchedy ltchedy dar	[ykaiin:?] | Zubereitungsdosis III | Rohstoffklasse I, trocken am Gradanfang | Samenfraktion II | nimm hiervon die erste gekühlte Drogenfraktion | Trockenansatz, abgeschlossen | [ldaly:?] | trockene abgemessene Rohstoffmenge I am Gradanfang | [ykchedy:?] | [ltchedy:?] | abgemessene Fraktion I	erhitze hiervon auf Stufe III | Zubereitungsdosis III | Rohstoffklasse I, trocken am Gradanfang | Samenfraktion II | nimm hiervon die erste gekühlte Drogenfraktion | Trockenansatz, abgeschlossen | [ldaly:?] | trockene abgemessene Rohstoffmenge I am Gradanfang | [ykchedy:?] | [ltchedy:?] | abgemessene Fraktion I	erhitze hiervon auf Stufe III; Zubereitungsdosis III; Rohstoff I, trocken am Gradanfang; Samenfraktion II; nimm hiervon die erste gekühlte Drogenfraktion; Trockenansatz, abgeschlossen; [ldaly:?]; trockene abgemessene Rohstoffmenge I am Gradanfang; [ykchedy:?]; [ltchedy:?]; abgemessene Fraktion I	4	3	0
f86v6	f86v6.9	T	1	2	ykaiin	YKAIIN_ACTION	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	abgemessene Blüten-/Fruchtdroge | [ykaiin:?] | abgemessene Fraktion I | feucht am Ende des Grades | erhitzen | trockener Drogenstoff | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | Menge-/Klassenwert IV | [qoteeos:?] | Menge III	abgemessene Blüten-/Fruchtdroge | erhitze hiervon auf Stufe III | abgemessene Fraktion I | feucht am Ende des Grades | erhitzen | trockener Drogenstoff | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | Menge-/Klassenwert IV | [qoteeos:?] | Menge III	abgemessene Blüten-/Fruchtdroge; erhitze hiervon auf Stufe III; abgemessene Fraktion I; vollständig eingeweicht; erhitze Folgendes: trockener Drogenstoff; kalte Drogenfraktion I im Ansatz; Drogenfraktion I; vier Teile; [qoteeos:?]; drei Teile	2	1	0
f87r	f87r.3	H	2	3|4	ykeey|ody	YKEEY_ACTION|EXACT_WHOLE	tchor oteedy ykeey ody keos sheekchey saiidy	kalt-trockene Drogenportion | kalter Ansatz am Ende des Grades, abgeschlossen | [ykeey:?] | [ody:?] | [keos:?] | [sheekchey:?] | [saiidy:?]	kalt-trockene Drogenportion | kalter Ansatz am Ende des Grades, abgeschlossen | erhitze hiervon bis zur Endstufe und schließe ab | fertiggestellter Ansatz | [keos:?] | [sheekchey:?] | [saiidy:?]	kalt-trockene Drogenportion; Ansatz auf Kühlendstufe abgeschlossen; erhitze hiervon bis zur Endstufe und schließe ab; fertiggestellter Ansatz; [keos:?]; [sheekchey:?]; [saiidy:?]	5	3	0
f87v	f87v.12	H	1	2	chos	EXACT_WHOLE	ytcheoqo chos ckheos cheoy s cheol sal dain	[ytcheoqo:?] | [chos:?] | [ckheos:?] | [cheoy:?] | Samen-/Saatgutposten | trockener Drogenstoff | Saat-Rohstoff I | Grad-/Maßwert II	[ytcheoqo:?] | eine Charge Trockenansatz | [ckheos:?] | [cheoy:?] | Samen-/Saatgutposten | trockener Drogenstoff | Saat-Rohstoff I | Grad-/Maßwert II	[ytcheoqo:?]; eine Charge Trockenansatz; [ckheos:?]; [cheoy:?]; Samen-/Saatgutposten; trockener Drogenstoff; Saat-Rohstoff I; zwei Maße	4	3	0
f87v	f87v.13	H	1	4	ykaiin	YKAIIN_ACTION	ksheol qoar cfhs ykaiin saral aiim am	[ksheol:?] | Drogenfraktion I | [cfhs:?] | [ykaiin:?] | rohe Samenfraktion I | [aiim:?] | Maßeinheit I	[ksheol:?] | Drogenfraktion I | [cfhs:?] | erhitze hiervon auf Stufe III | rohe Samenfraktion I | [aiim:?] | Maßeinheit I	[ksheol:?]; Drogenfraktion I; [cfhs:?]; erhitze hiervon auf Stufe III; rohe Samenfraktion I; [aiim:?]; Maßeinheit I	4	3	0
