unified_index	register	page	unit_or_locus	visible_owner	source_id	desired_value_de	writing_layer	recipe_or_key	writer_action	resulting_visible_surface	result_status
629	ASTRO	f68r1	f68r1.34	A2_STAR_STATION_26	G248	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	osdaiin	GENERATED_OR_COPIED_EXACTLY
630	ASTRO	f68r1	f68r1.35	A2_STAR_STATION_27	G249	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[otochedy]	Copy the complete memorized Astro value sign	otochedy	GENERATED_OR_COPIED_EXACTLY
631	ASTRO	f68r1	f68r1.36	A2_STAR_STATION_28	G250	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[dolchedy]	Copy the complete memorized Astro value sign	dolchedy	GENERATED_OR_COPIED_EXACTLY
632	ASTRO	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	G251	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	oky	GENERATED_OR_COPIED_EXACTLY
633	ASTRO	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	G252	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[okchdy]	Copy the complete memorized Astro value sign	okchdy	GENERATED_OR_COPIED_EXACTLY
634	ASTRO	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	G253	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[okardy]	Copy the complete memorized Astro value sign	okardy	GENERATED_OR_COPIED_EXACTLY
635	ASTRO	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	G254	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::qe+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	qear	GENERATED_OR_COPIED_EXACTLY
636	ASTRO	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	G255	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::oyg+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	oygy	GENERATED_OR_COPIED_EXACTLY
637	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G256	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	dair	GENERATED_OR_COPIED_EXACTLY
638	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G257	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::cheyk+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	cheyky	GENERATED_OR_COPIED_EXACTLY
639	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G258	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::aza+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	otaza	GENERATED_OR_COPIED_EXACTLY
640	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G259	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	sar	GENERATED_OR_COPIED_EXACTLY
641	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G260	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ROOT+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ar	GENERATED_OR_COPIED_EXACTLY
642	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G261	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::chyk+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	chykar	GENERATED_OR_COPIED_EXACTLY
643	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G262	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	LOCAL_COPY_KEY	LOCAL_KEY[okoirsh]	Copy this key from the selected local diagram locus	okoirsh	GENERATED_OR_COPIED_EXACTLY
644	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G263	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ROOT+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ar	GENERATED_OR_COPIED_EXACTLY
645	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G264	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[chetody]	Copy the complete memorized Astro value sign	chetody	GENERATED_OR_COPIED_EXACTLY
646	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G265	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	LOCAL_COPY_KEY	LOCAL_KEY[okeeos]	Copy this key from the selected local diagram locus	okeeos	GENERATED_OR_COPIED_EXACTLY
647	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G266	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	LOCAL_COPY_KEY	LOCAL_KEY[o]	Copy this key from the selected local diagram locus	o	GENERATED_OR_COPIED_EXACTLY
648	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G267	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::t+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	tey	GENERATED_OR_COPIED_EXACTLY
649	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G268	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::otok+EEE+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	otokeeey	GENERATED_OR_COPIED_EXACTLY
650	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G269	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[okeeody]	Copy the complete memorized Astro value sign	okeeody	GENERATED_OR_COPIED_EXACTLY
651	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G270	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	okeey	GENERATED_OR_COPIED_EXACTLY
652	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G271	A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	LOCAL_COPY_KEY	LOCAL_KEY[doiir]	Copy this key from the selected local diagram locus	doiir	GENERATED_OR_COPIED_EXACTLY
653	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G272	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	LOCAL_COPY_KEY	LOCAL_KEY[teeo]	Copy this key from the selected local diagram locus	teeo	GENERATED_OR_COPIED_EXACTLY
654	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G273	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	y	GENERATED_OR_COPIED_EXACTLY
655	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G274	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	chey	GENERATED_OR_COPIED_EXACTLY
656	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G275	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::ROOT+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	ot	GENERATED_OR_COPIED_EXACTLY
657	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G276	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	y	GENERATED_OR_COPIED_EXACTLY
658	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G277	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[okedy]	Copy the complete memorized Astro value sign	okedy	GENERATED_OR_COPIED_EXACTLY
659	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G278	A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[chsdy]	Copy the complete memorized Astro value sign	chsdy	GENERATED_OR_COPIED_EXACTLY
660	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G279	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	LOCAL_COPY_KEY	LOCAL_KEY[okeod]	Copy this key from the selected local diagram locus	okeod	GENERATED_OR_COPIED_EXACTLY
661	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G280	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	y	GENERATED_OR_COPIED_EXACTLY
662	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G281	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dy	GENERATED_OR_COPIED_EXACTLY
663	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G282	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	choaiin	GENERATED_OR_COPIED_EXACTLY
664	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G283	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ok+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	okar	GENERATED_OR_COPIED_EXACTLY
665	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G284	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ok+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	okar	GENERATED_OR_COPIED_EXACTLY
666	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G285	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	chol	GENERATED_OR_COPIED_EXACTLY
667	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G286	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest ch/s.	LOCAL_COPY_KEY	LOCAL_KEY[chees]	Copy this key from the selected local diagram locus	chees	GENERATED_OR_COPIED_EXACTLY
668	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G287	A3_LEFT_WHEEL_RING_TEXT: aktueller Platz.	LOCAL_COPY_KEY	LOCAL_KEY[yto]	Copy this key from the selected local diagram locus	yto	GENERATED_OR_COPIED_EXACTLY
669	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G288	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	odair	GENERATED_OR_COPIED_EXACTLY
670	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G289	Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[oty]	Copy the complete memorized Astro value sign	oty	GENERATED_OR_COPIED_EXACTLY
671	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G290	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::eeo+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	oteeo	GENERATED_OR_COPIED_EXACTLY
672	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G291	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dar	GENERATED_OR_COPIED_EXACTLY
673	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G292	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	LOCAL_COPY_KEY	LOCAL_KEY[o]	Copy this key from the selected local diagram locus	o	GENERATED_OR_COPIED_EXACTLY
674	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G293	A3_LEFT_WHEEL_RING_TEXT: ausgewählter Klassenplatz.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[eykeody]	Copy the complete memorized Astro value sign	eykeody	GENERATED_OR_COPIED_EXACTLY
675	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G294	Radstelle A3_LEFT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::dch+OR	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	dchor	GENERATED_OR_COPIED_EXACTLY
676	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	G295	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	char	GENERATED_OR_COPIED_EXACTLY
677	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G296	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität.	LOCAL_COPY_KEY	LOCAL_KEY[yka]	Copy this key from the selected local diagram locus	yka	GENERATED_OR_COPIED_EXACTLY
678	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G297	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	chol	GENERATED_OR_COPIED_EXACTLY
679	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G298	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::yk+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ykar	GENERATED_OR_COPIED_EXACTLY
680	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G299	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dal	GENERATED_OR_COPIED_EXACTLY
681	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G300	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität fest.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[ykady]	Copy the complete memorized Astro value sign	ykady	GENERATED_OR_COPIED_EXACTLY
682	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G301	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest i.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::iokee+OR	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	iokeeor	GENERATED_OR_COPIED_EXACTLY
683	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G302	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	cheey	GENERATED_OR_COPIED_EXACTLY
684	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G303	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::chol+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	choly	GENERATED_OR_COPIED_EXACTLY
685	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G304	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ykee+AL	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ykeeal	GENERATED_OR_COPIED_EXACTLY
686	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G305	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert.	LOCAL_COPY_KEY	LOCAL_KEY[cheo]	Copy this key from the selected local diagram locus	cheo	GENERATED_OR_COPIED_EXACTLY
687	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G306	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o/am.	LOCAL_COPY_KEY	LOCAL_KEY[oaram]	Copy this key from the selected local diagram locus	oaram	GENERATED_OR_COPIED_EXACTLY
688	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G307	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::ockh+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ockhy	GENERATED_OR_COPIED_EXACTLY
689	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G308	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	sheey	GENERATED_OR_COPIED_EXACTLY
690	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G309	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	aiin	GENERATED_OR_COPIED_EXACTLY
691	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G310	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	y	GENERATED_OR_COPIED_EXACTLY
692	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G311	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest daii.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::daii+AL	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	daiial	GENERATED_OR_COPIED_EXACTLY
693	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G312	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert fest.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[cheody]	Copy the complete memorized Astro value sign	cheody	GENERATED_OR_COPIED_EXACTLY
694	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G313	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	cheal	GENERATED_OR_COPIED_EXACTLY
695	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G314	A3_MIDDLE_WHEEL_RING_TEXT: ausgewählter Phasenwert.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::yet+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	yetey	GENERATED_OR_COPIED_EXACTLY
696	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G315	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest che.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::che+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	chear	GENERATED_OR_COPIED_EXACTLY
697	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	G316	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	y	GENERATED_OR_COPIED_EXACTLY
