event_serial	event_id	record_unit_id	section	page	physical_locus	field_id	statement_id	joint_tuple_id	image_owner_id	owner_break_before	visible_owner_reset	terminal_status	autonomous_operational_class	autonomous_readback_token	exact_literal_autonomous_layer	source_token_count	read_once_status	optional_master_gloss	occurrence_bound_exemplar	occurrence_content_source_class	occurrence_content_confidence	strongest_occurrence_rival	strongest_occurrence_contradiction	unsupported_exemplar_nouns	global_purpose_lead	global_purpose_rival	semantic_ceiling
289	E289	B3	BIOLOGICAL	f83r	f83r.16	F098	B3-S026	e0b630cb1b5df5e7105b	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen]	LOCAL_STATE_RELEASE_ENTRY	0.24	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Charge|Station	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
290	E290	B3	BIOLOGICAL	f83r	f83r.16	F098	B3-S026	d788d8d72d41b25a3c71	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:d788d8d72d41b25a3c71] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Bis der Strom klar wird]	LOCAL_STATE_RELEASE_ENTRY	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Klarzustand|Strom/Flussrichtung	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
291	E291	B3	BIOLOGICAL	f83r	f83r.20	F099	B3-S026	3b70942557b3a40e8030	B3_MAIN_ARCH_LINKED_PAIR	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	YES__CLEAR_LOCAL_ARGUMENTS	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:3b70942557b3a40e8030] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_STATE_RELEASE_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Flüssigkeit	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
292	E292	B3	BIOLOGICAL	f83r	f83r.20	F100	B3-S027	ff178343c18e287ce3b7	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:ff178343c18e287ce3b7] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Tuch|Station|Haut-/Wundstelle|Wärme/Temperatur	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
293	E293	B3	BIOLOGICAL	f83r	f83r.20	F101	B3-S028	0275fbf14e07935b0a45	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Charge|Wärme/Temperatur	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
294	E294	B3	BIOLOGICAL	f83r	f83r.20	F101	B3-S028	7db18b2f0fb7ed0fcfd3	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Waschflotte|Lauf|Station|Spülen	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
295	E295	B3	BIOLOGICAL	f83r	f83r.20	F102	B3-S029	dcda95c81a5460feb191	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	FORMAL_LINK_OR_SLOT	[FORMAL_LINK]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL_LINK]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:keine eigene Sachangabe; der Master verbindet die benachbarten Quellenglieder an dieser formalen Linkstelle]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F102; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
296	E296	B3	BIOLOGICAL	f83r	f83r.20	F102	B3-S029	9247e38d29c79a0d2fa5	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:9247e38d29c79a0d2fa5] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nach der ersten Spülung]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitung bis zum klaren Lauf spülen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Spülen	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
297	E297	B3	BIOLOGICAL	f83r	f83r.20	F102	B3-S029	7db18b2f0fb7ed0fcfd3	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Waschflotte|Lauf|Station|Spülen	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
298	E298	B3	BIOLOGICAL	f83r	f83r.20	F103	B3-S030	276a7c2d74d1143446f4	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F103; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Waschflotte|Becken|Körperbereich	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
299	E299	B3	BIOLOGICAL	f83r	f83r.20	F103	B3-S030	2f1c5e56e8f0ff459065	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	FORMAL_PARAMETER_CHANNEL	[FORMAL:VORGABEPARAMETER; KEIN_WORT]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [FORMAL:VORGABEPARAMETER; KEIN_WORT]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
300	E300	B3	BIOLOGICAL	f83r	f83r.22	F104	B3-S030	b154ff779abe5f196c80	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:b154ff779abe5f196c80] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Ziehe die klare Flüssigkeit ab]	LOCAL_ACTION_OR_CONDITION_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Flüssigkeit|Klarzustand|Ablassen/Ablauf	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
301	E301	B3	BIOLOGICAL	f83r	f83r.22	F104	B3-S030	4de12cf322dfb76ded1e	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:4de12cf322dfb76ded1e] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt]	LOCAL_ACTION_OR_CONDITION_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: klaren Oberlauf abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Maß/Menge	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
302	E302	B3	BIOLOGICAL	f83r	f83r.22	F105	B3-S031	7d25241b0e56c836372a	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7d25241b0e56c836372a] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Becken|Körperbereich|Waschung/Bad	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
303	E303	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	d784b2abcaf1a3703de2	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:d784b2abcaf1a3703de2] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Beginne die Spülung]	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Spülen	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
304	E304	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	6f7ff8287eddf4da9fdb	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	NONE__ACTION_ONLY	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
305	E305	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	1779decef17481ec2853	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:1779decef17481ec2853] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Das breite Gefäß]	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Gefäß	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
306	E306	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	54d0e228ca346110af05	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:54d0e228ca346110af05] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Für dieselbe Dauer wie zuvor]	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtrat im Zielbecken auffangen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Dauer	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
307	E307	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	c45ebac60774620561e2	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:c45ebac60774620561e2] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Lasse es bis zur Klarheit ziehen und beende den Schritt]	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Klarzustand	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
308	E308	B3	BIOLOGICAL	f83r	f83r.22	F107	B3-S033	04a3877f0fc81b7597c9	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:04a3877f0fc81b7597c9] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Ziehe es ab und beende den Schritt]	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Ablassen/Ablauf	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
309	E309	B3	BIOLOGICAL	f83r	f83r.24	F108	B3-S034	2c82523794dcb7d2b343	B3_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:2c82523794dcb7d2b343] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Bis es klar ist]	LOCAL_STATE_RELEASE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Klarzustand	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
