page	locus	kind	reader	model	source_text	tokens	hypothesis_positions_1based	literal_hypotheses_json	confidence
f81v	f81v.6	P	it2a_clean	G	qokain okaiin ol chedy cheol lky ls aiin okain daldy	10	2	"[""[qokain]"", ""ist?"", ""[ol]"", ""[chedy]"", ""[cheol]"", ""[lky]"", ""[ls]"", ""[aiin]"", ""[okain]"", ""[daldy]""]"	C0_UNCONFIRMED
f81v	f81v.6	P	rf1b_clean	N	qokain okaiin ol chedy cheol lky l s aiin okain dal y	12	2	"[""[qokain]"", ""Pulver?"", ""[ol]"", ""[chedy]"", ""[cheol]"", ""[lky]"", ""[l]"", ""[s]"", ""[aiin]"", ""[okain]"", ""[dal]"", ""[y]""]"	C0_UNCONFIRMED
f81v	f81v.6	P	rf1b_clean	G	qokain okaiin ol chedy cheol lky l s aiin okain dal y	12	2	"[""[qokain]"", ""ist?"", ""[ol]"", ""[chedy]"", ""[cheol]"", ""[lky]"", ""[l]"", ""[s]"", ""[aiin]"", ""[okain]"", ""[dal]"", ""[y]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	zl3b_clean	N	koay cphol orchor pcheoly otchol oldy salsaly	7	5	"[""[koay]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	zl3b_clean	G	koay cphol orchor pcheoly otchol oldy salsaly	7	5	"[""[koay]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	it2a_clean	N	koaiphhy cphol orchor pcheoly otchol oldy sal saly	8	5	"[""[koaiphhy]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[sal]"", ""[saly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	it2a_clean	G	koaiphhy cphol orchor pcheoly otchol oldy sal saly	8	5	"[""[koaiphhy]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[sal]"", ""[saly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	rf1b_clean	N	koay cphol or chor pcheoly otchol oldy salsaly	8	6	"[""[koay]"", ""[cphol]"", ""[or]"", ""[chor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	rf1b_clean	G	koay cphol or chor pcheoly otchol oldy salsaly	8	6	"[""[koay]"", ""[cphol]"", ""[or]"", ""[chor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	zl3b_clean	N	ychey okaiin chol cheor ol chorcholsal	6	2,3	"[""[ychey]"", ""Pulver?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	zl3b_clean	G	ychey okaiin chol cheor ol chorcholsal	6	2,3	"[""[ychey]"", ""ist?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	it2a_clean	N	ychey okaiin chol cheor ol chorcholsal	6	2,3	"[""[ychey]"", ""Pulver?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	it2a_clean	G	ychey okaiin chol cheor ol chorcholsal	6	2,3	"[""[ychey]"", ""ist?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	rf1b_clean	N	ychey okaiin chol cheor ol chorcholsal	6	2,3	"[""[ychey]"", ""Pulver?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	rf1b_clean	G	ychey okaiin chol cheor ol chorcholsal	6	2,3	"[""[ychey]"", ""ist?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88v	f88v.14	L	zl3b_clean	N	okaiin	1	1	"[""Pulver?""]"	C0_UNCONFIRMED
f88v	f88v.14	L	zl3b_clean	G	okaiin	1	1	"[""ist?""]"	C0_UNCONFIRMED
f88v	f88v.14	L	it2a_clean	N	okaiin	1	1	"[""Pulver?""]"	C0_UNCONFIRMED
f88v	f88v.14	L	it2a_clean	G	okaiin	1	1	"[""ist?""]"	C0_UNCONFIRMED
f88v	f88v.14	L	rf1b_clean	N	okaiin	1	1	"[""Pulver?""]"	C0_UNCONFIRMED
f88v	f88v.14	L	rf1b_clean	G	okaiin	1	1	"[""ist?""]"	C0_UNCONFIRMED
f89r1	f89r1.14	L	zl3b_clean	N	okaiin dan	2	1,2	"[""Pulver?"", ""sehr wenig?""]"	C0_UNCONFIRMED
f89r1	f89r1.14	L	zl3b_clean	G	okaiin dan	2	1,2	"[""ist?"", ""sehr wenig?""]"	C0_UNCONFIRMED
f89r1	f89r1.14	L	it2a_clean	N	okaiin dan	2	1,2	"[""Pulver?"", ""sehr wenig?""]"	C0_UNCONFIRMED
f89r1	f89r1.14	L	it2a_clean	G	okaiin dan	2	1,2	"[""ist?"", ""sehr wenig?""]"	C0_UNCONFIRMED
f89r1	f89r1.14	L	rf1b_clean	N	okaiin dan	2	1,2	"[""Pulver?"", ""sehr wenig?""]"	C0_UNCONFIRMED
f89r1	f89r1.14	L	rf1b_clean	G	okaiin dan	2	1,2	"[""ist?"", ""sehr wenig?""]"	C0_UNCONFIRMED
f89r2	f89r2.12	P	zl3b_clean	N	porachol yody qoteol oldaiin otol sheor shor oldaiin otchol cheol otolpchy dar cho lkeopol oeeor or	16	9	"[""[porachol]"", ""[yody]"", ""[qoteol]"", ""[oldaiin]"", ""[otol]"", ""[sheor]"", ""[shor]"", ""[oldaiin]"", ""dieses?"", ""[cheol]"", ""[otolpchy]"", ""[dar]"", ""[cho]"", ""[lkeopol]"", ""[oeeor]"", ""[or]""]"	C0_UNCONFIRMED
f89r2	f89r2.12	P	zl3b_clean	G	porachol yody qoteol oldaiin otol sheor shor oldaiin otchol cheol otolpchy dar cho lkeopol oeeor or	16	9	"[""[porachol]"", ""[yody]"", ""[qoteol]"", ""[oldaiin]"", ""[otol]"", ""[sheor]"", ""[shor]"", ""[oldaiin]"", ""dieses?"", ""[cheol]"", ""[otolpchy]"", ""[dar]"", ""[cho]"", ""[lkeopol]"", ""[oeeor]"", ""[or]""]"	C0_UNCONFIRMED
f89r2	f89r2.12	P	it2a_clean	N	porechol qoda qoteol oldaiin otol sheor shor ol daiin otchol cheol otolfcho dar cho lkeopol oeeor or	17	9,10	"[""[porechol]"", ""[qoda]"", ""[qoteol]"", ""[oldaiin]"", ""[otol]"", ""[sheor]"", ""[shor]"", ""[ol]"", ""viel?"", ""dieses?"", ""[cheol]"", ""[otolfcho]"", ""[dar]"", ""[cho]"", ""[lkeopol]"", ""[oeeor]"", ""[or]""]"	C0_UNCONFIRMED
f89r2	f89r2.12	P	it2a_clean	G	porechol qoda qoteol oldaiin otol sheor shor ol daiin otchol cheol otolfcho dar cho lkeopol oeeor or	17	9,10	"[""[porechol]"", ""[qoda]"", ""[qoteol]"", ""[oldaiin]"", ""[otol]"", ""[sheor]"", ""[shor]"", ""[ol]"", ""viel?"", ""dieses?"", ""[cheol]"", ""[otolfcho]"", ""[dar]"", ""[cho]"", ""[lkeopol]"", ""[oeeor]"", ""[or]""]"	C0_UNCONFIRMED
f89r2	f89r2.12	P	rf1b_clean	N	porachol yody qoteol oldaiin otol sheor shor ol aiin otchol cheol otolfchy dar cho lkeopol oeeor ar	17	10	"[""[porachol]"", ""[yody]"", ""[qoteol]"", ""[oldaiin]"", ""[otol]"", ""[sheor]"", ""[shor]"", ""[ol]"", ""[aiin]"", ""dieses?"", ""[cheol]"", ""[otolfchy]"", ""[dar]"", ""[cho]"", ""[lkeopol]"", ""[oeeor]"", ""[ar]""]"	C0_UNCONFIRMED
f89r2	f89r2.12	P	rf1b_clean	G	porachol yody qoteol oldaiin otol sheor shor ol aiin otchol cheol otolfchy dar cho lkeopol oeeor ar	17	10	"[""[porachol]"", ""[yody]"", ""[qoteol]"", ""[oldaiin]"", ""[otol]"", ""[sheor]"", ""[shor]"", ""[ol]"", ""[aiin]"", ""dieses?"", ""[cheol]"", ""[otolfchy]"", ""[dar]"", ""[cho]"", ""[lkeopol]"", ""[oeeor]"", ""[ar]""]"	C0_UNCONFIRMED
f95v2	f95v2.5	P	zl3b_clean	N	tar fcheey shos aiin okar olkaiin otalain okaiin ar	9	8	"[""[tar]"", ""[fcheey]"", ""[shos]"", ""[aiin]"", ""[okar]"", ""[olkaiin]"", ""[otalain]"", ""Pulver?"", ""[ar]""]"	C0_UNCONFIRMED
f95v2	f95v2.5	P	zl3b_clean	G	tar fcheey shos aiin okar olkaiin otalain okaiin ar	9	8	"[""[tar]"", ""[fcheey]"", ""[shos]"", ""[aiin]"", ""[okar]"", ""[olkaiin]"", ""[otalain]"", ""ist?"", ""[ar]""]"	C0_UNCONFIRMED
f95v2	f95v2.5	P	it2a_clean	N	tar fcheey shos aiin okar olkaiin otalain okaiin ar	9	8	"[""[tar]"", ""[fcheey]"", ""[shos]"", ""[aiin]"", ""[okar]"", ""[olkaiin]"", ""[otalain]"", ""Pulver?"", ""[ar]""]"	C0_UNCONFIRMED
f95v2	f95v2.5	P	it2a_clean	G	tar fcheey shos aiin okar olkaiin otalain okaiin ar	9	8	"[""[tar]"", ""[fcheey]"", ""[shos]"", ""[aiin]"", ""[okar]"", ""[olkaiin]"", ""[otalain]"", ""ist?"", ""[ar]""]"	C0_UNCONFIRMED
f95v2	f95v2.5	P	rf1b_clean	N	tar fcheey shos aiin okar olkaiin otalain okaiin ar	9	8	"[""[tar]"", ""[fcheey]"", ""[shos]"", ""[aiin]"", ""[okar]"", ""[olkaiin]"", ""[otalain]"", ""Pulver?"", ""[ar]""]"	C0_UNCONFIRMED
f95v2	f95v2.5	P	rf1b_clean	G	tar fcheey shos aiin okar olkaiin otalain okaiin ar	9	8	"[""[tar]"", ""[fcheey]"", ""[shos]"", ""[aiin]"", ""[okar]"", ""[olkaiin]"", ""[otalain]"", ""ist?"", ""[ar]""]"	C0_UNCONFIRMED
f95v1	f95v1.13	P	zl3b_clean	N	lshee qodain okaiin otody chcthy	5	3	"[""[lshee]"", ""[qodain]"", ""Pulver?"", ""[otody]"", ""[chcthy]""]"	C0_UNCONFIRMED
f95v1	f95v1.13	P	zl3b_clean	G	lshee qodain okaiin otody chcthy	5	3	"[""[lshee]"", ""[qodain]"", ""ist?"", ""[otody]"", ""[chcthy]""]"	C0_UNCONFIRMED
f95v1	f95v1.13	P	it2a_clean	N	lshee qodain okaiin otody chcthy	5	3	"[""[lshee]"", ""[qodain]"", ""Pulver?"", ""[otody]"", ""[chcthy]""]"	C0_UNCONFIRMED
f95v1	f95v1.13	P	it2a_clean	G	lshee qodain okaiin otody chcthy	5	3	"[""[lshee]"", ""[qodain]"", ""ist?"", ""[otody]"", ""[chcthy]""]"	C0_UNCONFIRMED
f95v1	f95v1.13	P	rf1b_clean	N	lee qodain okaiin oto y chcthy	6	3	"[""[lee]"", ""[qodain]"", ""Pulver?"", ""[oto]"", ""[y]"", ""[chcthy]""]"	C0_UNCONFIRMED
f95v1	f95v1.13	P	rf1b_clean	G	lee qodain okaiin oto y chcthy	6	3	"[""[lee]"", ""[qodain]"", ""ist?"", ""[oto]"", ""[y]"", ""[chcthy]""]"	C0_UNCONFIRMED
