argument_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_argument_root	inherited_argument_value_de	argument_source_type	argument_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
258	G407-E2793	G407-S407	f81r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
259	G407-E2794	G407-S408	f81r	BIOLOGICAL	qol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
260	G407-E2801	G407-S410	f81r	BIOLOGICAL	arol	AR+OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2800	1	NOT_STORED	Weiter: halte den Anteil; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
261	G407-E2802	G407-S410	f81r	BIOLOGICAL	oeeedy	O+EEE+DY	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2800	2	NOT_STORED	Halte den Anteil; zur Ausführung; auf Grad III; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
262	G407-E2804	G407-S411	f81r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2803	1	NOT_STORED	Weiter: wähle den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
263	G407-E2807	G407-S412	f81r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
264	G407-E2819	G407-S417	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
265	G407-E2823	G407-S419	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
266	G407-E2830	G407-S423	f81r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2829	1	NOT_STORED	Danach: bearbeite den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
267	G407-E2831	G407-S424	f81r	BIOLOGICAL	olam	OL+AM_ADDR	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
268	G407-E2833	G407-S424	f81r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2832	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
269	G407-E2845	G407-S425	f81r	BIOLOGICAL	lol	L+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2844	1	NOT_STORED	Weiter: halte den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
270	G407-E2846	G407-S425	f81r	BIOLOGICAL	qotal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2844	2	NOT_STORED	Danach: halte den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
271	G407-E2848	G407-S425	f81r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2847	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
272	G407-E2849	G407-S425	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2847	2	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
273	G407-E2851	G407-S425	f81r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2850	1	NOT_STORED	Weiter: bearbeite den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
274	G407-E2853	G407-S425	f81r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2850	3	NOT_STORED	Weiter: bearbeite den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
275	G407-E2862	G407-S425	f81r	BIOLOGICAL	ody	O+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2860	2	NOT_STORED	Setze den Posten ein; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
276	G407-E2865	G407-S426	f81r	BIOLOGICAL	qotaldar	OT+AL+D_ADDR+AR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2863	2	NOT_STORED	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
277	G407-E2866	G407-S426	f81r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2863	3	NOT_STORED	Danach: nimm den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
278	G407-E2870	G407-S428	f81r	BIOLOGICAL	qol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
279	G407-E2878	G407-S429	f81r	BIOLOGICAL	oteol	OT+E+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2877	1	NOT_STORED	Danach: setze den Posten; auf Grad I; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
280	G407-E2879	G407-S429	f81r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2877	2	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
281	G407-E2883	G407-S430	f81r	BIOLOGICAL	sol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2882	1	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
282	G407-E2887	G407-S432	f81r	BIOLOGICAL	dol	D_ADDR+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: gib den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
283	G407-E2904	G407-S434	f81r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2903	1	NOT_STORED	Weiter: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
284	G407-E2910	G407-S436	f81r	BIOLOGICAL	ol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2908	2	NOT_STORED	Weiter: gib die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
285	G407-E2913	G407-S436	f81r	BIOLOGICAL	sol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2912	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
286	G407-E2915	G407-S437	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
287	G407-E2930	G407-S442	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
288	G407-E2940	G407-S444	f81v	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2936	4	NOT_STORED	Weiter: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
289	G407-E2944	G407-S444	f81v	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2942	2	NOT_STORED	Weiter: gib den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
290	G407-E2955	G407-S446	f81v	BIOLOGICAL	oldy	OL+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2953	2	NOT_STORED	Weiter: bearbeite den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
291	G407-E2960	G407-S447	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2959	1	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
292	G407-E2977	G407-S448	f81v	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2976	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
293	G407-E2985	G407-S448	f81v	BIOLOGICAL	daldy	AL+DY	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2984	1	NOT_STORED	Setze den Anteil; zum Zielort; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
294	G407-E2987	G407-S449	f81v	BIOLOGICAL	ol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2986	1	NOT_STORED	Weiter: setze die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
295	G407-E2994	G407-S450	f81v	BIOLOGICAL	qol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
296	G407-E3003	G407-S453	f81v	BIOLOGICAL	oldy	OL+DY	AIN	ANTEIL	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Anteil ein; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
297	G407-E3011	G407-S454	f81v	BIOLOGICAL	daiidy	DA+IIN+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3010	1	NOT_STORED	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
298	G407-E3016	G407-S456	f81v	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
299	G407-E3031	G407-S458	f81v	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3030	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
300	G407-E3032	G407-S458	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3030	2	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
301	G407-E3059	G407-S468	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3058	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
302	G407-E3069	G407-S469	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3068	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
303	G407-E3078	G407-S471	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3077	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
304	G407-E3087	G407-S474	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3086	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
305	G407-E3089	G407-S474	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3088	1	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
306	G407-E3096	G407-S477	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3095	1	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
307	G407-E3100	G407-S478	f81v	BIOLOGICAL	dedy	D_ADDR+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3099	1	NOT_STORED	Gib den Posten; hier; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
308	G407-E3103	G407-S479	f81v	BIOLOGICAL	dol	D_ADDR+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
309	G407-E3110	G407-S480	f81v	BIOLOGICAL	qoldy	OL+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3109	1	NOT_STORED	Weiter: stelle den Posten ein; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
310	G407-E3120	G407-S484	f81v	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3118	2	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
311	G407-E3121	G407-S484	f81v	BIOLOGICAL	otar	OT+AR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3118	3	NOT_STORED	Danach: bearbeite den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
312	G407-E3123	G407-S484	f81v	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3118	5	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
313	G407-E3143	G407-S487	f81v	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3142	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
314	G407-E3146	G407-S487	f81v	BIOLOGICAL	teol	E+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3144	2	NOT_STORED	Weiter: wähle den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
315	G407-E3150	G407-S488	f81v	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3149	1	NOT_STORED	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
316	G407-E3155	G407-S489	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3154	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
317	G407-E3157	G407-S489	f81v	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3156	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
318	G407-E3161	G407-S489	f81v	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3160	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
319	G407-E3202	G407-S498	f82r	BIOLOGICAL	ldy	L+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3201	1	NOT_STORED	Gib den Posten; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
320	G407-E3207	G407-S499	f82r	BIOLOGICAL	sol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3206	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
321	G407-E3213	G407-S500	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3212	1	NOT_STORED	Danach: bearbeite den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
322	G407-E3217	G407-S502	f82r	BIOLOGICAL	qol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
323	G407-E3231	G407-S505	f82r	BIOLOGICAL	ls	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3230	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
324	G407-E3240	G407-S507	f82r	BIOLOGICAL	qotal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3239	1	NOT_STORED	Danach: setze den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
325	G407-E3254	G407-S509	f82r	BIOLOGICAL	qotal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3253	1	NOT_STORED	Danach: bearbeite den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
326	G407-E3257	G407-S509	f82r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3255	2	NOT_STORED	Danach: gib den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
327	G407-E3259	G407-S510	f82r	BIOLOGICAL	olqo	OL+CARRIER_Q+O	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
328	G407-E3262	G407-S510	f82r	BIOLOGICAL	lolol	L+OL+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: gib den Posten; über die Verbindung; nochmals weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
329	G407-E3268	G407-S512	f82r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
330	G407-E3298	G407-S521	f82r	BIOLOGICAL	ol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3297	1	NOT_STORED	Weiter: markiere die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
331	G407-E3344	G407-S531	f82r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3343	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
332	G407-E3353	G407-S531	f82r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3352	1	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
333	G407-E3376	G407-S535	f82r	BIOLOGICAL	dol	D_ADDR+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: markiere den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
334	G407-E3397	G407-S540	f82r	BIOLOGICAL	daldy	AL+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Halte den Posten; zum Zielort; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
335	G407-E3400	G407-S543	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
336	G407-E3408	G407-S548	f82r	BIOLOGICAL	qoteeol	OT+EE+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3407	1	NOT_STORED	Danach: stelle den Posten ein; auf Grad II; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
337	G407-E3419	G407-S551	f82r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3418	1	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
338	G407-E3432	G407-S555	f82r	BIOLOGICAL	ol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
339	G407-E3450	G407-S556	f82r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3449	1	NOT_STORED	Weiter: wähle den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
340	G407-E3462	G407-S559	f83r	BIOLOGICAL	sol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3461	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
341	G407-E3468	G407-S559	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3467	1	NOT_STORED	Danach: halte den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
342	G407-E3474	G407-S561	f83r	BIOLOGICAL	qotal	OT+AL	OR	EINHEIT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: gib die Einheit; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
343	G407-E3481	G407-S563	f83r	BIOLOGICAL	qotal	OT+AL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3480	1	NOT_STORED	Danach: setze den Wert; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
