page	locus	token_ordinal	surface	v63_token_gloss_de	v64_token_gloss_de	v64_changed	v64_rule_id	decision_class	practical_head_de	live_rivals_de	preparation_span_count	preparation_roles	formal_routes	basis	v65_token_gloss_de	v65_changed	v65_rule_id	v65_composition	v65_family	v65_product_rival_de	v65_visible_tail	v65_whole_extension	v65_basis	v66_tournament_role	v66_rule_id	v66_fraction_de	v66_fraction_changed	v66_share_de	v66_share_changed	v66_stage_de	v66_stage_changed	v66_class_de	v66_class_changed	v66_selected_candidate	v66_selected_gloss_de	v66_selected_changed	v66_selected_semantic_role	v66_selected_override_id
f86v5	f86v5.24	3	ykain	erhitze hiervon auf Stufe II	erhitze hiervon auf Stufe II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	erhitze hiervon auf Stufe II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erhitze hiervon auf Stufe II	0	erhitze hiervon auf Stufe II	0	erhitze hiervon auf Stufe II	0	erhitze hiervon auf Stufe II	0	share	erhitze hiervon auf Stufe II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.24	4	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	Rohstoffklasse I im heißen Ansatz, Gradanfang	1	P043	LOCAL_CONTEXT_WHOLE	heißer Ansatz	Rohstoffklasse I der Heißzubereitung	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Lokale Relationsglättung, keine freie ok/al-Stammprognose.	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	share	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.24	5	kchody	fertiger heiß-trockener Ansatz	fertige heiß-trockene Zubereitung	1	P014	INTERMEDIATE_DRY_PREPARATION	Trockenzubereitung	heiß getrocknete Masse|Trockenextrakt	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	K fügt Hitze zu chody hinzu, ohne dessen Zubereitungskopf zu wechseln.	fertige heiß-trockene Zubereitung	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertige heiß-trockene Zubereitung	0	fertige heiß-trockene Zubereitung	0	fertige heiß-trockene Zubereitung	0	fertige heiß-trockene Zubereitung	0	share	fertige heiß-trockene Zubereitung	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.24	6	chckhy	Arzneikompositum: trocken, Gradanfang	Arzneikompositum: trocken, Gradanfang	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Arzneikompositum: trocken, Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Arzneikompositum: trocken, Gradanfang	0	Arzneikompositum: trocken, Gradanfang	0	Arzneikompositum: trocken, Gradanfang	0	Arzneikompositum: trocken, Gradanfang	0	share	Arzneikompositum: trocken, Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.24	7	otaiin	kalter Ansatz, Grad III	kalter Ansatz, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz, Grad III	0	kalter Ansatz, Grad III	0	kalter Ansatz, Grad III	0	kalter Ansatz, Grad III	0	share	kalter Ansatz, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.24	8	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.	Fraktion I des heißen Holzansatzes	1	F011	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug I		NONE	Materialkopf Holz plus Hitze plus Fraktion I; Genitiv erhält die Klammerung.	TARGET_41	H011	Fraktion I des heißen Holzansatzes	0	Anteil I des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe I	1	heißer Holzansatz, Stoffklasse I	1	share	Anteil I des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v5	f86v5.24	9	otaiin	kalter Ansatz, Grad III	kalter Ansatz, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz, Grad III	0	kalter Ansatz, Grad III	0	kalter Ansatz, Grad III	0	kalter Ansatz, Grad III	0	share	kalter Ansatz, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	1	ypchesy	hiervon Samenpulver bis zur Mittelstufe trocknen	hiervon Samenpulver bis zur Mittelstufe trocknen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	hiervon Samenpulver bis zur Mittelstufe trocknen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	hiervon Samenpulver bis zur Mittelstufe trocknen	0	hiervon Samenpulver bis zur Mittelstufe trocknen	0	hiervon Samenpulver bis zur Mittelstufe trocknen	0	hiervon Samenpulver bis zur Mittelstufe trocknen	0	share	hiervon Samenpulver bis zur Mittelstufe trocknen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	2	oky	heißer Ansatz am Anfang des Grades	heißer Ansatz am Anfang des Grades	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	GDT652_EXACT_O_PREP_SURFACE	NONE	heißer Ansatz am Anfang des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißer Ansatz am Anfang des Grades	0	heißer Ansatz am Anfang des Grades	0	heißer Ansatz am Anfang des Grades	0	heißer Ansatz am Anfang des Grades	0	share	heißer Ansatz am Anfang des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	3	sheeey	vollständig eingeweichtes Gut der Schlussstufe	vollständig eingeweichtes Gut der Schlussstufe	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	vollständig eingeweichtes Gut der Schlussstufe	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	vollständig eingeweichtes Gut der Schlussstufe	0	vollständig eingeweichtes Gut der Schlussstufe	0	vollständig eingeweichtes Gut der Schlussstufe	0	vollständig eingeweichtes Gut der Schlussstufe	0	share	vollständig eingeweichtes Gut der Schlussstufe	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	4	qoty	kalt am Anfang des Grades	kalt am Anfang des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kalt am Anfang des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalt am Anfang des Grades	0	kalt am Anfang des Grades	0	kalt am Anfang des Grades	0	kalt am Anfang des Grades	0	share	kalt am Anfang des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	5	qotaiin	kalt, Grad III	kalt, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kalt, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalt, Grad III	0	kalt, Grad III	0	kalt, Grad III	0	kalt, Grad III	0	share	kalt, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	6	sail	Samen, Charge II	Samen, Charge II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Samen, Charge II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Samen, Charge II	0	Samen, Charge II	0	Samen, Charge II	0	Samen, Charge II	0	share	Samen, Charge II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	7	chepy	Trockenpulver in Grundform	Trockenpulver in Grundform	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Trockenpulver in Grundform	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Trockenpulver in Grundform	0	Trockenpulver in Grundform	0	Trockenpulver in Grundform	0	Trockenpulver in Grundform	0	share	Trockenpulver in Grundform	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	8	ltedy	fertig abgekühltes Holz, Mittelstufe	fertig abgekühltes Holz, Mittelstufe	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	fertig abgekühltes Holz, Mittelstufe	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertig abgekühltes Holz, Mittelstufe	0	fertig abgekühltes Holz, Mittelstufe	0	fertig abgekühltes Holz, Mittelstufe	0	fertig abgekühltes Holz, Mittelstufe	0	share	fertig abgekühltes Holz, Mittelstufe	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v5	f86v5.4	9	dar	abgemessene Fraktion I	abgemessene Fraktion I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Fraktion I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C007	abgemessene Fraktion I	0	abgemessener Anteil I	1	abgemessenes Material auf Stufe I	1	abgemessenes Material der Klasse I	1	share	abgemessener Anteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v5	f86v5.4	10	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.	Fraktion I des heißen Holzansatzes	1	F011	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug I		NONE	Materialkopf Holz plus Hitze plus Fraktion I; Genitiv erhält die Klammerung.	TARGET_41	H011	Fraktion I des heißen Holzansatzes	0	Anteil I des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe I	1	heißer Holzansatz, Stoffklasse I	1	share	Anteil I des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v5	f86v5.4	11	am	Maßeinheit I	Maßeinheit I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Maßeinheit I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Maßeinheit I	0	Maßeinheit I	0	Maßeinheit I	0	Maßeinheit I	0	share	Maßeinheit I	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.25	1	yteedy	hiervon bis zur Endstufe abkühlen	hiervon bis zur Endstufe abkühlen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	hiervon bis zur Endstufe abkühlen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	hiervon bis zur Endstufe abkühlen	0	hiervon bis zur Endstufe abkühlen	0	hiervon bis zur Endstufe abkühlen	0	hiervon bis zur Endstufe abkühlen	0	share	hiervon bis zur Endstufe abkühlen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.25	2	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiße Drogenfraktion I	0	F013	QO_FRAME+K_HOT+AR_FRACTION_I	QO_TEMPERATURE_R_LADDER	heißer Drogenauszug I		NONE	Nominale QO-Schwester; kein zusätzliches Verb und kein Ansatzimport.	TARGET_41	H013	heiße Drogenfraktion I	0	heißer Drogenanteil I	1	heiße Drogenzubereitung auf Stufe I	1	Drogenstoff, Klasse I, heiß	1	share	heißer Drogenanteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v6	f86v6.25	3	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.	Fraktion I des heißen Holzansatzes	1	F011	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug I		NONE	Materialkopf Holz plus Hitze plus Fraktion I; Genitiv erhält die Klammerung.	TARGET_41	H011	Fraktion I des heißen Holzansatzes	0	Anteil I des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe I	1	heißer Holzansatz, Stoffklasse I	1	share	Anteil I des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v6	f86v6.25	4	qodar	die erste Ansatzfraktion abmessen	die erste Ansatzfraktion abmessen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Fraktion I abmessen	1	F015	QO_FRAME+D_MEASURE+AR_FRACTION_I	QO_ACTION_R_LADDER	erste Ansatz- oder Auszugsfraktion abmessen		NONE	QO trägt hier den bereits gebundenen Aktionsordinal, aber keinen freien Ansatzwert.	TARGET_41	H015	Fraktion I abmessen	0	Drogenanteil I abmessen	1	Drogenmaterial auf Stufe I abmessen	1	Drogenstoff der Klasse I abmessen	1	share	Drogenanteil I abmessen	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v6	f86v6.25	5	ykaiin	erhitze hiervon auf Stufe III	erhitze hiervon auf Stufe III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	erhitze hiervon auf Stufe III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erhitze hiervon auf Stufe III	0	erhitze hiervon auf Stufe III	0	erhitze hiervon auf Stufe III	0	erhitze hiervon auf Stufe III	0	share	erhitze hiervon auf Stufe III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.25	6	or	Drogenportion	Drogenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Drogenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_OR_PORTION	C001	Drogenportion	0	Drogenportion	0	Drogenportion	0	Drogenportion	0	share	Drogenportion	0	OR_INDEPENDENT_PORTION	NONE
f86v6	f86v6.25	7	okeeeey	Ansatz vollständig bis zur letzten Heizstufe geführt	Zubereitung vollständig bis zur letzten Heizstufe geführt	1	P023	FINISHED_GENERIC_PREPARATION	Zubereitung	Heißansatz|Absud	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Mehrstufiges Erhitzen ohne Kochsignal bleibt Zubereitung.	Zubereitung vollständig bis zur letzten Heizstufe geführt	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Zubereitung vollständig bis zur letzten Heizstufe geführt	0	Zubereitung vollständig bis zur letzten Heizstufe geführt	0	Zubereitung vollständig bis zur letzten Heizstufe geführt	0	Zubereitung vollständig bis zur letzten Heizstufe geführt	0	share	Zubereitung vollständig bis zur letzten Heizstufe geführt	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.25	8	ofchedy	fertig getrockneter Blütenansatz	fertig getrocknete Blütenmasse	1	P039	MATERIAL_RESULT_COLLAPSE	Blütenmasse	Blütentrockenextrakt|Blütenrückstand	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Der terminale Trockenschritt liefert eine zubereitete Blütenmasse statt rohem Blütenmaterial.	fertig getrocknete Blütenmasse	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertig getrocknete Blütenmasse	0	fertig getrocknete Blütenmasse	0	fertig getrocknete Blütenmasse	0	fertig getrocknete Blütenmasse	0	share	fertig getrocknete Blütenmasse	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.25	9	qokaiin	heiß, Grad III	heiß, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	share	heiß, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.25	10	araram	ein Maß der ersten Drogenfraktion	ein Maß der ersten Drogenfraktion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	ein Maß der ersten Drogenfraktion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	ein Maß der ersten Drogenfraktion	0	ein Maß der ersten Drogenfraktion	0	ein Maß der ersten Drogenfraktion	0	ein Maß der ersten Drogenfraktion	0	share	ein Maß der ersten Drogenfraktion	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.31	1	dair	abgemessene Fraktion II	abgemessene Fraktion II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Fraktion II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C008	abgemessene Fraktion II	0	abgemessener Anteil II	1	abgemessenes Material auf Stufe II	1	abgemessenes Material der Klasse II	1	share	abgemessener Anteil II	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v6	f86v6.31	2	chepy	Trockenpulver in Grundform	Trockenpulver in Grundform	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Trockenpulver in Grundform	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Trockenpulver in Grundform	0	Trockenpulver in Grundform	0	Trockenpulver in Grundform	0	Trockenpulver in Grundform	0	share	Trockenpulver in Grundform	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.31	3	qokaiin	heiß, Grad III	heiß, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	share	heiß, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.31	4	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.	Fraktion I des heißen Holzansatzes	1	F011	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug I		NONE	Materialkopf Holz plus Hitze plus Fraktion I; Genitiv erhält die Klammerung.	TARGET_41	H011	Fraktion I des heißen Holzansatzes	0	Anteil I des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe I	1	heißer Holzansatz, Stoffklasse I	1	share	Anteil I des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v6	f86v6.31	5	olkchdy	fertige heiß-trockene Drogenportion	fertige heiß-trockene Drogenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	fertige heiß-trockene Drogenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertige heiß-trockene Drogenportion	0	fertige heiß-trockene Drogenportion	0	fertige heiß-trockene Drogenportion	0	fertige heiß-trockene Drogenportion	0	share	fertige heiß-trockene Drogenportion	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.31	6	okar	heiße Drogenfraktion I im Ansatz	erster heißer Drogenauszug	1	P045	LOCAL_CONTEXT_WHOLE	Drogenauszug	erste Drogenfraktion des heißen Ansatzes	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Konkrete lokale Working Main; qokar bleibt bis zur vollständigen Schwesterprüfung offen.	Fraktion I des heißen Ansatzes	1	F006	O_PREP+K_HOT+AR_FRACTION_I	O_PREP_TEMPERATURE_R_LADDER	heißer Drogenauszug I		NONE	Heißqualifikator verändert die Temperatur, nicht den Fraktionskopf.	TARGET_41	H006	Fraktion I des heißen Ansatzes	0	Anteil I des heißen Ansatzes	1	heißer Ansatz auf Zubereitungsstufe I	1	heißer Ansatz, Stoffklasse I	1	share	Anteil I des heißen Ansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v6	f86v6.31	7	al	Rohstoffklasse I	Rohstoffklasse I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Rohstoffklasse I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I	0	Rohstoffklasse I	0	Rohstoffklasse I	0	Rohstoffklasse I	0	share	Rohstoffklasse I	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.31	8	dar	abgemessene Fraktion I	abgemessene Fraktion I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Fraktion I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C007	abgemessene Fraktion I	0	abgemessener Anteil I	1	abgemessenes Material auf Stufe I	1	abgemessenes Material der Klasse I	1	share	abgemessener Anteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f86v6	f86v6.31	9	olkchey	erhitzter Holzansatz, bis Mittelstufe getrocknet	erhitzter Holzansatz, bis Mittelstufe getrocknet	0	NONE	KEEP_V63	INHERITED	NONE	1	COMPOUND_HEAD	PROVISIONAL_LOCAL_SCOPE	NONE	erhitzter Holzansatz, bis Mittelstufe getrocknet	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erhitzter Holzansatz, bis Mittelstufe getrocknet	0	erhitzter Holzansatz, bis Mittelstufe getrocknet	0	erhitzter Holzansatz, bis Mittelstufe getrocknet	0	erhitzter Holzansatz, bis Mittelstufe getrocknet	0	share	erhitzter Holzansatz, bis Mittelstufe getrocknet	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.31	10	otytam	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	0	NONE	KEEP_V63	INHERITED	NONE	1	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	NONE	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	0	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	0	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	0	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	0	share	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.31	11	orom	eine Handvoll Ansatz als Portion	eine Handvoll Drogenmaterial als Portion	1	P033	LOCAL_QUANTITY_CONTEXT	Drogenmaterial	Zubereitung|Trockengut	1	QUANTITY_OBJECT	LEARNED_WHOLE_OR_UNEXPORTED	Ohne CH- oder anderes Trockensignal darf orom nicht allein Trockengut erfinden.	eine Handvoll Drogenmaterial als Portion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	eine Handvoll Drogenmaterial als Portion	0	eine Handvoll Drogenmaterial als Portion	0	eine Handvoll Drogenmaterial als Portion	0	eine Handvoll Drogenmaterial als Portion	0	share	eine Handvoll Drogenmaterial als Portion	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.4	1	dshor	abgemessene Blütendroge	abgemessene Blütendroge	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Blütendroge	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	abgemessene Blütendroge	0	abgemessene Blütendroge	0	abgemessene Blütendroge	0	abgemessene Blütendroge	0	share	abgemessene Blütendroge	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.4	2	shdy	feuchte Anfangsstufe erreicht	feuchte Anfangsstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	feuchte Anfangsstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	feuchte Anfangsstufe erreicht	0	feuchte Anfangsstufe erreicht	0	feuchte Anfangsstufe erreicht	0	feuchte Anfangsstufe erreicht	0	share	feuchte Anfangsstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.4	3	shor	Blüte	Blüte	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Blüte	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Blüte	0	Blüte	0	Blüte	0	Blüte	0	share	Blüte	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.4	4	ol	Grundansatz	Grundansatz	0	NONE	KEEP_V63	INHERITED	NONE	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	Grundansatz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Grundansatz	0	Grundansatz	0	Grundansatz	0	Grundansatz	0	share	Grundansatz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f86v6	f86v6.4	5	aiin	Menge III	Menge III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Menge III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Menge III	0	Menge III	0	Menge III	0	Menge III	0	share	Menge III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
